usageID,meterID,date,kWh
U17410,M01800,2025-04-30,31.14
U17411,M02114,2023-08-06,38.49
U17412,M02443,2023-08-11,17.49
U17413,M01942,2024-11-19,9.95
U17414,M00990,2025-02-15,1.92
U17415,M00699,2024-06-05,13.43
U17416,M00406,2024-08-08,56.27
U17417,M01409,2024-01-14,3.49
U17418,M01458,2024-02-07,48.75
U17419,M02450,2025-03-27,91.83
U17420,M01997,2024-12-28,14.29
U17421,M01224,2023-12-24,1.55
U17422,M01797,2023-09-03,77.67
U17423,M01348,2023-08-08,93.18
U17424,M01529,2023-06-28,32.93
U17425,M01573,2023-07-24,93.11
U17426,M00691,2025-01-18,17.57
U17427,M01983,2024-04-30,51.55
U17428,M00298,2025-02-23,77.43
U17429,M01430,2025-05-19,12.63
U17430,M01253,2023-08-04,54.03
U17431,M01933,2025-03-15,63.64
U17432,M00914,2024-02-14,20.04
U17433,M01594,2023-10-27,21.87
U17434,M01302,2023-12-19,48.03
U17435,M00303,2024-04-14,5.48
U17436,M00489,2023-07-19,63.03
U17437,M00705,2024-07-18,98.72
U17438,M00395,2023-07-26,60.84
U17439,M00517,2024-12-12,87.96
U17440,M00097,2023-12-01,25.58
U17441,M00022,2025-03-09,8.64
U17442,M01873,2023-07-19,24.93
U17443,M02016,2025-02-24,61.97
U17444,M00018,2024-05-01,98.13
U17445,M00359,2024-12-04,93.44
U17446,M00943,2023-10-30,1.8
U17447,M01851,2023-07-16,17.81
U17448,M00925,2024-01-15,76.74
U17449,M00039,2024-12-27,21.52
U17450,M00226,2025-04-26,51.29
U17451,M01590,2025-02-22,4.06
U17452,M00697,2024-12-04,90.15
U17453,M00756,2024-09-17,73.74
U17454,M02116,2024-12-26,34.52
U17455,M00264,2025-03-05,52.27
U17456,M01835,2024-12-07,46.58
U17457,M00969,2024-07-03,20.98
U17458,M01773,2024-03-09,28.8
U17459,M00341,2024-01-30,5.18
U17460,M00101,2024-10-17,18.05
U17461,M00848,2024-07-04,55.4
U17462,M01137,2024-06-18,92.93
U17463,M01725,2024-06-07,62.9
U17464,M01004,2024-06-21,94.98
U17465,M01285,2024-11-13,10.54
U17466,M01125,2023-11-27,25.1
U17467,M00326,2025-04-05,35.25
U17468,M01086,2025-01-31,48.82
U17469,M01878,2024-07-24,58.55
U17470,M00607,2024-03-10,51.46
U17471,M01630,2025-02-24,23.11
U17472,M00496,2024-11-07,47.35
U17473,M00220,2025-06-10,53.44
U17474,M01515,2024-09-06,58.68
U17475,M00627,2024-06-12,35.2
U17476,M01392,2024-11-19,93.26
U17477,M01431,2023-07-08,46.14
U17478,M00625,2025-05-24,68.96
U17479,M01459,2024-05-27,90.56
U17480,M00822,2025-03-10,81.99
U17481,M02116,2024-08-03,80.64
U17482,M01545,2024-04-04,58.92
U17483,M00104,2023-08-27,89.15
U17484,M01486,2024-07-28,96.97
U17485,M00412,2024-08-04,13.92
U17486,M02465,2024-12-18,84.58
U17487,M01709,2024-03-03,77.89
U17488,M01194,2024-06-27,86.72
U17489,M00164,2025-01-22,29.77
U17490,M01037,2024-01-18,32.77
U17491,M00908,2025-02-17,29.91
U17492,M02031,2025-02-04,15.32
U17493,M00907,2025-01-11,83.0
U17494,M01508,2025-06-08,70.49
U17495,M00795,2025-02-18,7.81
U17496,M01368,2024-09-10,38.54
U17497,M02484,2025-02-22,13.88
U17498,M01498,2025-02-22,92.99
U17499,M01034,2024-07-09,36.73
U17500,M01171,2024-12-13,40.24
U17501,M01681,2024-10-02,18.2
U17502,M00557,2024-12-19,28.84
U17503,M00944,2023-08-18,34.71
U17504,M02235,2024-01-10,38.78
U17505,M00956,2024-01-28,82.57
U17506,M00037,2024-02-14,96.97
U17507,M01458,2025-02-09,67.56
U17508,M01514,2024-03-15,91.24
U17509,M01247,2025-06-04,44.28
U17510,M01341,2024-09-20,43.49
U17511,M00636,2024-03-28,11.49
U17512,M01425,2023-11-15,43.32
U17513,M00050,2024-03-25,82.07
U17514,M00123,2024-05-18,80.56
U17515,M01554,2023-10-23,61.1
U17516,M01263,2023-09-07,58.06
U17517,M00096,2025-06-08,19.61
U17518,M00207,2024-10-14,68.06
U17519,M02371,2025-06-18,31.09
U17520,M01790,2024-02-16,1.23
U17521,M02285,2024-03-24,93.99
U17522,M00921,2025-02-01,73.57
U17523,M01513,2024-07-08,98.04
U17524,M02409,2025-06-16,70.78
U17525,M00402,2023-08-10,9.12
U17526,M01695,2025-04-17,54.04
U17527,M00459,2025-01-14,81.4
U17528,M00816,2024-07-13,35.93
U17529,M00944,2024-12-16,57.48
U17530,M02222,2023-09-10,21.88
U17531,M01190,2024-12-09,7.98
U17532,M01272,2025-01-18,86.12
U17533,M02371,2024-10-25,99.5
U17534,M01301,2025-03-03,31.16
U17535,M01787,2023-09-12,74.31
U17536,M01434,2024-12-30,5.21
U17537,M02136,2023-06-26,39.69
U17538,M00857,2023-07-07,17.58
U17539,M01128,2024-02-04,46.16
U17540,M00425,2024-01-11,38.52
U17541,M00107,2025-04-09,86.97
U17542,M02148,2024-05-12,79.26
U17543,M01205,2024-12-19,39.53
U17544,M00857,2024-05-01,50.35
U17545,M00036,2024-08-17,90.35
U17546,M01713,2023-11-27,45.21
U17547,M01808,2024-03-20,71.28
U17548,M00066,2024-11-04,55.78
U17549,M02427,2024-01-21,58.05
U17550,M01433,2024-01-03,66.0
U17551,M00034,2024-01-17,78.27
U17552,M02470,2024-02-25,43.41
U17553,M00576,2023-10-23,23.05
U17554,M00448,2024-08-26,71.02
U17555,M01633,2024-01-17,85.6
U17556,M00476,2024-07-01,32.53
U17557,M01022,2025-03-21,59.45
U17558,M01118,2024-06-28,12.29
U17559,M00176,2023-08-11,30.86
U17560,M00529,2024-07-24,72.95
U17561,M00305,2023-09-06,83.58
U17562,M00398,2023-09-27,65.18
U17563,M01646,2024-10-18,42.74
U17564,M01718,2025-05-31,86.99
U17565,M01293,2025-03-26,69.39
U17566,M00459,2025-03-02,29.45
U17567,M01039,2024-05-04,4.02
U17568,M02098,2024-12-06,45.35
U17569,M02352,2024-05-07,71.66
U17570,M01807,2023-07-17,5.62
U17571,M00327,2024-06-02,6.38
U17572,M02249,2023-11-26,87.8
U17573,M00046,2025-03-23,90.73
U17574,M00226,2025-01-22,65.23
U17575,M02445,2025-05-25,79.24
U17576,M01460,2025-03-30,84.1
U17577,M00605,2024-12-13,79.63
U17578,M01133,2025-05-23,38.2
U17579,M00376,2024-07-13,26.0
U17580,M02077,2023-10-18,58.8
U17581,M01669,2024-03-23,18.27
U17582,M01539,2024-05-05,99.35
U17583,M01003,2023-08-16,57.03
U17584,M01174,2024-12-31,52.5
U17585,M00757,2024-04-02,2.12
U17586,M01093,2025-06-16,47.27
U17587,M00689,2023-12-02,91.26
U17588,M00075,2023-08-10,55.88
U17589,M01896,2024-03-09,1.66
U17590,M00184,2024-01-10,71.5
U17591,M02411,2024-04-13,47.93
U17592,M00335,2024-01-07,28.45
U17593,M01747,2023-12-23,99.79
U17594,M02096,2024-09-08,34.64
U17595,M01350,2023-11-13,11.43
U17596,M01449,2024-08-24,78.41
U17597,M01194,2023-09-25,80.2
U17598,M00037,2024-05-09,54.25
U17599,M02401,2025-04-15,50.98
U17600,M00398,2024-08-26,96.01
U17601,M00253,2023-10-28,76.79
U17602,M00911,2024-09-29,22.69
U17603,M00508,2023-08-22,81.52
U17604,M01551,2024-09-20,75.06
U17605,M01022,2024-09-01,12.88
U17606,M01815,2024-02-25,80.72
U17607,M00223,2024-03-22,8.78
U17608,M01524,2025-03-24,43.34
U17609,M00767,2024-11-15,52.21
U17610,M01682,2023-12-29,2.09
U17611,M01210,2024-09-23,50.95
U17612,M02163,2025-02-10,11.37
U17613,M00077,2024-10-12,20.58
U17614,M00315,2023-07-12,87.25
U17615,M00994,2025-02-09,16.72
U17616,M01582,2023-11-26,80.74
U17617,M02429,2024-08-02,95.09
U17618,M02081,2024-05-04,95.88
U17619,M02231,2023-08-27,70.37
U17620,M02434,2024-11-07,86.85
U17621,M00618,2025-01-23,92.61
U17622,M01888,2025-03-29,78.07
U17623,M00151,2025-03-03,92.35
U17624,M02478,2025-04-18,19.44
U17625,M02331,2024-01-27,78.31
U17626,M00753,2023-12-05,36.82
U17627,M01363,2024-10-20,25.31
U17628,M01285,2024-10-08,42.14
U17629,M01480,2024-12-31,12.87
U17630,M01427,2024-06-01,69.98
U17631,M02040,2023-07-28,61.81
U17632,M00500,2024-01-04,39.77
U17633,M01710,2023-09-27,93.94
U17634,M02233,2024-06-29,97.74
U17635,M02493,2023-10-06,74.57
U17636,M01802,2024-06-09,71.62
U17637,M00276,2023-08-27,47.69
U17638,M00409,2023-09-24,40.82
U17639,M00784,2024-04-14,60.4
U17640,M01692,2024-10-09,49.01
U17641,M01218,2025-03-16,4.67
U17642,M02076,2024-11-13,1.76
U17643,M00874,2024-03-28,83.13
U17644,M01179,2024-10-02,22.17
U17645,M01940,2024-05-30,21.48
U17646,M00713,2025-01-06,25.23
U17647,M01590,2024-06-09,8.22
U17648,M01540,2025-01-10,63.05
U17649,M02484,2024-05-08,93.5
U17650,M00290,2024-09-16,50.66
U17651,M01410,2024-03-19,21.82
U17652,M01962,2024-06-14,45.01
U17653,M00432,2024-04-06,63.59
U17654,M00784,2024-12-12,24.16
U17655,M00583,2025-02-23,49.56
U17656,M00596,2025-04-27,5.61
U17657,M01723,2024-11-02,58.2
U17658,M01137,2024-12-21,75.89
U17659,M00314,2024-02-26,90.64
U17660,M00141,2024-06-11,11.82
U17661,M02150,2024-02-26,48.15
U17662,M01212,2024-04-07,47.19
U17663,M02447,2024-05-01,68.16
U17664,M00780,2024-02-10,86.36
U17665,M01311,2023-11-04,35.07
U17666,M01283,2023-09-20,74.55
U17667,M01182,2025-03-10,97.98
U17668,M01300,2024-10-16,99.55
U17669,M02454,2025-02-21,30.14
U17670,M00425,2024-10-18,5.03
U17671,M01942,2025-05-17,6.57
U17672,M00267,2024-12-14,5.56
U17673,M02322,2024-02-15,35.98
U17674,M02280,2023-10-07,89.74
U17675,M00714,2024-04-02,80.32
U17676,M00298,2025-04-06,50.74
U17677,M01087,2024-08-10,81.86
U17678,M01267,2025-03-27,76.19
U17679,M01048,2024-04-20,27.41
U17680,M02499,2024-04-06,37.58
U17681,M01383,2023-11-24,20.52
U17682,M01258,2024-12-21,4.33
U17683,M01170,2024-11-02,39.68
U17684,M02150,2023-12-12,83.49
U17685,M00187,2024-03-28,44.8
U17686,M00303,2023-12-10,36.44
U17687,M01051,2025-05-24,56.94
U17688,M01304,2024-03-24,51.42
U17689,M02182,2023-11-24,80.85
U17690,M02234,2023-12-24,13.53
U17691,M01305,2025-06-14,4.41
U17692,M00431,2025-02-18,4.48
U17693,M01061,2024-08-29,63.68
U17694,M01360,2023-10-12,22.49
U17695,M00260,2024-09-24,43.73
U17696,M00246,2023-07-04,79.27
U17697,M00876,2025-02-26,17.81
U17698,M01828,2025-06-08,28.2
U17699,M01809,2024-01-27,55.81
U17700,M01718,2024-05-31,18.42
U17701,M00093,2024-03-05,78.65
U17702,M01383,2024-02-10,32.99
U17703,M00704,2024-11-17,38.81
U17704,M00412,2025-04-20,82.39
U17705,M01558,2025-04-02,24.5
U17706,M00046,2025-02-08,24.19
U17707,M01716,2024-07-05,36.48
U17708,M01594,2025-04-18,38.45
U17709,M01417,2024-10-20,83.13
U17710,M00966,2023-10-23,78.39
U17711,M02248,2023-10-10,24.37
U17712,M01060,2024-10-21,2.07
U17713,M02408,2024-12-14,56.26
U17714,M00463,2025-05-02,6.56
U17715,M00086,2024-01-02,91.41
U17716,M01085,2025-04-19,66.1
U17717,M00609,2025-06-11,54.25
U17718,M02101,2025-04-03,48.42
U17719,M00044,2023-11-17,59.75
U17720,M01386,2023-09-04,82.9
U17721,M01317,2025-05-19,5.47
U17722,M00198,2025-05-04,71.14
U17723,M02294,2024-10-07,97.97
U17724,M00783,2023-11-19,30.68
U17725,M02160,2025-04-26,1.85
U17726,M00626,2023-12-03,59.74
U17727,M00321,2023-07-01,7.84
U17728,M01661,2024-10-17,80.66
U17729,M02196,2023-11-13,80.68
U17730,M00061,2025-02-16,24.2
U17731,M01071,2023-08-05,64.75
U17732,M00831,2024-10-13,75.53
U17733,M01386,2024-07-27,81.28
U17734,M02450,2024-09-16,53.21
U17735,M00863,2024-03-11,3.67
U17736,M00524,2025-04-24,5.76
U17737,M02120,2024-08-08,77.66
U17738,M00105,2024-01-09,95.75
U17739,M02133,2023-12-11,64.76
U17740,M01755,2024-02-10,40.0
U17741,M02441,2023-08-28,54.96
U17742,M01939,2024-10-14,69.93
U17743,M01730,2025-05-13,24.16
U17744,M00058,2023-06-26,94.66
U17745,M01885,2023-08-21,3.2
U17746,M00479,2023-10-16,95.68
U17747,M02233,2024-09-19,43.18
U17748,M01880,2024-01-26,48.19
U17749,M01467,2024-10-14,93.26
U17750,M01981,2023-07-01,72.97
U17751,M02378,2025-01-14,80.86
U17752,M00115,2024-10-25,63.23
U17753,M01312,2025-02-14,73.15
U17754,M02443,2023-06-24,75.83
U17755,M00728,2023-06-27,40.83
U17756,M00205,2024-07-09,79.92
U17757,M01759,2024-03-28,36.21
U17758,M01508,2024-02-21,63.84
U17759,M00263,2025-01-29,33.67
U17760,M01386,2024-08-04,85.17
U17761,M01289,2024-07-01,23.61
U17762,M01526,2023-10-01,98.92
U17763,M00388,2024-11-05,51.91
U17764,M00394,2024-11-23,76.06
U17765,M02365,2023-09-14,47.18
U17766,M02257,2025-01-14,44.02
U17767,M02073,2024-08-01,15.06
U17768,M00374,2024-07-28,49.37
U17769,M00360,2023-10-23,68.49
U17770,M01781,2024-11-20,67.44
U17771,M00455,2024-12-19,8.45
U17772,M00769,2024-02-18,13.79
U17773,M00141,2024-11-25,12.61
U17774,M00993,2023-10-18,20.53
U17775,M01130,2025-01-12,76.99
U17776,M00115,2023-08-16,9.22
U17777,M02279,2024-02-27,21.19
U17778,M02032,2023-10-13,31.52
U17779,M01486,2024-06-28,53.52
U17780,M01572,2023-09-08,96.94
U17781,M01744,2024-06-06,66.45
U17782,M01818,2023-11-07,20.67
U17783,M01440,2023-12-04,10.96
U17784,M00457,2024-10-23,38.68
U17785,M00960,2024-04-17,84.0
U17786,M00529,2023-07-28,41.78
U17787,M02333,2024-09-25,70.63
U17788,M01958,2024-04-18,94.4
U17789,M02324,2023-07-10,8.45
U17790,M00906,2024-11-28,34.66
U17791,M00449,2023-12-29,66.65
U17792,M02054,2024-12-21,86.44
U17793,M00337,2024-08-26,60.6
U17794,M01017,2023-11-29,65.54
U17795,M00966,2023-11-14,60.94
U17796,M00302,2024-10-05,76.45
U17797,M01144,2024-08-24,83.04
U17798,M02398,2025-04-09,45.82
U17799,M02415,2025-02-19,53.82
U17800,M01569,2023-12-06,70.08
U17801,M00146,2025-01-29,35.13
U17802,M00917,2025-04-02,27.96
U17803,M02219,2023-07-20,56.11
U17804,M02462,2024-09-20,69.29
U17805,M01498,2023-11-27,95.41
U17806,M00095,2025-01-12,29.27
U17807,M00060,2023-11-02,13.69
U17808,M00643,2023-11-08,29.18
U17809,M02422,2024-12-18,49.35
U17810,M01423,2025-01-15,90.57
U17811,M02142,2025-03-21,15.75
U17812,M02222,2025-03-20,25.35
U17813,M01311,2024-12-03,64.07
U17814,M01188,2024-06-13,94.94
U17815,M01354,2025-02-14,21.94
U17816,M02163,2024-10-31,37.52
U17817,M02455,2024-03-06,67.71
U17818,M01774,2023-08-24,3.03
U17819,M00734,2025-04-15,86.16
U17820,M00781,2023-07-23,39.09
U17821,M01338,2023-07-26,75.31
U17822,M00503,2025-05-23,11.51
U17823,M00221,2025-05-21,66.93
U17824,M02300,2023-08-29,22.29
U17825,M01692,2024-11-23,22.2
U17826,M00830,2023-12-13,62.92
U17827,M02111,2025-05-01,70.15
U17828,M00148,2024-09-25,38.79
U17829,M02171,2024-01-08,91.18
U17830,M02031,2025-05-25,76.9
U17831,M01322,2025-06-07,49.14
U17832,M00731,2023-09-24,85.22
U17833,M00608,2024-12-31,48.05
U17834,M00918,2024-11-15,57.36
U17835,M01315,2025-03-03,71.04
U17836,M00865,2024-09-22,46.07
U17837,M00998,2024-04-30,63.79
U17838,M01633,2023-07-27,71.21
U17839,M00081,2024-03-20,1.6
U17840,M00599,2024-11-18,5.05
U17841,M01702,2024-09-07,69.33
U17842,M01082,2025-06-03,53.8
U17843,M00831,2024-06-01,34.92
U17844,M01403,2023-10-28,16.27
U17845,M01382,2025-03-19,57.99
U17846,M01931,2025-06-03,39.46
U17847,M00175,2025-03-21,80.93
U17848,M01339,2024-01-04,82.13
U17849,M01250,2024-08-08,15.84
U17850,M02095,2024-12-30,93.5
U17851,M01998,2024-01-31,73.08
U17852,M02321,2024-06-27,61.3
U17853,M01722,2025-04-25,83.96
U17854,M01184,2025-03-20,72.87
U17855,M00147,2024-11-04,42.14
U17856,M01838,2025-06-09,9.93
U17857,M01121,2024-11-30,85.38
U17858,M00668,2024-01-04,89.9
U17859,M01565,2024-01-01,30.3
U17860,M01823,2023-12-13,84.45
U17861,M02238,2023-10-02,96.95
U17862,M00389,2024-01-09,66.86
U17863,M01185,2025-05-20,52.85
U17864,M01957,2023-11-27,95.96
U17865,M02029,2025-04-29,74.43
U17866,M01160,2025-02-06,52.95
U17867,M00118,2023-11-16,67.91
U17868,M00053,2024-05-08,68.4
U17869,M00532,2024-06-01,91.0
U17870,M00683,2023-12-20,11.26
U17871,M00942,2025-02-21,75.6
U17872,M01048,2024-06-27,34.39
U17873,M00396,2023-08-31,76.14
U17874,M01424,2024-04-02,69.38
U17875,M01183,2024-05-04,74.4
U17876,M02438,2023-11-14,90.59
U17877,M00594,2024-11-29,72.14
U17878,M00681,2024-02-04,37.9
U17879,M00681,2024-02-28,62.1
U17880,M01451,2025-01-22,39.23
U17881,M00537,2024-07-28,35.63
U17882,M00765,2024-01-16,31.59
U17883,M02023,2024-06-04,73.91
U17884,M01128,2024-04-18,22.54
U17885,M00679,2024-07-30,17.96
U17886,M00392,2025-02-27,64.8
U17887,M00072,2025-01-24,37.95
U17888,M01642,2024-06-04,59.66
U17889,M00529,2023-09-18,55.89
U17890,M00740,2025-04-16,82.7
U17891,M02195,2024-08-30,81.94
U17892,M00666,2025-04-07,82.75
U17893,M02068,2023-10-31,64.94
U17894,M00152,2025-05-18,67.99
U17895,M00751,2025-02-12,12.26
U17896,M02238,2023-09-16,87.63
U17897,M00984,2024-05-27,33.88
U17898,M01196,2024-09-29,13.22
U17899,M02104,2024-05-05,51.41
U17900,M00247,2025-06-06,26.38
U17901,M01696,2025-03-21,62.09
U17902,M01964,2025-04-12,85.83
U17903,M02111,2024-02-15,89.01
U17904,M02065,2023-07-19,45.99
U17905,M00899,2024-05-27,16.97
U17906,M01096,2024-11-17,37.58
U17907,M01172,2025-06-06,77.21
U17908,M01843,2024-08-25,7.17
U17909,M00225,2024-02-28,31.37
U17910,M02202,2024-01-05,33.87
U17911,M02043,2025-05-31,39.18
U17912,M01326,2025-06-01,96.9
U17913,M01709,2023-07-26,89.83
U17914,M00517,2023-11-06,74.8
U17915,M00954,2024-06-02,6.52
U17916,M02314,2023-06-29,64.9
U17917,M01773,2024-01-15,50.35
U17918,M01345,2024-07-22,77.7
U17919,M00442,2025-05-10,78.01
U17920,M02203,2025-05-07,35.28
U17921,M00914,2023-08-18,46.53
U17922,M01308,2024-09-13,73.39
U17923,M00802,2023-11-02,40.06
U17924,M02273,2024-02-08,80.94
U17925,M00870,2024-03-26,85.86
U17926,M01694,2024-02-11,93.68
U17927,M00106,2023-06-30,76.95
U17928,M02318,2025-01-02,18.54
U17929,M00253,2023-11-26,34.09
U17930,M01900,2024-11-21,68.31
U17931,M01972,2025-01-17,19.22
U17932,M00543,2024-12-24,26.14
U17933,M01684,2023-12-09,88.6
U17934,M00379,2024-03-27,26.95
U17935,M02380,2024-03-23,1.86
U17936,M00980,2024-05-26,55.06
U17937,M00614,2024-07-23,51.5
U17938,M01165,2024-10-06,20.26
U17939,M02411,2023-08-18,67.68
U17940,M01861,2024-01-21,12.42
U17941,M02169,2024-03-09,1.19
U17942,M00579,2023-08-22,26.5
U17943,M02162,2024-07-10,79.5
U17944,M00691,2024-10-14,99.95
U17945,M00850,2023-12-24,80.33
U17946,M00403,2024-07-30,65.19
U17947,M02275,2024-01-25,35.19
U17948,M01147,2023-10-01,26.15
U17949,M02492,2023-07-22,20.65
U17950,M00811,2024-07-08,70.87
U17951,M01467,2023-08-07,6.32
U17952,M00335,2023-10-18,61.73
U17953,M01753,2025-02-24,69.02
U17954,M00936,2024-06-13,55.05
U17955,M02147,2024-04-15,53.1
U17956,M00863,2024-07-11,46.2
U17957,M00956,2024-01-13,47.98
U17958,M01991,2024-05-30,76.17
U17959,M02382,2024-02-19,97.18
U17960,M00386,2025-01-08,74.7
U17961,M00762,2024-11-15,54.51
U17962,M01063,2023-10-13,99.13
U17963,M01228,2023-08-03,62.71
U17964,M00003,2023-06-23,18.05
U17965,M00376,2023-10-13,73.45
U17966,M01775,2023-07-05,64.29
U17967,M02043,2023-07-23,59.0
U17968,M00481,2023-08-11,25.11
U17969,M01855,2024-08-28,68.71
U17970,M00447,2024-12-31,33.76
U17971,M00510,2024-11-06,99.22
U17972,M00931,2023-07-22,76.07
U17973,M00059,2024-07-17,75.84
U17974,M01802,2024-07-20,1.83
U17975,M00221,2023-11-13,56.04
U17976,M00367,2024-08-16,75.49
U17977,M00702,2024-02-16,8.08
U17978,M00196,2024-03-31,21.77
U17979,M01312,2025-02-03,37.92
U17980,M01097,2025-06-09,76.35
U17981,M01515,2023-10-11,97.21
U17982,M02372,2025-01-08,18.41
U17983,M00935,2024-12-07,34.04
U17984,M02310,2025-01-18,13.65
U17985,M01204,2023-07-17,28.09
U17986,M01200,2024-05-09,55.62
U17987,M00243,2024-06-06,56.56
U17988,M01247,2025-05-15,20.49
U17989,M00802,2024-06-04,45.82
U17990,M01010,2023-09-16,11.16
U17991,M02266,2024-10-18,75.04
U17992,M01584,2023-12-26,89.41
U17993,M01910,2024-08-08,78.5
U17994,M00772,2025-04-18,82.56
U17995,M01252,2025-04-25,80.68
U17996,M01903,2024-08-29,77.27
U17997,M02189,2025-01-15,98.17
U17998,M00837,2023-07-23,73.95
U17999,M01947,2025-01-01,57.07
U18000,M01731,2024-05-03,59.64
U18001,M02403,2025-04-30,59.71
U18002,M02285,2025-04-16,82.02
U18003,M00948,2025-04-07,52.61
U18004,M00377,2023-07-27,77.13
U18005,M01952,2024-04-25,78.64
U18006,M02094,2024-11-27,47.55
U18007,M00437,2025-04-28,59.95
U18008,M00434,2025-01-14,71.03
U18009,M01966,2024-10-06,71.49
U18010,M00992,2024-12-29,63.99
U18011,M00655,2023-07-22,90.52
U18012,M00756,2024-04-21,77.54
U18013,M02133,2023-08-28,38.91
U18014,M01552,2023-07-09,52.69
U18015,M00929,2024-03-23,98.59
U18016,M00532,2024-09-25,82.59
U18017,M01131,2024-12-24,17.81
U18018,M00961,2025-02-23,42.9
U18019,M01368,2025-03-29,56.85
U18020,M02371,2023-11-11,39.92
U18021,M02075,2025-03-07,45.48
U18022,M00650,2023-08-02,93.69
U18023,M00797,2024-09-16,86.14
U18024,M00072,2023-08-16,15.26
U18025,M02136,2023-08-04,46.23
U18026,M00357,2024-08-25,71.76
U18027,M00199,2024-01-30,65.93
U18028,M01009,2025-01-16,99.87
U18029,M01059,2024-03-17,87.87
U18030,M02345,2023-12-15,68.4
U18031,M00474,2024-09-30,60.66
U18032,M00720,2024-01-10,27.64
U18033,M01184,2024-02-11,42.91
U18034,M01907,2023-06-25,20.97
U18035,M02307,2024-11-23,74.43
U18036,M00550,2024-12-30,56.63
U18037,M01645,2023-12-07,61.51
U18038,M01360,2025-06-04,60.6
U18039,M02031,2024-12-10,66.0
U18040,M00730,2025-04-22,40.03
U18041,M02308,2024-09-11,64.19
U18042,M00677,2025-05-07,31.18
U18043,M02104,2024-11-27,35.49
U18044,M01663,2025-04-14,72.66
U18045,M02145,2024-08-12,5.8
U18046,M01325,2025-02-03,30.87
U18047,M00534,2023-08-20,64.76
U18048,M01961,2023-11-11,44.68
U18049,M01847,2024-03-10,78.32
U18050,M01304,2023-12-19,32.06
U18051,M01967,2025-06-12,64.55
U18052,M01087,2025-05-03,2.6
U18053,M01842,2025-02-14,48.73
U18054,M01613,2025-04-29,99.75
U18055,M00647,2025-04-02,54.26
U18056,M00374,2025-05-28,85.9
U18057,M01519,2024-02-19,38.13
U18058,M01836,2023-12-01,99.93
U18059,M00021,2024-02-11,56.78
U18060,M01806,2024-03-25,82.18
U18061,M01818,2024-07-23,86.82
U18062,M00541,2025-06-18,69.19
U18063,M00879,2025-01-01,16.48
U18064,M01124,2024-02-07,95.73
U18065,M01388,2025-05-23,59.64
U18066,M00003,2024-02-18,70.76
U18067,M00574,2023-12-17,57.37
U18068,M00132,2024-01-20,29.26
U18069,M00479,2025-03-18,55.5
U18070,M00582,2023-11-14,95.91
U18071,M00565,2023-08-20,23.84
U18072,M01795,2025-03-08,79.31
U18073,M00123,2023-07-05,23.37
U18074,M01752,2023-09-23,59.79
U18075,M02088,2024-02-18,25.57
U18076,M02000,2023-09-21,55.39
U18077,M02193,2024-05-12,64.79
U18078,M01988,2025-05-11,62.77
U18079,M00532,2023-07-01,95.73
U18080,M01662,2025-05-27,67.52
U18081,M00049,2023-07-30,30.04
U18082,M01153,2025-05-20,5.5
U18083,M01267,2024-10-22,38.23
U18084,M00945,2025-05-02,16.68
U18085,M00745,2025-01-24,34.24
U18086,M01507,2023-10-02,16.3
U18087,M00086,2023-07-25,28.38
U18088,M01932,2024-12-29,98.1
U18089,M02123,2023-08-17,53.8
U18090,M01371,2023-08-17,23.59
U18091,M01913,2023-09-26,2.9
U18092,M02278,2025-04-20,22.09
U18093,M01020,2025-02-03,53.91
U18094,M02287,2023-10-14,44.2
U18095,M01564,2023-10-09,18.41
U18096,M00688,2023-08-12,2.07
U18097,M01355,2025-02-28,32.85
U18098,M00237,2024-10-31,76.58
U18099,M01826,2025-01-11,22.25
U18100,M00495,2024-05-28,16.6
U18101,M00333,2023-08-30,5.92
U18102,M02210,2025-06-14,18.57
U18103,M00418,2024-02-23,77.19
U18104,M02352,2023-08-05,83.65
U18105,M01305,2025-06-18,20.32
U18106,M00967,2024-01-24,65.67
U18107,M00233,2023-11-14,37.51
U18108,M01200,2023-10-06,45.55
U18109,M00802,2024-12-29,20.36
U18110,M01117,2024-09-16,46.02
U18111,M00015,2024-02-25,31.17
U18112,M02043,2024-10-15,39.97
U18113,M01590,2024-06-16,47.31
U18114,M02144,2023-11-05,61.67
U18115,M01847,2024-02-03,61.15
U18116,M00721,2023-08-18,27.52
U18117,M01127,2024-11-12,72.63
U18118,M00730,2023-06-23,41.77
U18119,M00767,2024-11-08,21.65
U18120,M01024,2025-04-11,43.24
U18121,M01862,2024-03-16,24.56
U18122,M02191,2025-06-08,38.3
U18123,M00214,2023-09-02,10.79
U18124,M00850,2024-11-20,64.24
U18125,M02381,2024-12-20,15.35
U18126,M00132,2024-12-06,2.01
U18127,M01214,2024-03-04,18.23
U18128,M01529,2024-05-23,91.26
U18129,M00469,2024-02-14,44.82
U18130,M00308,2025-02-28,70.78
U18131,M01103,2023-07-10,88.13
U18132,M01280,2023-12-31,62.59
U18133,M01720,2024-02-01,70.81
U18134,M01013,2023-07-31,6.1
U18135,M01806,2024-02-13,75.35
U18136,M01455,2024-11-17,65.02
U18137,M00006,2025-01-06,29.53
U18138,M02016,2024-08-05,41.98
U18139,M01542,2023-10-22,49.77
U18140,M02194,2025-04-03,94.67
U18141,M01843,2024-08-21,69.33
U18142,M00639,2024-06-19,54.16
U18143,M00992,2024-05-07,35.11
U18144,M02324,2024-03-23,39.5
U18145,M00556,2024-09-30,72.46
