paymentID,policyID,amount,paymentDate,method,status
PAY31461,P13565,1739,2022-05-03,Debit,Failed
PAY31462,P16924,2664,2020-08-30,Bank Transfer,Failed
PAY31463,P14849,1839,2022-06-08,Debit,Success
PAY31464,P12557,1562,2021-10-25,Credit,Failed
PAY31465,P15007,4312,2020-07-30,Debit,Success
PAY31466,P10129,645,2025-04-04,Debit,Success
PAY31467,P15803,3186,2023-10-21,Debit,Failed
PAY31468,P10196,4694,2020-11-15,Credit,Failed
PAY31469,P16721,2949,2024-04-20,Credit,Failed
PAY31470,P12949,2363,2024-06-15,Bank Transfer,Failed
PAY31471,P14310,4391,2022-11-22,Debit,Success
PAY31472,P13021,2197,2023-02-14,Credit,Failed
PAY31473,P12887,2563,2021-10-02,Debit,Success
PAY31474,P14422,2853,2021-03-17,Credit,Success
PAY31475,P15730,1760,2023-12-12,Credit,Success
PAY31476,P11813,4699,2022-11-24,Bank Transfer,Failed
PAY31477,P10298,2053,2025-04-25,Debit,Success
PAY31478,P17952,2207,2024-04-17,Credit,Success
PAY31479,P16679,3887,2023-07-03,Credit,Success
PAY31480,P13809,3579,2023-10-25,Credit,Success
PAY31481,P17110,3275,2022-05-16,Credit,Failed
PAY31482,P10281,3572,2024-04-17,Credit,Failed
PAY31483,P16865,2888,2022-12-06,Debit,Failed
PAY31484,P13915,3149,2025-03-05,Debit,Failed
PAY31485,P13728,3921,2022-04-01,Debit,Failed
PAY31486,P13977,4383,2022-02-06,Debit,Success
PAY31487,P10343,2629,2025-03-06,Credit,Failed
PAY31488,P12092,3244,2025-06-05,Credit,Failed
PAY31489,P14006,3759,2024-04-26,Debit,Failed
PAY31490,P17816,430,2024-12-19,Credit,Success
PAY31491,P15662,3591,2021-10-18,Credit,Success
PAY31492,P16605,4770,2024-03-10,Credit,Success
PAY31493,P14821,3226,2022-04-11,Debit,Failed
PAY31494,P13328,3905,2021-02-10,Credit,Success
PAY31495,P16470,4059,2024-04-29,Bank Transfer,Success
PAY31496,P15382,1584,2022-05-24,Bank Transfer,Failed
PAY31497,P14468,2046,2025-01-05,Credit,Success
PAY31498,P12410,3151,2023-09-05,Bank Transfer,Success
PAY31499,P13112,4090,2023-05-07,Bank Transfer,Success
PAY31500,P11333,2848,2022-09-11,Bank Transfer,Success
PAY31501,P16009,4256,2022-08-07,Debit,Success
PAY31502,P13365,2531,2021-09-20,Bank Transfer,Success
PAY31503,P17775,4798,2022-02-06,Credit,Success
PAY31504,P15715,691,2024-07-16,Bank Transfer,Success
PAY31505,P13008,4906,2024-03-31,Debit,Failed
PAY31506,P11711,2987,2022-12-23,Credit,Success
PAY31507,P17746,3362,2023-08-07,Credit,Success
PAY31508,P16962,760,2024-10-31,Bank Transfer,Failed
PAY31509,P15197,2987,2022-12-19,Bank Transfer,Failed
PAY31510,P12350,2006,2025-06-15,Debit,Failed
PAY31511,P15262,1807,2021-11-29,Debit,Success
PAY31512,P10700,3431,2020-08-28,Bank Transfer,Failed
PAY31513,P16546,4714,2022-09-19,Debit,Failed
PAY31514,P13559,3593,2024-07-09,Bank Transfer,Success
PAY31515,P11084,1924,2024-07-16,Bank Transfer,Failed
PAY31516,P15634,2202,2021-05-21,Credit,Success
PAY31517,P10970,3906,2023-03-16,Debit,Failed
PAY31518,P15268,3544,2022-07-09,Debit,Failed
PAY31519,P13100,1832,2021-10-18,Bank Transfer,Success
PAY31520,P13408,3769,2022-09-23,Credit,Failed
PAY31521,P14028,2069,2021-09-28,Debit,Failed
PAY31522,P17483,405,2024-08-06,Credit,Success
PAY31523,P11382,3691,2021-09-27,Bank Transfer,Failed
PAY31524,P12457,814,2024-01-04,Debit,Failed
PAY31525,P15743,1984,2020-08-16,Debit,Failed
PAY31526,P17262,1864,2023-03-19,Credit,Success
PAY31527,P16812,2139,2024-01-25,Debit,Success
PAY31528,P14366,594,2024-12-30,Credit,Failed
PAY31529,P11555,4166,2022-12-29,Debit,Success
PAY31530,P15147,3388,2022-09-28,Bank Transfer,Success
PAY31531,P12957,4998,2023-12-19,Debit,Failed
PAY31532,P16416,4782,2023-10-31,Bank Transfer,Success
PAY31533,P15013,1966,2022-02-13,Bank Transfer,Failed
PAY31534,P16838,3828,2025-03-26,Debit,Failed
PAY31535,P13683,3825,2021-11-19,Debit,Failed
PAY31536,P15427,855,2024-02-12,Debit,Success
PAY31537,P14609,3932,2025-02-05,Credit,Success
PAY31538,P10462,3064,2021-12-17,Bank Transfer,Failed
PAY31539,P11915,596,2021-07-11,Debit,Failed
PAY31540,P14410,928,2022-08-23,Debit,Success
PAY31541,P15465,3326,2022-04-17,Bank Transfer,Success
PAY31542,P17649,1487,2021-10-14,Debit,Failed
PAY31543,P15734,3274,2025-04-04,Credit,Failed
PAY31544,P16510,4303,2023-05-13,Credit,Failed
PAY31545,P13495,3653,2024-11-11,Debit,Success
PAY31546,P13594,2074,2021-09-15,Credit,Failed
PAY31547,P17779,1821,2022-04-04,Debit,Failed
PAY31548,P14897,3073,2020-12-10,Credit,Success
PAY31549,P13585,3364,2023-11-07,Credit,Success
PAY31550,P17795,3849,2023-02-16,Debit,Success
PAY31551,P10017,3632,2024-07-10,Credit,Failed
PAY31552,P15924,2254,2021-07-13,Bank Transfer,Failed
PAY31553,P15814,3083,2024-02-14,Credit,Success
PAY31554,P13184,2918,2023-02-26,Bank Transfer,Failed
PAY31555,P11983,2355,2023-07-03,Debit,Success
PAY31556,P12603,4094,2023-11-22,Debit,Success
PAY31557,P12923,4538,2024-01-02,Credit,Failed
PAY31558,P12410,1239,2024-08-04,Debit,Failed
PAY31559,P12299,2663,2023-03-24,Debit,Failed
PAY31560,P10430,304,2022-11-13,Debit,Failed
PAY31561,P17885,4874,2022-03-18,Credit,Failed
PAY31562,P14047,1473,2020-12-18,Credit,Failed
PAY31563,P14931,4365,2023-10-17,Credit,Failed
PAY31564,P12301,3905,2021-08-28,Bank Transfer,Failed
PAY31565,P13373,3391,2021-04-27,Bank Transfer,Failed
PAY31566,P14678,2805,2020-11-09,Bank Transfer,Failed
PAY31567,P17223,1273,2024-10-02,Bank Transfer,Failed
PAY31568,P15287,634,2020-11-13,Bank Transfer,Failed
PAY31569,P11011,415,2020-10-08,Bank Transfer,Success
PAY31570,P13588,2673,2022-05-24,Credit,Success
PAY31571,P12205,842,2023-01-21,Bank Transfer,Failed
PAY31572,P13409,2264,2024-10-27,Bank Transfer,Success
PAY31573,P15479,3464,2023-03-05,Debit,Failed
PAY31574,P15466,3954,2020-11-15,Debit,Failed
PAY31575,P12076,1488,2021-08-31,Debit,Failed
PAY31576,P15458,4390,2023-03-27,Debit,Failed
PAY31577,P10993,3242,2022-04-03,Bank Transfer,Success
PAY31578,P15510,2321,2024-08-02,Debit,Success
PAY31579,P10613,457,2023-08-09,Bank Transfer,Failed
PAY31580,P13384,4173,2024-05-31,Debit,Success
PAY31581,P16622,3481,2024-02-23,Bank Transfer,Success
PAY31582,P12682,3729,2024-08-11,Credit,Success
PAY31583,P17402,4787,2021-08-14,Credit,Success
PAY31584,P10782,1877,2022-10-23,Debit,Success
PAY31585,P17704,1993,2022-06-02,Debit,Failed
PAY31586,P11104,1960,2023-07-11,Credit,Failed
PAY31587,P16692,4996,2025-03-10,Credit,Success
PAY31588,P11737,3399,2025-06-17,Credit,Failed
PAY31589,P13408,1912,2020-09-04,Debit,Success
PAY31590,P16592,1436,2025-05-18,Bank Transfer,Success
PAY31591,P12313,716,2023-03-25,Credit,Success
PAY31592,P10718,3418,2022-01-30,Bank Transfer,Failed
PAY31593,P16331,4676,2022-01-07,Credit,Failed
PAY31594,P11448,3844,2021-04-01,Bank Transfer,Success
PAY31595,P16059,2810,2023-11-18,Debit,Failed
PAY31596,P16525,4536,2020-06-25,Credit,Success
PAY31597,P10738,3099,2021-07-10,Bank Transfer,Failed
PAY31598,P12233,1478,2022-07-01,Credit,Failed
PAY31599,P14141,1554,2020-08-21,Credit,Success
PAY31600,P16242,358,2022-11-13,Credit,Failed
PAY31601,P15867,1044,2025-05-26,Credit,Success
PAY31602,P13422,4274,2022-03-12,Bank Transfer,Failed
PAY31603,P13277,4700,2025-01-07,Bank Transfer,Failed
PAY31604,P17203,3147,2021-07-03,Debit,Success
PAY31605,P17730,2619,2020-07-16,Bank Transfer,Failed
PAY31606,P17250,2463,2024-04-12,Bank Transfer,Success
PAY31607,P15417,3161,2021-02-22,Debit,Failed
PAY31608,P12249,2316,2025-05-30,Debit,Success
PAY31609,P17614,3184,2023-11-09,Credit,Failed
PAY31610,P10937,1854,2021-09-10,Bank Transfer,Success
PAY31611,P16691,3623,2024-01-16,Bank Transfer,Success
PAY31612,P16235,2472,2023-05-09,Credit,Failed
PAY31613,P14413,2003,2021-01-02,Bank Transfer,Success
PAY31614,P11137,4068,2022-06-16,Debit,Failed
PAY31615,P13639,624,2024-12-08,Debit,Success
PAY31616,P10422,3639,2022-07-25,Debit,Failed
PAY31617,P14720,3823,2024-07-31,Credit,Success
PAY31618,P11790,1216,2023-12-18,Bank Transfer,Failed
PAY31619,P15032,1930,2021-03-14,Debit,Failed
PAY31620,P13913,3640,2021-12-03,Debit,Failed
PAY31621,P15427,1557,2023-04-22,Credit,Success
PAY31622,P16033,666,2025-03-07,Debit,Success
PAY31623,P10709,1415,2023-09-11,Credit,Success
PAY31624,P14518,601,2022-02-18,Credit,Success
PAY31625,P15863,3128,2020-06-27,Debit,Failed
PAY31626,P10878,4257,2022-04-06,Credit,Failed
PAY31627,P11378,906,2022-08-14,Credit,Failed
PAY31628,P14888,1601,2024-02-05,Credit,Success
PAY31629,P10861,3497,2022-06-24,Debit,Success
PAY31630,P10536,1921,2021-09-17,Bank Transfer,Success
PAY31631,P10941,2722,2021-03-15,Bank Transfer,Success
PAY31632,P14939,3369,2021-02-16,Bank Transfer,Success
PAY31633,P14851,3116,2024-01-01,Bank Transfer,Failed
PAY31634,P14767,377,2023-03-19,Bank Transfer,Success
PAY31635,P11008,548,2023-03-22,Bank Transfer,Success
PAY31636,P14405,2242,2022-01-31,Bank Transfer,Success
PAY31637,P16408,2832,2023-04-17,Bank Transfer,Success
PAY31638,P13328,947,2021-04-25,Debit,Success
PAY31639,P13572,2764,2024-05-20,Debit,Failed
PAY31640,P11549,1492,2025-06-08,Debit,Failed
PAY31641,P13559,424,2023-08-13,Debit,Failed
PAY31642,P16291,3243,2022-01-20,Debit,Failed
PAY31643,P17045,2195,2024-12-12,Debit,Success
PAY31644,P13436,333,2021-02-04,Debit,Failed
PAY31645,P17012,3159,2025-04-07,Bank Transfer,Failed
PAY31646,P10592,2473,2021-02-01,Debit,Failed
PAY31647,P17477,836,2024-12-06,Bank Transfer,Failed
PAY31648,P11529,1901,2022-09-12,Debit,Success
PAY31649,P16385,1623,2025-02-11,Bank Transfer,Failed
PAY31650,P17028,1280,2022-07-24,Credit,Success
PAY31651,P11567,2670,2022-04-16,Debit,Success
PAY31652,P17316,3746,2023-06-28,Bank Transfer,Success
PAY31653,P12641,1503,2023-02-16,Credit,Success
PAY31654,P15795,336,2020-12-08,Bank Transfer,Failed
PAY31655,P11812,338,2021-05-26,Bank Transfer,Success
PAY31656,P12274,3538,2022-07-25,Bank Transfer,Success
PAY31657,P16916,479,2024-09-09,Credit,Success
PAY31658,P15386,4536,2025-06-12,Credit,Failed
PAY31659,P17745,865,2024-12-02,Bank Transfer,Success
PAY31660,P14399,4998,2022-03-04,Credit,Success
PAY31661,P17956,4063,2023-07-17,Bank Transfer,Success
PAY31662,P12671,3181,2021-07-06,Debit,Failed
PAY31663,P11456,3927,2021-11-23,Bank Transfer,Failed
PAY31664,P10977,3074,2022-09-18,Credit,Failed
PAY31665,P10965,2993,2024-07-24,Debit,Success
PAY31666,P16871,1808,2024-04-06,Bank Transfer,Failed
PAY31667,P11735,4827,2021-12-12,Bank Transfer,Failed
PAY31668,P16402,674,2020-11-23,Debit,Failed
PAY31669,P15668,1973,2025-05-18,Debit,Success
PAY31670,P15376,1790,2025-06-14,Bank Transfer,Success
PAY31671,P16946,4300,2021-08-01,Bank Transfer,Failed
PAY31672,P13578,1937,2024-01-03,Credit,Success
PAY31673,P17586,1139,2024-03-14,Credit,Success
PAY31674,P13149,1726,2024-10-21,Bank Transfer,Failed
PAY31675,P12286,3374,2021-04-03,Debit,Success
PAY31676,P16586,2112,2024-05-06,Credit,Failed
PAY31677,P12709,4490,2022-04-18,Debit,Success
PAY31678,P17962,719,2022-04-12,Debit,Failed
PAY31679,P12350,1738,2022-07-12,Bank Transfer,Failed
PAY31680,P10202,2907,2024-04-28,Credit,Success
PAY31681,P11759,4474,2022-01-03,Debit,Success
PAY31682,P13229,4870,2020-10-17,Credit,Success
PAY31683,P10822,1465,2022-03-06,Credit,Success
PAY31684,P11254,749,2024-10-04,Bank Transfer,Success
PAY31685,P17232,2103,2021-08-10,Credit,Success
PAY31686,P12150,2960,2025-04-16,Bank Transfer,Success
PAY31687,P11010,3281,2024-08-17,Bank Transfer,Success
PAY31688,P15628,2990,2024-01-15,Bank Transfer,Failed
PAY31689,P11583,1792,2021-02-16,Credit,Failed
PAY31690,P11007,3250,2021-07-11,Credit,Success
PAY31691,P13761,1823,2020-07-31,Debit,Success
PAY31692,P10586,2763,2023-05-27,Debit,Success
PAY31693,P13513,3720,2022-05-02,Debit,Success
PAY31694,P16024,4279,2022-03-01,Credit,Failed
PAY31695,P17097,2847,2022-09-12,Credit,Failed
PAY31696,P15673,2909,2021-11-05,Credit,Failed
PAY31697,P16350,4095,2025-05-01,Bank Transfer,Failed
PAY31698,P13059,1092,2023-08-05,Bank Transfer,Success
PAY31699,P11140,1060,2024-05-26,Credit,Failed
PAY31700,P16277,1718,2020-07-10,Bank Transfer,Success
PAY31701,P14353,832,2020-10-07,Bank Transfer,Failed
PAY31702,P10509,364,2020-07-27,Debit,Failed
PAY31703,P10644,321,2022-11-14,Credit,Success
PAY31704,P16066,533,2023-11-03,Debit,Success
PAY31705,P14381,2499,2022-12-28,Bank Transfer,Success
PAY31706,P16389,472,2020-12-19,Bank Transfer,Success
PAY31707,P10448,1536,2025-03-05,Debit,Failed
PAY31708,P15534,4515,2021-11-09,Bank Transfer,Success
PAY31709,P10216,3486,2022-12-30,Credit,Success
PAY31710,P11725,901,2023-09-07,Bank Transfer,Success
PAY31711,P12155,4383,2025-01-16,Bank Transfer,Failed
PAY31712,P16039,463,2024-08-29,Bank Transfer,Success
PAY31713,P17943,1200,2022-12-28,Credit,Failed
PAY31714,P12253,4413,2024-08-24,Bank Transfer,Failed
PAY31715,P10886,4758,2023-02-22,Bank Transfer,Success
PAY31716,P12959,2340,2020-09-16,Debit,Failed
PAY31717,P14104,4224,2025-02-20,Debit,Failed
PAY31718,P11875,3887,2022-09-04,Credit,Success
PAY31719,P12761,750,2024-06-21,Debit,Success
PAY31720,P16194,3409,2023-05-01,Debit,Failed
PAY31721,P14388,512,2021-08-09,Credit,Failed
PAY31722,P11006,2250,2023-11-20,Debit,Failed
PAY31723,P10602,1723,2023-12-05,Debit,Failed
PAY31724,P14001,3927,2023-10-29,Debit,Failed
PAY31725,P11324,4446,2020-10-28,Credit,Failed
PAY31726,P10604,2664,2022-04-01,Debit,Success
PAY31727,P12253,1420,2020-08-01,Credit,Success
PAY31728,P11013,1119,2020-07-22,Debit,Success
PAY31729,P16589,2455,2023-07-02,Credit,Success
PAY31730,P12049,3830,2022-02-21,Credit,Failed
PAY31731,P10977,2764,2022-12-24,Credit,Failed
PAY31732,P11975,4447,2025-03-03,Debit,Failed
PAY31733,P17609,1662,2020-12-07,Credit,Success
PAY31734,P15221,705,2024-05-16,Debit,Success
PAY31735,P15433,3257,2020-10-06,Bank Transfer,Failed
PAY31736,P11688,761,2020-12-27,Bank Transfer,Success
PAY31737,P17856,4578,2023-10-14,Credit,Failed
PAY31738,P15455,1498,2022-12-18,Credit,Success
PAY31739,P13583,405,2023-05-23,Bank Transfer,Success
PAY31740,P11937,3852,2024-02-19,Debit,Success
PAY31741,P15155,3588,2021-01-05,Credit,Failed
PAY31742,P16945,551,2025-06-02,Debit,Success
PAY31743,P17989,3817,2023-01-10,Credit,Failed
PAY31744,P13793,1197,2023-12-11,Credit,Failed
PAY31745,P12046,3905,2022-12-04,Bank Transfer,Failed
PAY31746,P17673,2071,2025-05-20,Credit,Failed
PAY31747,P16679,3791,2020-07-14,Credit,Failed
PAY31748,P12005,4286,2025-01-10,Debit,Failed
PAY31749,P11475,4662,2023-08-06,Credit,Failed
PAY31750,P15097,1805,2023-03-20,Bank Transfer,Success
PAY31751,P12804,313,2024-01-19,Bank Transfer,Failed
PAY31752,P14595,4155,2021-07-24,Credit,Failed
PAY31753,P14087,2192,2022-08-17,Bank Transfer,Failed
PAY31754,P17740,2909,2021-10-07,Bank Transfer,Failed
PAY31755,P16548,4632,2025-05-05,Debit,Success
PAY31756,P16949,3300,2024-10-10,Debit,Success
PAY31757,P16601,4577,2023-04-05,Debit,Failed
PAY31758,P11226,4834,2020-08-02,Bank Transfer,Failed
PAY31759,P11365,4760,2024-07-22,Credit,Success
PAY31760,P13938,3308,2024-09-02,Debit,Failed
PAY31761,P17280,828,2023-12-11,Credit,Failed
PAY31762,P15922,2718,2020-11-26,Bank Transfer,Failed
PAY31763,P15594,2870,2020-12-31,Debit,Success
PAY31764,P16324,1053,2022-10-08,Credit,Success
PAY31765,P14137,3482,2021-06-22,Debit,Success
PAY31766,P13962,4097,2023-11-06,Bank Transfer,Failed
PAY31767,P13921,1443,2022-11-23,Bank Transfer,Success
PAY31768,P11161,936,2020-09-02,Credit,Success
PAY31769,P13355,3985,2023-09-16,Credit,Success
PAY31770,P16073,2429,2021-08-15,Bank Transfer,Success
PAY31771,P12868,2474,2024-04-02,Credit,Failed
PAY31772,P10441,380,2022-09-19,Bank Transfer,Success
PAY31773,P14125,2151,2024-01-18,Credit,Success
PAY31774,P12741,4546,2020-07-23,Credit,Success
PAY31775,P14222,2734,2024-03-30,Debit,Success
PAY31776,P11754,338,2025-06-16,Debit,Failed
PAY31777,P15514,4635,2022-10-27,Debit,Success
PAY31778,P16457,4260,2022-10-14,Debit,Failed
PAY31779,P11914,3456,2025-04-14,Credit,Success
PAY31780,P12976,4473,2024-02-02,Debit,Success
PAY31781,P15083,672,2021-11-17,Credit,Success
PAY31782,P10158,455,2024-09-03,Debit,Failed
PAY31783,P17108,1761,2024-09-19,Bank Transfer,Failed
PAY31784,P16732,3443,2024-04-28,Credit,Success
PAY31785,P17580,545,2024-04-16,Bank Transfer,Failed
PAY31786,P11039,4377,2024-07-21,Bank Transfer,Success
PAY31787,P14344,456,2020-11-19,Bank Transfer,Success
PAY31788,P13529,4221,2022-06-29,Credit,Failed
PAY31789,P16037,4212,2021-05-04,Credit,Success
PAY31790,P11649,3027,2024-06-10,Debit,Success
PAY31791,P11136,320,2020-11-04,Debit,Failed
PAY31792,P11569,548,2022-03-29,Debit,Success
PAY31793,P17409,901,2021-04-10,Credit,Failed
PAY31794,P12408,1106,2022-04-19,Credit,Success
PAY31795,P15086,1266,2024-05-04,Debit,Success
PAY31796,P13999,2741,2024-04-08,Debit,Failed
PAY31797,P13962,1227,2022-02-01,Credit,Failed
PAY31798,P15653,338,2023-03-23,Credit,Success
PAY31799,P13770,2205,2020-08-10,Debit,Failed
PAY31800,P11539,520,2023-03-16,Debit,Failed
PAY31801,P14358,4902,2022-06-30,Bank Transfer,Success
PAY31802,P17548,641,2023-05-02,Credit,Success
PAY31803,P15654,3005,2023-06-04,Bank Transfer,Success
PAY31804,P11695,513,2022-07-14,Credit,Success
PAY31805,P10094,2722,2022-10-28,Bank Transfer,Failed
PAY31806,P17923,408,2025-03-27,Bank Transfer,Failed
PAY31807,P15442,1052,2021-12-14,Credit,Failed
PAY31808,P16137,4360,2020-10-25,Debit,Success
PAY31809,P16765,1694,2024-10-06,Credit,Success
PAY31810,P17365,4477,2024-02-04,Debit,Success
PAY31811,P17466,574,2021-06-30,Bank Transfer,Failed
PAY31812,P14843,1676,2024-05-19,Debit,Failed
PAY31813,P15722,3572,2024-02-23,Credit,Success
PAY31814,P17605,1600,2024-09-28,Bank Transfer,Success
PAY31815,P12028,2606,2023-01-31,Debit,Failed
PAY31816,P17501,1726,2024-04-13,Debit,Failed
PAY31817,P17177,772,2022-08-09,Credit,Failed
PAY31818,P16382,566,2021-05-14,Bank Transfer,Failed
PAY31819,P16017,4432,2022-02-21,Credit,Failed
PAY31820,P15495,3878,2023-12-28,Credit,Success
PAY31821,P12430,4252,2021-10-01,Debit,Failed
PAY31822,P16747,1987,2021-08-31,Credit,Success
PAY31823,P11393,3804,2020-07-05,Credit,Failed
PAY31824,P16975,531,2022-09-26,Bank Transfer,Success
PAY31825,P16470,3943,2021-12-25,Debit,Failed
PAY31826,P10540,3377,2023-12-16,Debit,Success
PAY31827,P10500,2101,2023-04-09,Debit,Success
PAY31828,P13545,3778,2021-04-01,Credit,Success
PAY31829,P16473,4811,2021-01-25,Debit,Success
PAY31830,P17404,4082,2022-05-01,Debit,Success
PAY31831,P12690,2545,2023-03-19,Debit,Failed
PAY31832,P14422,4237,2021-06-25,Credit,Failed
PAY31833,P16611,3443,2021-07-10,Bank Transfer,Success
PAY31834,P16759,1473,2024-12-09,Debit,Failed
PAY31835,P15164,1975,2020-10-10,Credit,Success
PAY31836,P14263,4127,2022-12-27,Debit,Success
PAY31837,P10124,1466,2021-01-13,Bank Transfer,Failed
PAY31838,P16249,1724,2024-10-02,Debit,Failed
PAY31839,P17025,3538,2025-05-09,Bank Transfer,Success
PAY31840,P14386,4221,2021-03-07,Bank Transfer,Success
PAY31841,P10213,3170,2022-10-17,Debit,Failed
PAY31842,P12991,3441,2020-06-18,Credit,Success
PAY31843,P17647,4270,2020-12-24,Debit,Failed
PAY31844,P13941,754,2022-12-27,Debit,Failed
PAY31845,P17840,1308,2024-01-31,Bank Transfer,Failed
PAY31846,P14731,4898,2023-10-01,Credit,Success
PAY31847,P13890,442,2022-08-20,Bank Transfer,Success
PAY31848,P11233,1129,2024-09-28,Debit,Failed
PAY31849,P14565,1587,2023-01-15,Debit,Success
PAY31850,P16843,4262,2022-11-30,Debit,Failed
PAY31851,P16319,2067,2022-07-03,Credit,Success
PAY31852,P10012,2631,2021-04-23,Bank Transfer,Success
PAY31853,P14187,1611,2023-11-22,Credit,Failed
PAY31854,P11816,1195,2021-08-28,Debit,Success
PAY31855,P12642,2534,2023-11-11,Bank Transfer,Success
PAY31856,P10544,1539,2023-02-03,Bank Transfer,Success
PAY31857,P12259,409,2025-04-18,Credit,Success
PAY31858,P16455,2010,2020-11-11,Debit,Success
PAY31859,P16656,638,2024-03-03,Credit,Failed
PAY31860,P14630,1564,2024-05-20,Bank Transfer,Success
PAY31861,P10636,3871,2022-11-28,Credit,Success
PAY31862,P15170,787,2020-11-10,Debit,Failed
PAY31863,P12099,3535,2023-05-29,Credit,Failed
PAY31864,P14758,3993,2024-12-05,Debit,Success
PAY31865,P16945,4661,2022-06-29,Credit,Failed
PAY31866,P12538,2562,2024-09-14,Credit,Success
PAY31867,P17508,4836,2020-11-12,Debit,Failed
PAY31868,P15852,4031,2023-11-18,Bank Transfer,Failed
PAY31869,P17565,4649,2022-08-05,Bank Transfer,Failed
PAY31870,P10789,1643,2022-10-16,Debit,Success
PAY31871,P12351,3800,2021-05-31,Credit,Success
PAY31872,P12346,2439,2023-11-18,Credit,Success
PAY31873,P16830,2321,2024-09-22,Bank Transfer,Failed
PAY31874,P13596,3238,2024-03-29,Debit,Success
PAY31875,P12777,3898,2023-12-26,Bank Transfer,Success
PAY31876,P12563,2383,2021-09-13,Credit,Success
PAY31877,P10077,2413,2022-07-05,Bank Transfer,Failed
PAY31878,P13983,691,2024-11-17,Bank Transfer,Success
PAY31879,P10703,3746,2023-12-31,Debit,Success
PAY31880,P14086,4427,2023-04-01,Debit,Success
PAY31881,P13398,1804,2024-03-21,Credit,Success
PAY31882,P14537,2433,2020-12-08,Debit,Success
PAY31883,P15859,2457,2021-12-29,Debit,Success
PAY31884,P17954,4942,2021-08-06,Bank Transfer,Failed
PAY31885,P14242,4530,2023-09-03,Bank Transfer,Failed
PAY31886,P11123,2400,2024-05-28,Debit,Failed
PAY31887,P10226,3519,2024-06-30,Debit,Failed
PAY31888,P12715,1233,2020-09-27,Credit,Success
PAY31889,P17664,3658,2025-03-19,Credit,Failed
PAY31890,P14483,2435,2022-01-20,Bank Transfer,Failed
PAY31891,P10977,4903,2022-10-27,Bank Transfer,Failed
PAY31892,P16920,4213,2023-09-21,Credit,Success
PAY31893,P14181,2757,2022-05-24,Debit,Failed
PAY31894,P17738,1837,2020-12-20,Debit,Failed
PAY31895,P14670,4974,2025-05-06,Bank Transfer,Success
PAY31896,P17373,3975,2022-01-09,Bank Transfer,Failed
PAY31897,P10615,1702,2024-03-31,Bank Transfer,Success
PAY31898,P17856,597,2021-06-16,Credit,Failed
PAY31899,P11230,735,2020-10-06,Debit,Success
PAY31900,P12237,3377,2022-08-21,Credit,Success
PAY31901,P10278,4192,2024-11-21,Credit,Failed
PAY31902,P11748,2448,2022-02-07,Bank Transfer,Failed
PAY31903,P14514,3969,2021-09-30,Credit,Failed
PAY31904,P10240,4275,2021-04-21,Credit,Success
PAY31905,P15259,3647,2025-05-25,Bank Transfer,Failed
PAY31906,P15661,4973,2023-03-23,Bank Transfer,Success
PAY31907,P12426,4751,2021-09-11,Credit,Failed
PAY31908,P11016,2408,2024-11-10,Bank Transfer,Success
PAY31909,P10657,1837,2023-02-03,Credit,Success
PAY31910,P11066,2406,2022-12-04,Credit,Failed
PAY31911,P17406,1629,2024-03-05,Credit,Failed
PAY31912,P15976,1074,2022-01-12,Debit,Failed
PAY31913,P12306,1812,2020-09-27,Credit,Failed
PAY31914,P11110,1606,2022-10-25,Debit,Failed
PAY31915,P13058,2029,2021-04-06,Bank Transfer,Success
PAY31916,P15799,510,2020-06-28,Debit,Success
PAY31917,P15281,2897,2023-11-28,Debit,Failed
PAY31918,P10154,3532,2023-11-24,Bank Transfer,Success
PAY31919,P13517,3767,2020-07-06,Bank Transfer,Success
PAY31920,P17778,2967,2023-10-05,Debit,Failed
PAY31921,P13536,1580,2024-10-28,Bank Transfer,Success
PAY31922,P12420,1903,2023-07-14,Debit,Success
PAY31923,P15054,411,2020-08-08,Debit,Failed
PAY31924,P13529,1473,2025-03-29,Debit,Success
PAY31925,P15235,1340,2021-01-28,Debit,Success
PAY31926,P13455,1335,2023-04-04,Debit,Success
PAY31927,P14203,1527,2025-02-22,Credit,Failed
PAY31928,P15672,4765,2022-09-02,Bank Transfer,Success
PAY31929,P13858,2024,2023-01-26,Credit,Failed
PAY31930,P11517,612,2022-04-10,Credit,Failed
PAY31931,P11824,539,2024-07-22,Credit,Failed
PAY31932,P10731,4293,2022-04-13,Bank Transfer,Failed
PAY31933,P16134,2128,2023-12-03,Debit,Success
PAY31934,P10571,4513,2020-10-10,Bank Transfer,Success
PAY31935,P10332,2311,2020-10-12,Credit,Success
PAY31936,P14521,2576,2023-01-27,Debit,Failed
PAY31937,P12906,3147,2024-01-13,Debit,Failed
PAY31938,P17569,3232,2022-09-11,Credit,Success
PAY31939,P14889,3559,2023-09-13,Debit,Failed
PAY31940,P14046,441,2023-06-08,Bank Transfer,Success
PAY31941,P14420,4349,2022-10-10,Credit,Failed
PAY31942,P16737,2967,2022-12-08,Bank Transfer,Failed
PAY31943,P11049,2053,2023-08-03,Bank Transfer,Failed
PAY31944,P11634,2073,2023-12-19,Debit,Failed
PAY31945,P12748,442,2024-07-06,Bank Transfer,Success
PAY31946,P11935,326,2025-01-13,Debit,Failed
PAY31947,P13611,4526,2025-01-03,Credit,Failed
PAY31948,P17813,2208,2022-12-18,Bank Transfer,Success
PAY31949,P16696,2482,2024-05-16,Debit,Success
