gradeID,enrollmentID,grade,gradeDate
G22466,E12168,D,2022-04-10
G22467,E12076,F,2023-08-18
G22468,E15952,C,2023-07-01
G22469,E12969,B,2023-04-23
G22470,E12679,C,2024-03-03
G22471,E14267,D,2023-09-09
G22472,E15425,D,2022-05-31
G22473,E10681,D,2020-11-04
G22474,E11866,C,2021-03-18
G22475,E11366,A,2024-12-27
G22476,E15658,C,2022-03-22
G22477,E11748,F,2024-01-12
G22478,E10170,A,2021-06-01
G22479,E11814,A,2022-12-13
G22480,E10251,D,2024-10-01
G22481,E10498,D,2020-10-11
G22482,E11063,A,2020-12-29
G22483,E10007,F,2021-11-09
G22484,E10822,C,2022-09-06
G22485,E10150,A,2025-01-11
G22486,E10670,B,2021-01-07
G22487,E14596,A,2025-01-30
G22488,E13491,C,2022-01-29
G22489,E10841,C,2025-03-04
G22490,E10899,B,2024-04-26
G22491,E10546,F,2023-11-23
G22492,E13553,A,2021-06-01
G22493,E14668,D,2024-10-11
G22494,E13850,D,2024-07-25
G22495,E14096,C,2022-08-21
G22496,E15576,A,2021-08-21
G22497,E13824,F,2024-03-10
G22498,E13189,C,2021-01-05
G22499,E15108,D,2021-06-12
G22500,E15393,B,2022-05-05
G22501,E10954,B,2021-07-10
G22502,E15689,F,2020-12-18
G22503,E14259,F,2020-09-07
G22504,E10618,A,2021-11-23
G22505,E14708,D,2025-03-30
G22506,E12905,F,2022-01-22
G22507,E14193,A,2023-02-14
G22508,E12606,F,2023-07-10
G22509,E10261,C,2021-12-17
G22510,E14352,B,2022-06-25
G22511,E12900,B,2021-09-16
G22512,E10963,F,2023-04-27
G22513,E10077,C,2023-08-29
G22514,E15233,A,2024-01-18
G22515,E10978,C,2022-12-23
G22516,E14231,A,2023-10-26
G22517,E13565,C,2023-03-07
G22518,E13404,F,2020-10-22
G22519,E15812,F,2023-07-30
G22520,E12698,F,2024-02-22
G22521,E10843,A,2020-11-26
G22522,E10318,A,2020-12-09
G22523,E12373,A,2023-06-14
G22524,E12425,F,2020-09-06
G22525,E11353,A,2025-04-20
G22526,E14471,C,2021-01-10
G22527,E15797,A,2022-11-14
G22528,E15031,F,2024-11-19
G22529,E15102,D,2025-02-10
G22530,E14676,C,2024-01-02
G22531,E12244,D,2023-09-02
G22532,E14983,D,2021-08-01
G22533,E13797,C,2021-12-03
G22534,E11823,D,2020-12-19
G22535,E14277,B,2023-03-12
G22536,E13254,B,2020-12-03
G22537,E12005,F,2022-05-25
G22538,E14261,B,2025-02-04
G22539,E14635,C,2020-10-09
G22540,E11395,B,2022-07-04
G22541,E12418,D,2022-11-20
G22542,E15515,D,2021-08-20
G22543,E13696,F,2024-08-22
G22544,E15048,B,2020-11-01
G22545,E14453,B,2024-06-15
G22546,E13312,B,2024-04-23
G22547,E10677,F,2022-08-16
G22548,E14616,C,2022-12-26
G22549,E12978,C,2021-07-25
G22550,E12006,D,2023-03-08
G22551,E10791,F,2022-12-31
G22552,E13511,F,2021-06-23
G22553,E12500,C,2025-05-27
G22554,E10373,F,2023-04-21
G22555,E14089,D,2024-03-04
G22556,E12886,F,2021-03-21
G22557,E12805,F,2023-11-01
G22558,E10089,F,2021-12-19
G22559,E15981,D,2024-02-18
G22560,E11936,B,2022-07-04
G22561,E14972,F,2024-09-23
G22562,E11439,C,2023-02-24
G22563,E13676,C,2023-11-14
G22564,E13427,A,2022-05-18
G22565,E12198,F,2021-10-23
G22566,E14364,F,2022-11-29
G22567,E14534,C,2022-11-29
G22568,E15498,F,2020-11-04
G22569,E14704,B,2022-07-23
G22570,E14343,D,2023-10-02
G22571,E10537,A,2023-06-03
G22572,E14227,C,2021-08-25
G22573,E12316,B,2022-03-01
G22574,E13433,B,2020-12-13
G22575,E15501,B,2024-01-09
G22576,E12390,C,2022-05-05
G22577,E10417,A,2024-01-14
G22578,E10050,B,2025-04-16
G22579,E11870,D,2022-05-02
G22580,E11867,F,2022-07-26
G22581,E13882,C,2021-05-18
G22582,E13836,B,2025-01-22
G22583,E11638,C,2022-08-07
G22584,E14972,C,2021-02-12
G22585,E11964,C,2021-06-26
G22586,E11871,D,2022-05-27
G22587,E10821,F,2020-07-12
G22588,E11030,C,2020-09-10
G22589,E13282,D,2021-11-28
G22590,E11278,F,2023-08-12
G22591,E13157,A,2023-10-10
G22592,E10177,B,2022-02-17
G22593,E15361,C,2023-04-15
G22594,E11014,D,2024-08-30
G22595,E14607,B,2022-04-16
G22596,E14601,D,2023-06-30
G22597,E15369,A,2023-01-11
G22598,E10444,C,2023-02-24
G22599,E10876,C,2023-08-24
G22600,E15424,F,2022-01-28
G22601,E14002,B,2024-07-09
G22602,E12494,B,2025-01-22
G22603,E10015,F,2022-09-09
G22604,E14676,F,2023-01-22
G22605,E10895,A,2021-03-18
G22606,E11529,F,2023-11-22
G22607,E12226,D,2023-07-09
G22608,E13715,D,2021-10-13
G22609,E15391,A,2024-01-26
G22610,E14140,D,2023-09-27
G22611,E12464,B,2021-04-03
G22612,E11152,B,2022-09-27
G22613,E15292,A,2024-02-05
G22614,E11248,A,2020-12-31
G22615,E13540,B,2020-11-10
G22616,E11495,F,2021-01-08
G22617,E13887,B,2025-04-16
G22618,E14391,D,2022-03-30
G22619,E13818,B,2022-10-29
G22620,E15212,B,2022-07-19
G22621,E10446,D,2020-10-25
G22622,E12974,C,2025-01-31
G22623,E11119,F,2024-09-09
G22624,E11694,D,2022-08-25
G22625,E12961,A,2021-07-29
G22626,E11750,C,2022-11-11
G22627,E15619,C,2024-08-31
G22628,E10633,A,2023-04-13
G22629,E14285,F,2022-10-26
G22630,E12404,B,2020-12-28
G22631,E11300,C,2021-03-13
G22632,E11761,C,2024-11-06
G22633,E13231,B,2024-03-28
G22634,E11506,B,2025-01-28
G22635,E12915,F,2021-06-11
G22636,E11793,F,2022-04-23
G22637,E11701,B,2024-03-30
G22638,E15097,A,2024-09-07
G22639,E11786,F,2025-04-10
G22640,E10654,B,2023-02-10
G22641,E12068,C,2020-12-23
G22642,E11385,A,2021-03-23
G22643,E12378,D,2021-10-22
G22644,E11314,B,2025-04-04
G22645,E15663,A,2024-10-01
G22646,E14496,C,2020-11-13
G22647,E10767,B,2024-05-08
G22648,E13518,D,2024-01-23
G22649,E13233,A,2023-12-31
G22650,E11885,F,2023-02-06
G22651,E11807,F,2024-09-20
G22652,E10204,D,2021-02-19
G22653,E15556,F,2023-07-07
G22654,E12302,F,2022-04-09
G22655,E14011,B,2020-08-19
G22656,E14399,B,2023-09-11
G22657,E15012,F,2024-11-13
G22658,E11373,B,2022-05-15
G22659,E11743,F,2023-09-26
G22660,E15128,F,2024-07-27
G22661,E11557,B,2024-06-11
G22662,E11286,A,2022-12-04
G22663,E11382,D,2020-07-07
G22664,E13589,B,2024-07-27
G22665,E12122,F,2023-09-23
G22666,E13820,F,2021-09-23
G22667,E10287,D,2022-07-20
G22668,E13064,C,2024-11-18
G22669,E10175,D,2024-09-14
G22670,E15085,C,2023-01-14
G22671,E11181,F,2021-08-01
G22672,E12008,F,2025-03-31
G22673,E10985,D,2022-02-19
G22674,E15498,D,2021-12-22
G22675,E11818,B,2021-02-17
G22676,E10444,F,2020-06-20
G22677,E11703,D,2022-08-11
G22678,E13134,F,2023-10-13
G22679,E14006,A,2024-09-04
G22680,E14047,A,2023-08-12
G22681,E14625,F,2022-04-12
G22682,E14858,D,2023-12-06
G22683,E11438,B,2021-07-06
G22684,E11114,F,2020-10-29
G22685,E12840,D,2025-01-11
G22686,E14294,B,2021-01-29
G22687,E15703,C,2023-08-29
G22688,E15138,B,2021-01-20
G22689,E10827,A,2020-09-17
G22690,E13221,C,2022-09-05
G22691,E13937,A,2025-05-03
G22692,E13123,C,2023-05-17
G22693,E10628,C,2020-10-09
G22694,E15680,C,2022-09-08
G22695,E15013,C,2021-10-05
G22696,E12920,B,2025-03-27
G22697,E12223,C,2025-01-22
G22698,E14502,D,2025-05-18
G22699,E12444,F,2022-03-14
G22700,E12664,D,2020-07-20
G22701,E11317,D,2020-11-01
G22702,E15632,F,2024-01-11
G22703,E15249,F,2025-06-01
G22704,E12361,C,2020-09-04
G22705,E12712,C,2022-05-31
G22706,E12471,C,2021-02-08
G22707,E12135,D,2024-04-17
G22708,E15804,D,2023-10-25
G22709,E12795,C,2021-07-10
G22710,E14932,C,2023-05-17
G22711,E12103,D,2020-07-25
G22712,E15793,F,2022-08-04
G22713,E13169,D,2021-02-06
G22714,E11806,A,2024-10-15
G22715,E13604,C,2024-11-25
G22716,E12311,A,2023-10-12
G22717,E11494,D,2025-02-03
G22718,E13404,B,2025-02-03
G22719,E15096,B,2024-02-18
G22720,E12345,D,2022-12-16
G22721,E14762,A,2021-10-29
G22722,E12581,B,2025-02-23
G22723,E15913,F,2022-09-16
G22724,E13343,C,2024-06-05
G22725,E15619,D,2021-10-09
G22726,E14997,F,2020-08-17
G22727,E15476,B,2021-01-16
G22728,E15858,C,2021-12-27
G22729,E11336,D,2021-02-06
G22730,E13604,F,2021-06-25
G22731,E10108,C,2023-04-29
G22732,E15200,A,2021-09-14
G22733,E11015,D,2023-07-09
G22734,E12974,A,2022-09-25
G22735,E13568,D,2022-02-16
G22736,E15699,D,2025-05-22
G22737,E15446,B,2022-02-23
G22738,E10020,C,2020-12-09
G22739,E15262,A,2021-12-23
G22740,E15076,A,2022-05-12
G22741,E12626,D,2022-12-23
G22742,E15517,A,2023-03-02
G22743,E14028,D,2020-12-25
G22744,E11577,C,2021-07-25
G22745,E11845,D,2020-09-24
G22746,E12122,F,2022-04-28
G22747,E13557,A,2022-09-01
G22748,E10916,B,2023-05-10
G22749,E11491,B,2022-10-09
G22750,E10231,D,2021-12-02
G22751,E12024,B,2025-05-30
G22752,E12887,C,2024-09-27
G22753,E13203,B,2024-09-07
G22754,E15416,C,2024-11-21
G22755,E12585,A,2020-08-07
G22756,E14559,A,2023-06-12
G22757,E10217,B,2021-02-20
G22758,E15742,D,2021-02-14
G22759,E10639,C,2025-02-03
G22760,E15415,F,2024-05-07
G22761,E11591,D,2021-06-24
G22762,E12551,D,2020-06-27
G22763,E15299,A,2021-10-21
G22764,E15376,D,2023-07-31
G22765,E14804,A,2025-03-13
G22766,E11632,F,2023-04-18
G22767,E12562,D,2022-08-01
G22768,E10270,B,2022-06-04
G22769,E13921,B,2022-03-26
G22770,E11579,F,2021-05-21
G22771,E13878,A,2023-05-11
G22772,E14340,B,2023-10-10
G22773,E12277,A,2021-12-26
G22774,E11182,A,2024-03-07
G22775,E10492,C,2022-05-12
G22776,E14252,D,2021-11-22
G22777,E13099,A,2020-11-18
G22778,E10682,F,2023-06-21
G22779,E10414,B,2025-03-08
G22780,E11298,A,2023-02-15
G22781,E14643,A,2022-11-12
G22782,E13434,C,2024-01-23
G22783,E14835,F,2020-12-19
G22784,E13494,A,2024-05-12
G22785,E13426,D,2023-11-04
G22786,E13921,A,2021-11-06
G22787,E14825,D,2024-05-19
G22788,E10668,A,2024-02-09
G22789,E12376,B,2024-07-06
G22790,E14256,B,2024-09-04
G22791,E13324,B,2022-02-04
G22792,E10065,D,2023-07-10
G22793,E15593,A,2021-02-13
G22794,E12297,D,2022-12-04
G22795,E13647,B,2021-10-19
G22796,E13312,A,2022-07-24
G22797,E10729,B,2024-08-27
G22798,E11017,C,2021-09-09
G22799,E11589,F,2023-08-24
G22800,E11186,A,2022-03-04
G22801,E10125,C,2022-03-25
G22802,E11108,A,2025-05-06
G22803,E11800,F,2024-06-21
G22804,E14342,F,2023-05-19
G22805,E12509,F,2020-10-28
G22806,E11912,B,2020-12-29
G22807,E10994,F,2020-10-29
G22808,E13515,C,2020-11-06
G22809,E13576,A,2021-07-27
G22810,E13559,A,2024-11-01
G22811,E12424,C,2020-10-07
G22812,E15060,B,2021-06-04
G22813,E11530,C,2022-02-15
G22814,E11942,D,2025-02-20
G22815,E10224,B,2024-11-02
G22816,E11620,A,2022-06-01
G22817,E15039,C,2024-06-26
G22818,E13960,A,2023-04-08
G22819,E13477,D,2025-06-18
G22820,E12547,B,2021-03-30
G22821,E11958,C,2023-03-05
G22822,E15971,C,2021-08-13
G22823,E10376,A,2023-07-01
G22824,E12661,B,2020-07-18
G22825,E12197,A,2022-08-05
G22826,E12206,D,2021-11-28
G22827,E11982,C,2023-07-22
G22828,E13494,B,2024-02-13
G22829,E15744,D,2024-08-18
G22830,E13997,B,2022-04-22
G22831,E10696,C,2022-11-13
G22832,E15013,D,2021-12-25
G22833,E14182,B,2021-06-22
G22834,E12489,C,2021-10-09
G22835,E14617,B,2024-04-19
G22836,E10493,A,2021-08-02
G22837,E12285,B,2023-12-17
G22838,E12263,A,2024-03-29
G22839,E13786,A,2024-06-12
G22840,E11048,F,2022-01-22
G22841,E10771,A,2022-03-11
G22842,E12475,D,2021-11-15
G22843,E13525,D,2023-03-07
G22844,E15844,D,2022-09-10
G22845,E13490,A,2022-08-09
G22846,E15492,B,2020-08-07
G22847,E11833,C,2022-12-04
G22848,E13288,F,2021-10-31
G22849,E14553,B,2024-11-28
G22850,E10411,F,2021-11-13
G22851,E15901,D,2021-05-24
G22852,E12381,A,2021-06-01
G22853,E11822,A,2021-07-19
G22854,E12939,D,2025-03-26
G22855,E14473,A,2022-01-18
G22856,E11944,A,2022-10-05
G22857,E15878,D,2021-04-13
G22858,E15076,A,2023-09-08
G22859,E11370,B,2024-10-29
G22860,E14082,C,2024-02-24
G22861,E14807,F,2022-07-15
G22862,E15723,C,2024-04-13
G22863,E14254,A,2022-02-06
G22864,E13371,A,2020-07-20
G22865,E12619,F,2021-12-13
G22866,E10263,C,2024-04-13
G22867,E12154,B,2020-10-22
G22868,E14350,F,2021-12-13
G22869,E14795,C,2021-01-14
G22870,E12901,C,2023-03-19
G22871,E13301,B,2022-04-12
G22872,E11474,A,2020-08-02
G22873,E14190,F,2023-04-04
G22874,E12362,D,2024-09-10
G22875,E14474,F,2020-09-18
G22876,E10280,D,2023-09-14
G22877,E10603,B,2021-07-01
G22878,E12771,B,2022-02-01
G22879,E13164,C,2020-12-03
G22880,E10635,A,2020-08-20
G22881,E15198,F,2021-07-25
G22882,E13011,B,2020-12-19
G22883,E12330,C,2020-11-26
G22884,E13111,D,2020-08-23
G22885,E14783,F,2022-07-03
G22886,E13918,D,2025-02-08
G22887,E15823,C,2020-09-21
G22888,E15674,F,2024-09-21
G22889,E11716,B,2023-05-30
G22890,E12505,C,2024-01-22
G22891,E11834,C,2024-09-19
G22892,E14261,A,2020-06-27
G22893,E12561,F,2020-12-18
G22894,E14282,F,2025-01-08
G22895,E10171,C,2022-11-29
G22896,E10695,F,2024-01-07
G22897,E13773,C,2020-06-30
G22898,E11896,A,2022-06-09
G22899,E11363,A,2023-07-16
G22900,E14916,C,2023-08-02
G22901,E12971,C,2024-03-08
G22902,E13091,F,2023-01-02
G22903,E15134,B,2023-08-17
G22904,E12631,F,2021-06-22
G22905,E13075,D,2023-05-13
G22906,E11062,C,2025-04-07
G22907,E12970,F,2022-09-01
G22908,E15572,B,2022-06-05
G22909,E14528,C,2020-11-20
G22910,E13201,F,2023-01-23
G22911,E15517,D,2023-12-21
G22912,E11553,F,2025-05-28
G22913,E11102,C,2024-04-07
G22914,E13235,B,2021-03-04
G22915,E11790,D,2023-04-03
G22916,E15732,F,2022-01-21
G22917,E11129,B,2024-01-29
G22918,E13571,D,2023-08-16
G22919,E14676,B,2023-06-02
G22920,E14144,A,2021-08-07
G22921,E12559,B,2025-03-08
G22922,E14603,A,2025-01-06
G22923,E10557,C,2021-08-09
G22924,E13262,D,2021-01-11
G22925,E15412,A,2020-12-18
G22926,E12835,D,2022-09-10
G22927,E10435,B,2024-03-12
G22928,E13547,A,2023-04-13
G22929,E13509,D,2021-12-11
G22930,E14175,C,2025-02-20
G22931,E10566,C,2023-10-14
G22932,E11722,F,2022-09-19
G22933,E11861,D,2020-12-05
G22934,E15320,C,2021-05-01
G22935,E15780,A,2024-08-14
G22936,E11136,F,2020-12-22
G22937,E11150,A,2023-07-20
G22938,E12949,A,2025-05-31
G22939,E12281,D,2021-02-02
G22940,E12737,C,2020-07-10
G22941,E15716,B,2021-07-21
G22942,E13129,A,2025-05-15
G22943,E12030,A,2024-10-14
G22944,E12145,A,2020-12-25
G22945,E11555,F,2023-05-03
G22946,E10230,C,2020-10-07
G22947,E11271,B,2023-03-29
G22948,E10911,B,2023-05-09
G22949,E15205,A,2024-09-29
G22950,E14394,C,2024-11-28
G22951,E14477,C,2023-07-05
G22952,E12732,B,2025-01-21
G22953,E12539,D,2024-06-10
G22954,E10148,F,2022-02-03
G22955,E15831,F,2021-06-12
G22956,E12351,B,2025-03-07
G22957,E12099,B,2022-08-20
G22958,E14223,D,2025-06-11
G22959,E14308,F,2024-11-21
G22960,E10547,F,2025-02-17
G22961,E15956,F,2025-02-01
G22962,E13516,A,2022-04-14
G22963,E15047,B,2024-09-29
G22964,E14706,D,2021-03-02
G22965,E14740,B,2021-07-22
G22966,E10735,A,2020-06-30
G22967,E12385,A,2021-03-23
G22968,E11624,F,2020-11-15
G22969,E10282,B,2022-02-05
G22970,E15635,C,2022-04-09
G22971,E11050,F,2022-06-24
G22972,E12207,F,2025-04-25
G22973,E10944,B,2022-08-05
G22974,E15294,A,2022-07-18
G22975,E15889,A,2023-04-30
G22976,E12741,A,2025-03-16
G22977,E12888,A,2022-04-19
G22978,E15441,D,2020-12-29
G22979,E13496,D,2022-06-25
G22980,E15769,C,2023-09-05
G22981,E13455,D,2021-11-19
G22982,E10694,B,2021-11-22
G22983,E12108,A,2020-11-23
G22984,E14162,F,2021-05-19
G22985,E11941,D,2022-12-25
G22986,E15408,C,2023-06-17
G22987,E10354,B,2024-01-12
G22988,E15197,D,2021-11-14
G22989,E13834,A,2022-11-08
G22990,E11653,B,2022-05-02
G22991,E12540,B,2025-04-17
G22992,E10969,A,2023-05-28
G22993,E13449,A,2024-02-02
G22994,E14179,C,2022-12-21
G22995,E12314,A,2022-09-22
G22996,E11941,A,2022-09-18
G22997,E13453,B,2024-10-04
G22998,E12216,B,2023-07-26
G22999,E14624,B,2022-06-29
G23000,E10029,C,2023-04-20
G23001,E10262,D,2022-10-11
G23002,E14038,C,2023-12-26
G23003,E13012,A,2024-05-29
G23004,E15668,F,2023-07-29
G23005,E11419,F,2020-11-24
G23006,E14907,D,2024-06-15
G23007,E13872,A,2023-08-18
G23008,E10240,D,2025-06-03
G23009,E14622,D,2023-08-02
G23010,E14681,B,2024-09-29
G23011,E14923,A,2024-02-02
G23012,E12805,A,2023-12-12
G23013,E13389,A,2022-01-13
G23014,E15163,C,2021-10-03
G23015,E12047,B,2021-05-08
G23016,E13008,F,2022-02-09
G23017,E15093,A,2021-11-09
G23018,E10660,F,2023-07-12
G23019,E13002,B,2024-12-04
G23020,E10891,F,2024-04-05
G23021,E15250,C,2023-07-10
G23022,E12496,C,2024-11-05
G23023,E13591,B,2024-04-22
G23024,E12615,B,2024-03-05
G23025,E13711,F,2021-04-03
G23026,E12680,F,2022-12-04
G23027,E15761,B,2025-05-01
G23028,E12413,D,2021-04-10
G23029,E15329,B,2023-03-02
G23030,E12043,B,2020-08-03
G23031,E10975,F,2023-09-05
G23032,E13458,F,2023-07-27
G23033,E14178,C,2025-06-16
G23034,E10310,F,2024-11-15
G23035,E11664,C,2024-01-19
G23036,E12699,C,2025-05-25
G23037,E14802,C,2024-05-16
G23038,E15385,B,2023-10-16
G23039,E12182,C,2024-11-17
G23040,E15028,B,2025-04-20
G23041,E11318,F,2020-09-19
G23042,E14356,A,2024-08-14
G23043,E12638,F,2022-05-21
G23044,E13263,F,2022-01-15
G23045,E14228,D,2025-03-14
G23046,E13164,C,2024-09-05
G23047,E11027,B,2021-08-22
G23048,E14930,A,2021-03-25
G23049,E14348,D,2024-11-04
G23050,E12763,B,2024-09-20
G23051,E14372,A,2023-04-23
G23052,E12698,A,2023-06-01
G23053,E10137,A,2024-06-28
G23054,E11819,C,2024-09-22
G23055,E10503,F,2024-03-27
G23056,E12541,F,2020-09-18
G23057,E12724,D,2022-09-26
G23058,E10161,D,2022-02-27
G23059,E13518,F,2022-07-18
G23060,E10444,D,2023-03-01
G23061,E15568,B,2024-09-30
G23062,E15630,F,2022-09-06
G23063,E13966,C,2023-02-12
G23064,E14742,C,2023-02-28
G23065,E10478,B,2021-02-23
G23066,E14693,B,2024-06-19
G23067,E11184,B,2021-10-28
G23068,E12373,B,2022-02-05
G23069,E12354,A,2021-06-22
G23070,E11642,F,2023-02-07
G23071,E10881,D,2024-09-01
G23072,E13611,C,2024-05-24
G23073,E15957,F,2024-10-06
G23074,E11439,F,2022-06-24
G23075,E12936,C,2022-01-16
G23076,E11099,A,2022-04-08
G23077,E13950,F,2020-11-01
G23078,E14873,C,2023-11-06
G23079,E10916,F,2021-09-29
G23080,E11638,B,2023-09-24
G23081,E15584,D,2021-11-07
G23082,E14289,D,2020-08-12
G23083,E11593,F,2021-08-29
G23084,E13628,A,2021-04-04
G23085,E11208,C,2021-01-12
G23086,E15428,D,2021-09-21
G23087,E11729,F,2022-09-12
G23088,E12615,A,2022-01-11
G23089,E14647,A,2023-02-13
G23090,E13771,C,2024-08-14
G23091,E12290,A,2023-06-18
G23092,E10135,A,2024-12-07
G23093,E14568,C,2023-01-24
G23094,E13206,C,2023-02-16
G23095,E13277,D,2023-01-28
G23096,E14930,B,2021-01-18
G23097,E10214,C,2020-11-19
G23098,E12542,D,2022-11-04
G23099,E10282,F,2021-11-18
G23100,E14461,F,2021-02-09
G23101,E12935,A,2021-10-23
G23102,E10243,F,2023-07-28
G23103,E13291,A,2024-11-15
G23104,E13483,C,2021-10-10
G23105,E14074,A,2025-01-23
G23106,E10378,F,2023-05-24
G23107,E14823,B,2021-11-01
G23108,E10083,B,2022-06-13
G23109,E11552,B,2020-10-04
G23110,E14957,F,2021-06-24
G23111,E10505,A,2021-07-05
G23112,E10010,B,2023-04-02
G23113,E13274,D,2023-07-08
G23114,E14447,D,2025-05-06
G23115,E11980,D,2024-06-18
G23116,E10657,F,2024-05-26
G23117,E11925,A,2022-05-20
G23118,E13815,C,2023-02-24
G23119,E11926,C,2024-10-29
G23120,E11825,A,2020-07-26
G23121,E10104,B,2024-03-27
G23122,E11044,A,2023-11-25
G23123,E12923,B,2025-03-28
G23124,E15420,C,2022-08-29
G23125,E11726,F,2022-01-25
G23126,E12532,A,2025-05-30
G23127,E15001,C,2024-02-11
G23128,E11821,C,2023-05-17
G23129,E10297,F,2022-11-25
G23130,E15450,D,2024-02-25
G23131,E13442,F,2023-03-30
G23132,E11371,F,2022-07-23
G23133,E13572,B,2025-06-13
G23134,E14500,B,2022-08-06
G23135,E14986,B,2020-11-24
G23136,E10802,C,2022-05-29
G23137,E11418,A,2021-06-04
G23138,E12023,A,2022-06-12
G23139,E14415,B,2021-01-11
G23140,E11071,D,2024-06-14
G23141,E10951,F,2022-09-27
G23142,E15373,C,2021-05-05
G23143,E13718,D,2023-04-29
G23144,E14162,A,2022-03-10
G23145,E10628,B,2021-02-22
G23146,E11082,F,2021-09-11
G23147,E10746,A,2022-02-16
G23148,E12394,B,2022-10-03
G23149,E12857,C,2023-03-22
G23150,E14210,B,2024-12-19
G23151,E12337,C,2024-01-15
G23152,E15467,B,2022-08-15
G23153,E10054,A,2021-09-06
G23154,E11117,D,2022-01-03
G23155,E13870,B,2023-09-19
G23156,E13308,C,2022-02-08
G23157,E11730,B,2021-11-25
G23158,E15413,F,2021-05-07
G23159,E11496,D,2023-11-21
G23160,E13526,D,2024-02-04
G23161,E13239,A,2023-11-14
G23162,E13126,D,2025-05-28
G23163,E11024,B,2023-05-21
G23164,E15059,B,2023-01-27
G23165,E15511,A,2022-01-22
G23166,E13365,B,2024-06-21
G23167,E13586,A,2024-06-08
G23168,E15727,C,2021-09-03
G23169,E13169,C,2024-01-28
G23170,E12015,D,2021-03-31
G23171,E11713,C,2021-06-16
G23172,E14854,C,2022-03-07
G23173,E13101,B,2025-05-01
G23174,E11876,C,2025-04-25
G23175,E10290,C,2022-02-04
G23176,E14999,F,2021-11-05
G23177,E13648,D,2023-12-12
G23178,E13306,C,2023-09-08
G23179,E13972,D,2023-07-27
G23180,E14181,D,2023-12-14
G23181,E15399,D,2024-04-10
G23182,E10677,A,2024-06-14
G23183,E11415,D,2024-01-11
G23184,E10788,C,2023-10-10
G23185,E10609,A,2022-01-08
G23186,E14697,F,2025-02-09
G23187,E12681,B,2022-12-23
G23188,E11657,F,2023-05-19
G23189,E13942,C,2023-10-14
G23190,E12925,A,2020-07-14
G23191,E15952,B,2024-05-04
G23192,E14773,B,2023-04-02
G23193,E15441,A,2025-03-05
G23194,E15236,A,2020-11-03
G23195,E12698,A,2021-02-03
G23196,E14458,F,2021-06-03
G23197,E12065,B,2023-01-14
G23198,E15932,F,2020-12-04
G23199,E11314,D,2023-11-03
G23200,E15605,A,2024-06-26
G23201,E13019,C,2023-09-11
G23202,E14172,B,2023-10-08
G23203,E12048,F,2022-06-05
G23204,E14096,F,2025-04-06
G23205,E10888,B,2022-09-14
G23206,E13798,D,2022-04-29
G23207,E15206,F,2025-01-01
G23208,E13554,D,2022-11-20
G23209,E15377,D,2022-09-06
G23210,E11076,B,2023-01-24
G23211,E14056,A,2025-04-06
G23212,E12700,F,2024-05-28
G23213,E10747,A,2022-07-20
G23214,E14339,C,2021-01-05
G23215,E12314,A,2024-10-05
G23216,E15147,B,2023-06-30
G23217,E12966,B,2025-01-21
G23218,E10011,D,2023-07-16
G23219,E14484,B,2022-02-10
G23220,E15837,D,2025-05-22
G23221,E15276,B,2024-08-05
G23222,E13255,C,2022-03-17
G23223,E10505,C,2025-03-18
G23224,E15256,B,2025-02-07
G23225,E10012,F,2025-04-29
G23226,E13585,D,2022-12-21
G23227,E13764,F,2024-06-05
G23228,E14890,C,2020-07-03
G23229,E14196,B,2021-12-07
G23230,E14792,D,2021-08-07
G23231,E11024,A,2022-04-26
G23232,E15766,C,2025-01-22
G23233,E12960,B,2023-01-03
G23234,E11118,A,2025-05-04
G23235,E11163,F,2022-04-23
G23236,E15384,F,2023-06-02
G23237,E14294,F,2022-03-11
G23238,E11864,A,2025-06-03
G23239,E11568,A,2023-01-01
G23240,E11139,C,2023-03-10
G23241,E15370,F,2023-11-14
G23242,E14537,A,2024-06-08
G23243,E13257,A,2022-01-01
G23244,E15375,A,2025-05-25
G23245,E10701,D,2021-03-07
G23246,E14249,F,2023-09-29
G23247,E14935,A,2020-11-25
G23248,E11462,F,2023-01-15
G23249,E13032,A,2022-02-21
G23250,E12408,C,2023-11-06
G23251,E14944,A,2024-08-04
G23252,E12647,D,2022-08-28
G23253,E11365,D,2022-12-31
G23254,E11893,A,2025-03-08
G23255,E10584,C,2023-10-19
G23256,E13783,C,2021-12-04
G23257,E11030,D,2022-07-22
G23258,E15972,C,2023-06-28
G23259,E14460,A,2024-12-19
G23260,E13931,B,2022-12-10
G23261,E15707,F,2022-09-11
G23262,E11414,A,2022-05-02
G23263,E11258,D,2025-04-05
G23264,E13834,D,2021-11-23
G23265,E15570,D,2023-11-28
G23266,E14705,D,2023-05-17
G23267,E12183,C,2024-03-11
G23268,E11142,D,2022-04-07
G23269,E14370,A,2021-06-29
G23270,E10793,C,2023-12-09
G23271,E10201,C,2024-11-14
G23272,E15915,C,2025-03-11
G23273,E11457,C,2021-06-21
G23274,E12884,D,2025-02-19
G23275,E11910,F,2023-02-06
G23276,E10671,C,2024-09-26
G23277,E12314,B,2022-06-08
G23278,E12948,C,2021-10-22
G23279,E15249,A,2023-10-03
G23280,E11088,C,2021-08-05
G23281,E15197,D,2021-08-27
G23282,E10814,B,2021-08-16
G23283,E12865,A,2023-04-15
G23284,E11606,A,2021-05-02
G23285,E10696,B,2020-11-29
G23286,E13359,B,2022-01-06
G23287,E11816,A,2024-06-18
