propertyID,address,city,type,price,status
P00872,"67509 Hunt Crossing Apt. 341, Savannahburgh, WY 79137",Phillipsshire,Condo,665881,Rented
P00873,"PSC 6778, Box 5154, APO AP 53904",Wilcoxshire,Condo,189251,Rented
P00874,"41831 Tammy Rue Apt. 291, Taylormouth, MD 70159",Morganfurt,Land,406901,Available
P00875,"439 John Shores Apt. 332, Evansfort, WY 75225",Fieldsbury,Land,1415751,Sold
P00876,"PSC 6027, Box 5040, APO AE 92886",Austinhaven,Condo,1509098,Rented
P00877,"53649 Davis Camp Apt. 817, Kramerview, KS 94179",Port Matthew,Land,940603,Available
P00878,"630 Kelly Key Suite 646, Larsonmouth, PR 65937",Port Heatherfurt,House,1965343,Available
P00879,"5042 Brian Fields, Lake Kevin, OK 88392",North Melissa,House,1970941,Available
P00880,"2282 Brian Junction Suite 096, West Paul, NJ 01048",North Lisa,Condo,604811,Available
P00881,"5992 Jessica Plain, West Terrance, KS 05311",East Jenniferside,Apartment,268794,Sold
P00882,"Unit 0177 Box 8089, DPO AE 03105",North Allison,Land,1525124,Sold
P00883,"1913 Pamela Springs Suite 965, North Lisa, MD 50691",Williamsville,Condo,684965,Rented
P00884,"3755 Matthew Landing, Leeside, SD 78323",Michaelmouth,Land,1197577,Rented
P00885,"14344 Griffith Overpass Suite 998, Sethmouth, TX 05665",North Juliaborough,Land,1345553,Available
P00886,"2850 Harris Route, Lake Kathybury, IL 18241",Lake Patricia,Land,1256064,Available
P00887,"PSC 8618, Box 7333, APO AA 26399",Hayesstad,Land,431672,Rented
P00888,"9815 Duane Falls Apt. 600, East Melissa, MA 53865",Amandaland,Condo,543678,Available
P00889,"0727 Norris Mall, South Danshire, MI 58945",Martinezhaven,House,563411,Available
P00890,"4086 Daniel Passage Apt. 670, Port Benjamin, WV 52841",Rubiofort,Land,223524,Sold
P00891,"263 Simmons Mount Suite 253, South Richardhaven, LA 76440",Williamsshire,Land,264755,Rented
P00892,"Unit 3301 Box 8245, DPO AP 67296",Debrahaven,House,213867,Rented
P00893,"501 Jessica Lights, South Rebekah, AZ 34898",West Robertland,House,1572498,Sold
P00894,"599 Haney Run Apt. 408, West Jamieberg, TN 49688",Smithmouth,Condo,916809,Rented
P00895,"232 Sanford Street, Lake Miguel, VI 38330",South Michael,House,1778458,Rented
P00896,"9554 Briana Passage Apt. 856, Barnettview, MI 92001",West Deborah,Condo,106358,Rented
P00897,"70027 Cardenas Throughway, Ashleyville, NC 63116",Lake Danielle,Land,944548,Available
P00898,"2523 Carter Camp, Wigginshaven, PA 71531",North Matthew,Condo,1566776,Sold
P00899,"4235 Amy Manors Suite 771, Wagnerport, MD 26192",New Kristenchester,Condo,713264,Rented
P00900,"3140 Stephanie Common, Hawkinsside, NJ 99634",New Robinmouth,House,629784,Available
P00901,"25238 Porter Plaza Suite 208, Port Jimmy, AK 39278",Rickyfurt,Land,841879,Rented
P00902,"32064 Frank Drives Apt. 222, North Natalieborough, GU 21802",West Cindy,Condo,1224039,Sold
P00903,"494 Walsh Courts, North Candiceland, NH 65835",Lake Alexandria,Apartment,1114372,Sold
P00904,"0684 Nicole Trace Apt. 251, Bellland, GA 05796",North Amber,House,1198887,Rented
P00905,"0093 Price Creek Apt. 899, East Leestad, CO 54905",Byrdview,Apartment,1492381,Sold
P00906,"791 Price Track Apt. 258, Ballborough, VA 80023",Karenstad,House,584810,Rented
P00907,"68995 Katelyn Walks Apt. 210, Coxside, OH 00943",Lake Edward,Apartment,780521,Available
P00908,"PSC 4299, Box 5634, APO AP 53199",Heatherfort,Condo,1908826,Sold
P00909,"24051 Jessica Branch Suite 960, West Ericborough, KS 11563",Johnmouth,Apartment,1905529,Available
P00910,"73250 Smith Inlet, East Lauren, NH 97200",Port Brittanyville,House,1101693,Sold
P00911,"705 Estrada Shores Apt. 146, Taylorport, MO 29444",Bartletttown,Apartment,502869,Available
P00912,"80073 Randall Lane, Zacharyville, ND 58620",Wrightland,Condo,1767234,Sold
P00913,"4949 Sean Branch, Pattersonville, KS 75140",South Kristen,Land,1305488,Sold
P00914,"210 Morgan Ville, Loriport, NE 32155",Port Brandyfurt,Apartment,556362,Sold
P00915,"85626 Mayo Estate, Loveburgh, MI 51071",West Christophermouth,Condo,749281,Rented
P00916,"74535 Calhoun Trail Suite 979, Beasleyhaven, DE 44581",East Samanthashire,Apartment,884330,Rented
P00917,"739 Kayla Land, South Troy, TN 25426",Cantufort,Land,832482,Available
P00918,"2530 Tricia Lake Suite 357, Codyport, HI 65538",Deniseton,Condo,450298,Sold
P00919,"11200 Rachel Pine, North Robertland, TX 74235",Nicoletown,Condo,1174493,Sold
P00920,"79573 James Flats Suite 929, Port Benjamin, KY 69180",North Sarahside,Condo,1748230,Available
P00921,"195 Chandler Mission Suite 376, East Stevenmouth, MT 56626",Andersonberg,Land,1956466,Available
P00922,"6641 Mahoney Viaduct Apt. 525, Knightfurt, NH 43363",Ryanhaven,Apartment,1292521,Rented
P00923,"872 Abigail Isle, North Elizabeth, VI 45040",Kevinchester,Land,423278,Available
P00924,"07567 Sandra Mill, West Jerrystad, FL 29062",North Bethhaven,Condo,1201354,Rented
P00925,"449 Jimmy Walk, Port Hannahmouth, MD 65458",South Kathyport,House,908773,Sold
P00926,"49842 Daniel Lock, Lake Stacieburgh, CT 52239",Ryanport,Land,1525437,Sold
P00927,"2903 Barton Views Apt. 423, Lake Renee, MD 34000",Valerieton,Condo,1869496,Rented
P00928,"USCGC Prince, FPO AA 82047",Jimbury,House,343276,Available
P00929,"3664 Jason Meadow Suite 966, Joneston, PW 29221",Matthewview,Apartment,1193589,Available
P00930,"6715 Lisa Corners Apt. 040, Lake Maureen, GU 02748",South Sharon,Land,674107,Sold
P00931,"2548 Fritz Mountains, East Mark, AS 53881",Armstrongmouth,Apartment,295535,Rented
P00932,"0422 Michelle Courts Apt. 236, Greenchester, AR 02596",Port Davidfort,House,609613,Rented
P00933,"901 Jeffrey Prairie, New Daniel, CA 28030",Cookhaven,Condo,805571,Sold
P00934,"87397 Mendoza Wells, East Nicholasville, VT 04977",Russellfurt,Land,1417712,Available
P00935,"409 Lee Drives, Lake Reginaldville, TN 53725",East Charles,Land,1619318,Sold
P00936,"7041 Roger Corners, East Marychester, VA 72794",Johnberg,House,484197,Rented
P00937,"1939 Samantha Creek Suite 377, Port Kathymouth, MO 90252",Sarahfort,House,868601,Sold
P00938,"11771 Nelson Drive Suite 390, Waynefort, MO 22218",Williamsview,Apartment,899204,Rented
P00939,"4623 Martin Creek, North Jonathanton, AS 20459",Danielton,Apartment,263126,Available
P00940,"7120 Galvan Points Apt. 575, West Dale, VI 22421",New Jamesville,House,795150,Rented
P00941,"0343 Gray Port, South Clintonmouth, NM 95309",Leeview,House,690959,Available
P00942,"63242 Johnson Station, Braunview, KY 77904",North Donna,Apartment,743970,Sold
P00943,"644 Kenneth Mountains Apt. 886, West Dominiqueport, PW 01149",Mooreberg,House,268029,Rented
P00944,"094 Patterson River Suite 968, Leeshire, GA 13850",South Michelleside,Land,1230915,Available
P00945,"6508 Joseph Flat, Port Barbarastad, CA 56648",Lake James,Apartment,952887,Available
P00946,"255 Lisa Bypass, South Joshua, UT 45830",South Joshuastad,House,1180006,Available
P00947,"2243 Emily Mountains, North Kimberlystad, NE 94062",Riveraview,House,1677816,Rented
P00948,"464 Gloria Manors, Tuckerside, RI 63864",Nancyland,House,1924213,Available
P00949,"9214 Garrett Garden Suite 805, Port Dawnside, OR 40921",North Hannah,House,1955115,Available
P00950,"1103 Laura Mount, Crystalburgh, MH 18770",Hebertburgh,Apartment,1558681,Sold
P00951,"PSC 8951, Box 8092, APO AA 43721",New Mikayla,Land,1832598,Sold
P00952,"5471 Fisher Springs, Penaborough, CT 96409",Sarahshire,Apartment,358274,Sold
P00953,"3547 David Circles, Alexandriabury, WY 67376",Lake Katie,Land,1936148,Sold
P00954,"478 Gutierrez Square Apt. 236, New Abigail, AL 88478",North Brandon,House,1503641,Available
P00955,"3362 Sara Mission Suite 751, Lake Kellyberg, KY 89518",Jacobsside,House,894486,Available
P00956,"3559 Brown Plains, Erikmouth, MT 51329",New Nicole,Apartment,754911,Available
P00957,"642 Hailey Islands Suite 672, Lake Michael, FM 21404",South Heidiport,Condo,255721,Sold
P00958,"911 Duncan Crossing Apt. 727, New Austin, FM 96201",West Jasonmouth,House,558361,Available
P00959,"4831 Rogers Views, West Mark, WI 31296",East Kimberly,House,1940094,Sold
P00960,"59507 Shannon Forest Apt. 434, South Justinborough, NJ 50060",Fishermouth,Apartment,1864501,Sold
P00961,"349 Seth Courts Apt. 456, East Katherineport, ME 03259",West Aaron,Condo,976381,Available
P00962,"0207 Matthew Trafficway, Port Toniview, RI 19001",North John,Land,1175973,Available
P00963,"17236 Harding Parkways, Patriciaville, AL 52995",East Ruth,Condo,915938,Available
P00964,"52498 Mason Plains, Port Kennethchester, PR 22933",Mooreberg,Apartment,758540,Rented
P00965,"927 Austin Spur, East Valerie, CT 75978",New Lauratown,Condo,1341552,Sold
P00966,"PSC 4183, Box 4821, APO AA 81382",Aaronfort,Condo,259281,Rented
P00967,"7007 Aaron Wall Suite 760, West Diane, CA 94731",Lake Christopher,House,308173,Sold
P00968,"55830 Vanessa Course, Virginiatown, ME 94302",Youngmouth,Apartment,1582332,Sold
P00969,"1071 Tate Lights, Manningview, UT 16004",Charlesland,Apartment,430137,Available
P00970,"Unit 5628 Box 5384, DPO AP 75500",Stephaniebury,House,325202,Available
P00971,"60909 Michael Greens, Smithtown, MS 03856",Elliottton,Condo,1070151,Rented
P00972,"19462 Haley Brooks, Warrenport, MS 34519",Ryanbury,House,623492,Sold
P00973,"646 Jennifer Courts Apt. 315, Port Victoria, PR 17306",Rachelmouth,Land,799700,Available
P00974,"720 Justin Greens, Hoganmouth, NV 82750",Kimberlyton,Apartment,1491650,Sold
P00975,"USCGC Burgess, FPO AA 68192",South Stevenmouth,Apartment,1659225,Sold
P00976,"208 John Square, West Kayla, ND 18640",Wheelerchester,House,787889,Sold
P00977,"09385 Kristy Walk, Hallside, AL 88933",Clementsborough,Condo,258515,Sold
P00978,"9981 Timothy Parks, West Angelamouth, MN 31500",West Eric,House,1035326,Available
P00979,"94546 Pearson Courts Apt. 495, Abigailfurt, MS 43548",Lindseytown,Condo,1246711,Sold
P00980,"2048 Thompson Falls Apt. 995, West Tiffanymouth, MH 46768",Katherinebury,Land,594669,Sold
P00981,"06226 Smith Pike Suite 923, New Adam, IL 25383",Port Davidland,Land,886522,Available
P00982,"Unit 9926 Box 6606, DPO AE 52492",Travismouth,Condo,663435,Rented
P00983,"03249 Jesus Mount, South Shelley, NV 10293",Alexandrachester,Condo,331871,Rented
P00984,"USCGC Robinson, FPO AA 73732",New Jose,Land,1896450,Available
P00985,"70056 Meghan Pines, Parsonstown, AS 08842",East Alicia,Condo,693149,Rented
P00986,"92274 Pearson Fields, Taylormouth, DC 98620",East Parker,Condo,554750,Available
P00987,"13521 Price Well, Lake Albert, PA 86176",South Joshualand,Condo,81161,Available
P00988,"318 Joshua Corners Suite 146, Jordanstad, WI 02222",New Robert,Apartment,1086768,Available
P00989,"087 Campbell Haven, Pinedastad, NV 92040",Velasquezberg,Condo,1268261,Available
P00990,"4242 Carpenter Drives, Walkershire, SC 66441",East Brian,Apartment,72168,Rented
P00991,"1214 Bailey Inlet Suite 937, Murphyborough, AS 47373",Bakerbury,House,1919146,Sold
P00992,"7556 Edwin Lights, New Jamie, OH 46538",Fosterbury,House,1052367,Rented
P00993,"USNS Lopez, FPO AA 60204",Meganberg,House,897063,Rented
P00994,"883 Rhonda Park Apt. 240, New Theresaberg, AK 45485",Perryburgh,Apartment,1318039,Rented
P00995,"9053 Linda Shore, Lake Kevin, WI 88659",Lake Denise,House,1826146,Rented
P00996,"41080 Moreno Spurs Apt. 572, Christopherchester, MS 41319",West Kathrynfurt,Apartment,260771,Rented
P00997,"77428 Ricardo Via Suite 181, Sarahshire, FL 82509",North Scottmouth,Apartment,1016099,Sold
P00998,"899 Billy Wall, Kevinchester, PW 78286",Alvarezchester,Apartment,795127,Rented
P00999,"120 Krystal Coves, West Yeseniatown, NC 84738",Robertborough,Apartment,519298,Sold
P01000,"255 Proctor Flat Suite 548, East Jennifer, ID 17495",Huffmanland,Apartment,1330403,Available
