bookingID,guestID,roomID,checkIn,checkOut,status
B13020,G00620,R0592,2025-01-25,,Confirmed
B13021,G01832,R0496,2023-08-13,,Cancelled
B13022,G00092,R0226,2023-06-30,2023-06-30,Checked Out
B13023,G01326,R0267,2024-01-19,2024-01-19,Cancelled
B13024,G00502,R0293,2025-05-04,2025-05-04,Checked In
B13025,G00839,R0415,2023-12-01,2023-12-01,Checked Out
B13026,G00661,R0398,2024-10-12,2024-10-12,Confirmed
B13027,G01857,R0076,2023-11-27,2023-11-27,Confirmed
B13028,G01956,R0834,2023-08-06,,Cancelled
B13029,G00069,R0480,2025-06-04,2025-06-04,Checked Out
B13030,G00065,R0599,2024-09-09,,Cancelled
B13031,G01867,R0188,2023-12-24,2023-12-24,Confirmed
B13032,G00560,R0157,2025-03-04,2025-03-04,Confirmed
B13033,G00255,R0071,2024-05-01,,Cancelled
B13034,G01815,R0356,2023-09-03,2023-09-03,Checked Out
B13035,G00751,R0419,2024-06-20,2024-06-20,Confirmed
B13036,G00489,R0113,2025-03-22,2025-03-22,Cancelled
B13037,G00227,R0674,2024-01-17,2024-01-17,Confirmed
B13038,G01861,R0798,2024-09-17,2024-09-17,Checked Out
B13039,G00241,R0900,2024-09-27,2024-09-27,Checked Out
B13040,G00390,R0327,2025-03-14,2025-03-14,Cancelled
B13041,G01699,R0712,2023-07-11,2023-07-11,Checked Out
B13042,G00618,R0697,2023-10-21,2023-10-21,Checked In
B13043,G01936,R0632,2024-01-05,2024-01-05,Checked Out
B13044,G01175,R0752,2024-05-10,2024-05-10,Cancelled
B13045,G01850,R0817,2024-10-15,2024-10-15,Confirmed
B13046,G00504,R0863,2024-10-01,,Cancelled
B13047,G01510,R0324,2025-06-13,2025-06-13,Confirmed
B13048,G01960,R0940,2024-05-01,2024-05-01,Confirmed
B13049,G01185,R0725,2025-05-22,2025-05-22,Checked Out
B13050,G01646,R0798,2023-08-20,2023-08-20,Checked Out
B13051,G00025,R0871,2024-10-12,2024-10-12,Checked In
B13052,G01965,R0479,2024-03-26,,Cancelled
B13053,G01343,R0993,2024-10-28,,Checked Out
B13054,G00332,R0844,2023-09-24,,Confirmed
B13055,G00322,R0502,2025-03-21,,Checked Out
B13056,G00098,R0550,2024-04-08,2024-04-08,Confirmed
B13057,G00590,R0203,2023-11-04,2023-11-04,Checked Out
B13058,G00330,R0541,2024-06-08,2024-06-08,Checked Out
B13059,G00732,R0680,2025-03-25,2025-03-25,Checked In
B13060,G01038,R0468,2023-11-19,2023-11-19,Confirmed
B13061,G00570,R0368,2025-05-28,,Checked In
B13062,G01076,R0729,2023-08-11,2023-08-11,Cancelled
B13063,G01872,R0215,2025-03-15,2025-03-15,Cancelled
B13064,G01733,R0507,2024-02-23,,Checked In
B13065,G00432,R0885,2024-04-29,2024-04-29,Confirmed
B13066,G00116,R0988,2025-03-08,2025-03-08,Checked In
B13067,G00992,R0342,2025-03-26,,Cancelled
B13068,G00630,R0558,2023-07-24,2023-07-24,Cancelled
B13069,G01004,R0612,2024-08-21,2024-08-21,Checked In
B13070,G01170,R0687,2023-10-19,2023-10-19,Checked Out
B13071,G00788,R0175,2024-01-01,2024-01-01,Cancelled
B13072,G01179,R0898,2025-02-08,2025-02-08,Checked Out
B13073,G01443,R0077,2024-05-10,2024-05-10,Confirmed
B13074,G00690,R0519,2024-05-25,2024-05-25,Checked In
B13075,G00353,R0260,2024-10-28,2024-10-28,Cancelled
B13076,G00173,R0623,2023-10-29,2023-10-29,Checked In
B13077,G01380,R0515,2025-06-11,2025-06-11,Checked In
B13078,G01101,R0197,2023-12-19,2023-12-19,Checked In
B13079,G01738,R0251,2023-09-08,2023-09-08,Checked In
B13080,G01857,R0545,2024-10-01,,Cancelled
B13081,G01291,R0813,2025-02-10,2025-02-10,Checked Out
B13082,G01525,R0075,2025-01-11,2025-01-11,Cancelled
B13083,G01717,R0726,2024-07-24,2024-07-24,Checked In
B13084,G00041,R0424,2024-04-23,2024-04-23,Checked Out
B13085,G00476,R0618,2025-05-18,,Confirmed
B13086,G01010,R0813,2024-10-24,2024-10-24,Cancelled
B13087,G01133,R0877,2024-06-28,,Checked In
B13088,G00092,R0320,2024-05-12,2024-05-12,Checked In
B13089,G00085,R0759,2024-12-03,2024-12-03,Cancelled
B13090,G00427,R0552,2023-09-19,2023-09-19,Cancelled
B13091,G01074,R0674,2023-07-26,,Checked In
B13092,G00435,R0351,2024-01-28,,Confirmed
B13093,G01321,R0097,2025-03-15,,Checked Out
B13094,G01734,R0083,2024-02-27,2024-02-27,Checked Out
B13095,G00131,R0867,2024-02-04,2024-02-04,Checked Out
B13096,G00183,R0258,2024-04-16,,Confirmed
B13097,G00389,R0447,2025-03-06,2025-03-06,Checked Out
B13098,G00587,R0206,2023-07-28,2023-07-28,Cancelled
B13099,G00156,R0973,2024-05-21,2024-05-21,Checked In
B13100,G01604,R0196,2023-11-08,,Checked In
B13101,G01695,R0051,2024-06-30,2024-06-30,Checked In
B13102,G00098,R0070,2024-03-22,2024-03-22,Checked In
B13103,G00936,R0634,2024-07-22,,Checked In
B13104,G00333,R0149,2024-02-01,2024-02-01,Cancelled
B13105,G01177,R0537,2024-10-26,2024-10-26,Checked Out
B13106,G00627,R0460,2024-04-16,,Checked In
B13107,G00264,R0535,2024-12-28,2024-12-28,Checked In
B13108,G01442,R0942,2023-08-05,2023-08-05,Confirmed
B13109,G00805,R0005,2025-03-02,2025-03-02,Cancelled
B13110,G01518,R0092,2024-10-06,2024-10-06,Cancelled
B13111,G00713,R0071,2023-10-18,2023-10-18,Confirmed
B13112,G00746,R0918,2024-04-26,2024-04-26,Checked In
B13113,G01283,R0574,2024-11-11,2024-11-11,Cancelled
B13114,G01017,R0807,2023-08-19,2023-08-19,Checked In
B13115,G00434,R0090,2023-07-09,2023-07-09,Checked In
B13116,G01272,R0603,2024-05-16,2024-05-16,Confirmed
B13117,G01348,R0311,2023-10-18,2023-10-18,Checked In
B13118,G00771,R0725,2024-08-20,,Confirmed
B13119,G01663,R0541,2023-12-21,2023-12-21,Confirmed
B13120,G01000,R0923,2025-02-21,2025-02-21,Checked Out
B13121,G00608,R0870,2024-11-21,2024-11-21,Confirmed
B13122,G01068,R0533,2024-01-10,,Cancelled
B13123,G00704,R0500,2024-11-11,2024-11-11,Cancelled
B13124,G00588,R0312,2024-01-01,2024-01-01,Checked In
B13125,G00866,R0272,2024-01-29,2024-01-29,Confirmed
B13126,G00892,R0340,2025-01-22,2025-01-22,Checked Out
B13127,G01672,R0802,2023-09-06,,Cancelled
B13128,G01409,R0987,2025-06-08,2025-06-08,Cancelled
B13129,G01525,R0694,2024-12-11,2024-12-11,Checked Out
B13130,G00399,R0273,2025-05-10,,Checked Out
B13131,G00416,R0616,2024-12-16,2024-12-16,Confirmed
B13132,G01964,R0142,2024-08-20,2024-08-20,Confirmed
B13133,G00074,R0180,2023-11-07,2023-11-07,Checked Out
B13134,G00058,R0884,2023-06-24,2023-06-24,Checked Out
B13135,G01046,R0575,2024-12-10,2024-12-10,Checked Out
B13136,G00809,R0482,2024-01-07,,Checked In
B13137,G01403,R0981,2024-08-15,2024-08-15,Cancelled
B13138,G01304,R0074,2024-07-10,2024-07-10,Confirmed
B13139,G01897,R0288,2023-11-26,2023-11-26,Confirmed
B13140,G01538,R0957,2025-05-08,2025-05-08,Cancelled
B13141,G01589,R0750,2025-05-13,2025-05-13,Checked In
B13142,G00407,R0867,2024-04-20,2024-04-20,Checked Out
B13143,G01285,R0904,2024-01-03,2024-01-03,Confirmed
B13144,G01312,R0090,2025-03-27,2025-03-27,Checked Out
B13145,G01198,R0859,2025-02-26,2025-02-26,Cancelled
B13146,G01893,R0608,2025-01-19,2025-01-19,Cancelled
B13147,G01395,R0252,2024-07-18,,Checked Out
B13148,G00203,R0724,2023-12-29,2023-12-29,Checked In
B13149,G00133,R0390,2024-12-08,2024-12-08,Confirmed
B13150,G01777,R0963,2023-07-15,,Cancelled
B13151,G01371,R0655,2023-07-16,2023-07-16,Checked In
B13152,G01396,R0165,2025-01-04,2025-01-04,Checked In
B13153,G01948,R0631,2025-06-07,,Checked Out
B13154,G00344,R0809,2024-10-13,2024-10-13,Checked In
B13155,G01330,R0512,2024-12-24,2024-12-24,Checked Out
B13156,G01948,R0054,2024-02-18,2024-02-18,Confirmed
B13157,G01679,R0349,2023-06-29,,Cancelled
B13158,G00528,R0815,2023-07-16,2023-07-16,Confirmed
B13159,G00755,R0613,2024-10-09,2024-10-09,Checked In
B13160,G01113,R0124,2023-09-15,,Confirmed
B13161,G01299,R0766,2024-10-07,,Checked Out
B13162,G00801,R0657,2024-02-28,2024-02-28,Cancelled
B13163,G00989,R0211,2024-03-24,,Confirmed
B13164,G01967,R0171,2023-09-04,2023-09-04,Checked In
B13165,G00699,R0641,2024-10-28,2024-10-28,Cancelled
B13166,G01621,R0505,2023-12-15,2023-12-15,Cancelled
B13167,G01829,R0763,2024-09-20,2024-09-20,Checked In
B13168,G01740,R0410,2024-07-04,2024-07-04,Checked Out
B13169,G00371,R0467,2024-09-17,2024-09-17,Confirmed
B13170,G00741,R0955,2023-09-16,2023-09-16,Cancelled
B13171,G01059,R0337,2024-06-09,2024-06-09,Checked In
B13172,G00943,R0087,2024-06-16,2024-06-16,Confirmed
B13173,G00580,R0837,2024-06-14,2024-06-14,Confirmed
B13174,G01990,R0130,2023-06-21,2023-06-21,Cancelled
B13175,G00570,R0408,2024-12-10,2024-12-10,Checked Out
B13176,G01000,R0334,2023-06-20,,Checked Out
B13177,G00160,R0167,2024-02-10,2024-02-10,Checked Out
B13178,G01355,R0825,2025-01-16,2025-01-16,Cancelled
B13179,G01400,R0626,2023-10-05,,Checked In
B13180,G00978,R0252,2024-04-04,,Checked Out
B13181,G00328,R0121,2025-02-06,2025-02-06,Checked In
B13182,G00784,R0117,2025-02-03,2025-02-03,Checked In
B13183,G01876,R0401,2023-07-01,2023-07-01,Confirmed
B13184,G01473,R0967,2024-03-10,2024-03-10,Cancelled
B13185,G00081,R0910,2024-07-11,,Checked In
B13186,G00006,R0173,2024-11-08,2024-11-08,Checked In
B13187,G01386,R0757,2024-04-10,2024-04-10,Checked Out
B13188,G00101,R0030,2024-11-27,2024-11-27,Cancelled
B13189,G01208,R0840,2024-09-25,2024-09-25,Confirmed
B13190,G00296,R0320,2025-06-04,2025-06-04,Confirmed
B13191,G00434,R0828,2024-03-19,2024-03-19,Cancelled
B13192,G00859,R0438,2025-04-05,2025-04-05,Cancelled
B13193,G00509,R0455,2025-04-22,2025-04-22,Cancelled
B13194,G01453,R0844,2024-10-19,2024-10-19,Cancelled
B13195,G00284,R0822,2023-06-24,2023-06-24,Checked In
B13196,G00072,R0711,2024-04-09,2024-04-09,Confirmed
B13197,G00445,R0436,2023-12-11,2023-12-11,Cancelled
B13198,G01545,R0467,2024-05-09,2024-05-09,Confirmed
B13199,G00358,R0383,2024-08-29,2024-08-29,Confirmed
B13200,G01891,R0274,2024-05-19,2024-05-19,Cancelled
B13201,G01667,R0177,2024-09-26,2024-09-26,Confirmed
B13202,G01529,R0180,2024-05-22,2024-05-22,Cancelled
B13203,G01699,R0726,2024-06-25,2024-06-25,Checked In
B13204,G00272,R0087,2023-09-30,2023-09-30,Checked Out
B13205,G01896,R0367,2023-06-19,2023-06-19,Checked In
B13206,G01555,R0763,2024-12-28,2024-12-28,Confirmed
B13207,G00299,R0433,2024-01-29,2024-01-29,Cancelled
B13208,G00502,R0217,2024-10-16,2024-10-16,Checked Out
B13209,G01383,R0257,2024-10-10,2024-10-10,Checked Out
B13210,G00904,R0311,2025-06-13,,Cancelled
B13211,G00247,R0457,2024-12-28,,Checked Out
B13212,G00144,R0468,2024-10-09,2024-10-09,Confirmed
B13213,G00135,R0702,2024-07-13,2024-07-13,Checked Out
B13214,G01711,R0531,2024-02-04,,Cancelled
B13215,G01339,R0032,2024-12-07,,Checked In
B13216,G01415,R0031,2025-02-06,2025-02-06,Cancelled
B13217,G01190,R0577,2024-07-08,,Checked Out
B13218,G01994,R0176,2024-01-22,2024-01-22,Checked Out
B13219,G01334,R0861,2023-10-13,,Checked In
B13220,G01145,R0757,2025-04-28,,Cancelled
B13221,G01294,R0148,2025-04-11,2025-04-11,Checked In
B13222,G01314,R0929,2024-04-28,2024-04-28,Checked In
B13223,G01177,R0133,2025-02-18,2025-02-18,Cancelled
B13224,G01371,R0074,2025-03-02,2025-03-02,Confirmed
B13225,G00665,R0730,2025-06-11,2025-06-11,Checked Out
B13226,G01838,R0660,2023-11-14,2023-11-14,Confirmed
B13227,G00488,R0772,2023-12-06,2023-12-06,Confirmed
B13228,G00998,R0210,2024-07-05,,Confirmed
B13229,G01389,R0361,2024-02-14,2024-02-14,Cancelled
B13230,G01494,R0385,2024-01-14,2024-01-14,Checked In
B13231,G00661,R0694,2024-02-21,2024-02-21,Confirmed
B13232,G00394,R0790,2023-10-25,2023-10-25,Checked In
B13233,G00790,R0296,2025-05-20,2025-05-20,Cancelled
B13234,G01372,R0067,2024-08-05,2024-08-05,Confirmed
B13235,G01369,R0024,2025-01-30,2025-01-30,Cancelled
B13236,G00990,R0727,2024-01-13,2024-01-13,Checked Out
B13237,G00143,R0561,2024-04-10,2024-04-10,Confirmed
B13238,G00616,R0071,2024-03-30,2024-03-30,Cancelled
B13239,G01586,R0127,2024-07-24,2024-07-24,Checked In
B13240,G00898,R0249,2023-08-13,2023-08-13,Cancelled
B13241,G00127,R0481,2024-09-28,2024-09-28,Confirmed
B13242,G01704,R0764,2024-07-12,2024-07-12,Checked In
B13243,G01161,R0201,2025-05-20,2025-05-20,Checked In
B13244,G00246,R0694,2024-01-01,2024-01-01,Checked In
B13245,G01091,R0433,2023-06-25,2023-06-25,Checked Out
B13246,G00746,R0945,2024-08-20,2024-08-20,Cancelled
B13247,G01096,R0014,2024-11-30,2024-11-30,Checked In
B13248,G01998,R0057,2024-05-30,2024-05-30,Cancelled
B13249,G01872,R0466,2023-08-05,2023-08-05,Cancelled
B13250,G01040,R0156,2023-12-08,2023-12-08,Checked Out
B13251,G01902,R0568,2024-01-25,,Confirmed
B13252,G00877,R0586,2023-10-27,2023-10-27,Cancelled
B13253,G01180,R0476,2023-08-01,2023-08-01,Checked Out
B13254,G00991,R0132,2025-04-05,,Checked In
B13255,G01796,R0888,2024-02-08,2024-02-08,Checked Out
B13256,G01864,R0973,2025-04-12,2025-04-12,Confirmed
B13257,G01771,R0432,2023-08-31,2023-08-31,Confirmed
B13258,G01437,R0394,2025-04-18,,Cancelled
B13259,G01362,R0552,2023-08-15,2023-08-15,Confirmed
B13260,G00523,R0186,2023-12-08,2023-12-08,Checked Out
B13261,G01546,R0566,2023-09-13,2023-09-13,Checked In
B13262,G00964,R0990,2023-08-14,2023-08-14,Checked In
B13263,G00142,R0989,2025-04-23,2025-04-23,Confirmed
B13264,G01543,R0845,2025-02-14,2025-02-14,Checked Out
B13265,G00367,R0766,2025-02-28,2025-02-28,Confirmed
B13266,G01383,R0427,2024-07-20,2024-07-20,Cancelled
B13267,G01574,R0243,2023-09-02,,Checked In
B13268,G01081,R0202,2024-08-13,2024-08-13,Checked In
B13269,G01255,R0964,2024-10-17,2024-10-17,Checked In
B13270,G00675,R0047,2023-11-13,2023-11-13,Cancelled
B13271,G01472,R0112,2025-03-29,2025-03-29,Checked Out
B13272,G00856,R0209,2024-03-10,2024-03-10,Cancelled
B13273,G01629,R0103,2024-11-06,2024-11-06,Checked In
B13274,G00251,R0123,2024-09-27,,Checked Out
B13275,G00414,R0278,2024-07-25,,Checked In
B13276,G00608,R0021,2025-03-16,2025-03-16,Checked In
B13277,G00462,R0712,2025-06-14,,Cancelled
B13278,G01552,R0785,2024-01-09,2024-01-09,Confirmed
B13279,G01112,R0459,2024-12-20,2024-12-20,Checked Out
B13280,G01058,R0804,2025-02-24,2025-02-24,Checked In
B13281,G00742,R0596,2024-05-21,2024-05-21,Checked In
B13282,G01320,R0198,2024-07-01,2024-07-01,Checked Out
B13283,G01358,R0122,2025-06-02,,Cancelled
B13284,G01950,R0856,2023-12-17,2023-12-17,Confirmed
B13285,G00447,R0507,2024-03-10,,Checked In
B13286,G01416,R0722,2024-09-08,2024-09-08,Checked Out
B13287,G00729,R0096,2024-04-18,2024-04-18,Checked Out
B13288,G00768,R0185,2024-01-02,2024-01-02,Cancelled
B13289,G00251,R0318,2025-03-30,2025-03-30,Cancelled
B13290,G00616,R0732,2025-05-18,2025-05-18,Confirmed
B13291,G01478,R0431,2025-06-04,2025-06-04,Confirmed
B13292,G01709,R0210,2025-02-03,,Cancelled
B13293,G00526,R0326,2024-03-04,2024-03-04,Checked Out
B13294,G01482,R0217,2023-09-23,2023-09-23,Checked Out
B13295,G00965,R0807,2023-10-28,2023-10-28,Cancelled
B13296,G01645,R0230,2024-05-13,2024-05-13,Confirmed
B13297,G01228,R0284,2024-03-05,,Checked Out
B13298,G00968,R0910,2023-08-31,2023-08-31,Checked In
B13299,G00080,R0555,2024-03-02,,Checked Out
B13300,G00178,R0092,2024-12-25,2024-12-25,Checked In
B13301,G00241,R0374,2024-09-09,,Checked Out
B13302,G01687,R0816,2025-01-28,2025-01-28,Checked In
B13303,G01250,R0050,2023-11-10,2023-11-10,Checked Out
B13304,G01205,R0436,2023-08-23,2023-08-23,Confirmed
B13305,G00364,R0317,2023-11-23,,Checked Out
B13306,G01501,R0658,2025-03-13,,Checked In
B13307,G00934,R0638,2024-02-08,,Checked Out
B13308,G00587,R0544,2024-01-30,2024-01-30,Checked Out
B13309,G01417,R0759,2024-07-07,2024-07-07,Checked Out
B13310,G00099,R0495,2023-06-26,2023-06-26,Confirmed
B13311,G00305,R0380,2024-06-27,2024-06-27,Confirmed
B13312,G01811,R0857,2023-08-18,,Checked In
B13313,G01178,R0123,2025-03-06,2025-03-06,Confirmed
B13314,G01914,R0896,2025-06-16,2025-06-16,Checked In
B13315,G00833,R0754,2025-04-17,2025-04-17,Checked In
B13316,G00082,R0573,2025-01-08,2025-01-08,Cancelled
B13317,G00508,R0458,2024-10-26,2024-10-26,Checked Out
B13318,G00595,R0432,2023-08-11,2023-08-11,Cancelled
B13319,G01098,R0646,2025-03-05,2025-03-05,Confirmed
B13320,G00997,R0349,2024-04-04,2024-04-04,Confirmed
B13321,G01375,R0462,2024-01-06,2024-01-06,Checked In
B13322,G01218,R0129,2024-04-07,2024-04-07,Confirmed
B13323,G01856,R0237,2024-10-18,2024-10-18,Cancelled
B13324,G00835,R0763,2024-01-07,2024-01-07,Checked In
B13325,G00578,R0358,2024-03-18,,Checked In
B13326,G00730,R0855,2023-12-23,2023-12-23,Cancelled
B13327,G01619,R0751,2025-04-06,2025-04-06,Cancelled
B13328,G01323,R0861,2025-01-04,2025-01-04,Checked Out
B13329,G00829,R0375,2023-07-14,2023-07-14,Checked In
B13330,G01499,R0564,2025-05-18,2025-05-18,Confirmed
B13331,G01228,R0422,2024-11-27,2024-11-27,Confirmed
B13332,G01739,R0476,2023-07-19,2023-07-19,Checked Out
B13333,G00893,R0433,2025-01-18,2025-01-18,Checked In
B13334,G01581,R0816,2024-10-24,2024-10-24,Checked In
B13335,G01071,R0978,2023-07-01,2023-07-01,Checked In
B13336,G01310,R0998,2023-10-18,2023-10-18,Checked In
B13337,G01300,R0753,2024-10-29,,Checked In
B13338,G01263,R0470,2025-01-08,2025-01-08,Confirmed
B13339,G01037,R0155,2024-03-08,2024-03-08,Cancelled
B13340,G01397,R0135,2025-02-26,2025-02-26,Checked In
B13341,G01309,R0130,2024-10-28,2024-10-28,Checked Out
B13342,G01764,R0277,2024-11-12,,Checked Out
B13343,G01994,R0962,2024-07-01,2024-07-01,Confirmed
B13344,G01711,R0726,2024-10-20,2024-10-20,Confirmed
B13345,G01851,R0352,2024-05-04,2024-05-04,Confirmed
B13346,G01344,R0081,2024-04-01,2024-04-01,Checked Out
B13347,G00420,R0960,2024-05-24,2024-05-24,Checked In
B13348,G01671,R0826,2024-05-11,,Confirmed
B13349,G01424,R0062,2024-02-22,2024-02-22,Confirmed
B13350,G00745,R0564,2025-04-07,2025-04-07,Cancelled
B13351,G01163,R1000,2023-12-22,2023-12-22,Cancelled
B13352,G01334,R0139,2024-02-15,2024-02-15,Confirmed
B13353,G01074,R0853,2024-08-27,2024-08-27,Cancelled
B13354,G01636,R0891,2025-03-29,2025-03-29,Cancelled
B13355,G01337,R0373,2024-10-23,2024-10-23,Checked In
B13356,G00510,R0619,2023-08-31,2023-08-31,Confirmed
B13357,G01458,R0703,2024-01-08,2024-01-08,Confirmed
B13358,G00515,R0736,2024-03-01,2024-03-01,Confirmed
B13359,G00412,R0083,2024-01-19,2024-01-19,Cancelled
B13360,G01904,R0809,2023-08-15,2023-08-15,Checked In
B13361,G00118,R0114,2024-11-25,2024-11-25,Cancelled
B13362,G01630,R0120,2024-01-15,2024-01-15,Confirmed
B13363,G00233,R0516,2024-05-04,2024-05-04,Confirmed
B13364,G00281,R0325,2024-01-07,2024-01-07,Checked Out
B13365,G00570,R0583,2025-04-08,2025-04-08,Checked In
B13366,G01166,R0883,2024-06-09,2024-06-09,Cancelled
B13367,G00773,R0904,2024-05-02,2024-05-02,Confirmed
B13368,G01070,R0486,2024-12-18,2024-12-18,Checked In
B13369,G00861,R0807,2024-11-28,,Checked In
B13370,G00739,R0718,2023-12-07,2023-12-07,Confirmed
B13371,G00921,R0195,2025-01-26,2025-01-26,Confirmed
B13372,G01993,R0772,2025-03-08,2025-03-08,Cancelled
B13373,G00583,R0069,2024-01-18,,Confirmed
B13374,G00710,R0401,2025-06-09,2025-06-09,Confirmed
B13375,G01785,R0829,2024-09-30,2024-09-30,Checked In
B13376,G01152,R0861,2023-12-19,2023-12-19,Confirmed
B13377,G01665,R0294,2023-09-02,2023-09-02,Checked In
B13378,G00873,R0742,2023-08-06,2023-08-06,Confirmed
B13379,G01715,R0094,2025-04-25,2025-04-25,Cancelled
B13380,G01917,R0505,2025-06-06,2025-06-06,Checked In
B13381,G01822,R0302,2023-08-24,2023-08-24,Checked Out
B13382,G00133,R0629,2024-02-02,2024-02-02,Cancelled
B13383,G00440,R0438,2023-10-23,2023-10-23,Confirmed
B13384,G00887,R0953,2025-04-13,2025-04-13,Checked In
B13385,G01014,R0587,2024-08-14,2024-08-14,Cancelled
B13386,G01615,R0048,2023-10-11,2023-10-11,Checked In
B13387,G01893,R0028,2023-09-06,2023-09-06,Cancelled
B13388,G00618,R0758,2023-11-29,,Confirmed
B13389,G01601,R0765,2025-03-12,2025-03-12,Confirmed
B13390,G00459,R0141,2025-02-27,,Confirmed
B13391,G00439,R0145,2023-07-08,2023-07-08,Confirmed
B13392,G00738,R0046,2024-05-13,2024-05-13,Checked Out
B13393,G00588,R0245,2024-01-25,2024-01-25,Cancelled
B13394,G00007,R0429,2025-04-09,2025-04-09,Checked Out
B13395,G01540,R0065,2024-10-08,2024-10-08,Checked In
B13396,G00573,R0655,2024-04-20,2024-04-20,Checked In
B13397,G00432,R0066,2024-02-17,2024-02-17,Cancelled
B13398,G00981,R0275,2023-10-21,2023-10-21,Checked In
B13399,G00052,R0174,2024-08-19,2024-08-19,Confirmed
B13400,G00002,R0233,2024-07-27,2024-07-27,Checked In
B13401,G01466,R0329,2023-07-18,2023-07-18,Confirmed
B13402,G00629,R0259,2024-11-11,2024-11-11,Confirmed
B13403,G01612,R0828,2025-05-23,2025-05-23,Checked In
B13404,G00719,R0947,2025-02-21,2025-02-21,Cancelled
B13405,G00219,R0457,2023-06-28,2023-06-28,Checked In
B13406,G01747,R0333,2025-05-09,2025-05-09,Confirmed
B13407,G00817,R0412,2023-07-03,,Cancelled
B13408,G01811,R0685,2023-06-26,2023-06-26,Checked In
B13409,G00458,R0539,2024-04-17,2024-04-17,Checked Out
B13410,G00803,R0081,2025-03-06,2025-03-06,Checked In
B13411,G01511,R0836,2024-07-12,2024-07-12,Cancelled
B13412,G00437,R0651,2024-12-23,2024-12-23,Checked Out
B13413,G01751,R0458,2023-10-08,2023-10-08,Checked Out
B13414,G00717,R0553,2023-12-16,2023-12-16,Confirmed
B13415,G00281,R0443,2025-04-19,2025-04-19,Cancelled
B13416,G00338,R0440,2024-01-09,2024-01-09,Checked Out
B13417,G01689,R0152,2024-02-04,,Checked In
B13418,G00122,R0590,2024-09-08,2024-09-08,Confirmed
B13419,G00915,R0099,2023-07-29,2023-07-29,Checked In
B13420,G00271,R0323,2024-06-01,2024-06-01,Cancelled
B13421,G01306,R0178,2024-03-13,2024-03-13,Confirmed
B13422,G00603,R0913,2024-06-14,,Cancelled
B13423,G01633,R0483,2024-12-27,2024-12-27,Cancelled
B13424,G01847,R0496,2023-12-07,2023-12-07,Checked Out
B13425,G00133,R0430,2024-04-04,2024-04-04,Checked Out
B13426,G01940,R0156,2024-08-18,2024-08-18,Confirmed
B13427,G01931,R0415,2024-01-10,,Checked In
B13428,G00155,R0622,2023-07-13,2023-07-13,Confirmed
B13429,G01372,R0556,2025-03-15,2025-03-15,Cancelled
B13430,G01965,R0576,2024-09-17,,Confirmed
B13431,G01782,R0305,2024-03-06,2024-03-06,Checked Out
B13432,G01913,R0752,2023-07-07,2023-07-07,Checked In
B13433,G01416,R0684,2024-02-20,,Checked Out
B13434,G01267,R0438,2023-09-08,2023-09-08,Cancelled
B13435,G00591,R0731,2023-08-06,2023-08-06,Cancelled
B13436,G00007,R0047,2023-08-11,2023-08-11,Confirmed
B13437,G01038,R0067,2025-05-19,2025-05-19,Checked In
B13438,G00225,R0173,2025-01-13,2025-01-13,Checked In
B13439,G00107,R0868,2025-04-24,2025-04-24,Checked Out
B13440,G01674,R0527,2023-08-07,2023-08-07,Checked In
B13441,G00473,R0379,2024-01-20,2024-01-20,Checked Out
B13442,G00081,R0542,2025-05-15,,Cancelled
B13443,G01004,R0250,2025-06-14,,Checked In
B13444,G00700,R0575,2024-01-22,2024-01-22,Confirmed
B13445,G01229,R0721,2023-10-23,2023-10-23,Cancelled
B13446,G00257,R0960,2023-06-27,2023-06-27,Checked Out
B13447,G01980,R0139,2023-08-20,2023-08-20,Cancelled
B13448,G00186,R0036,2023-07-27,2023-07-27,Checked In
B13449,G01402,R0171,2025-04-24,2025-04-24,Checked In
B13450,G00880,R0418,2024-06-24,,Checked In
B13451,G00002,R0396,2025-01-07,2025-01-07,Confirmed
B13452,G00297,R0771,2024-04-21,2024-04-21,Confirmed
B13453,G01749,R0254,2025-01-09,2025-01-09,Checked Out
B13454,G00853,R0978,2023-09-29,2023-09-29,Confirmed
B13455,G00557,R0247,2023-08-16,,Cancelled
B13456,G00521,R0469,2023-08-05,2023-08-05,Checked In
B13457,G01397,R0454,2024-02-26,2024-02-26,Confirmed
B13458,G00243,R0173,2025-02-20,2025-02-20,Checked In
B13459,G01478,R0020,2025-01-31,2025-01-31,Cancelled
B13460,G00435,R0055,2025-04-24,2025-04-24,Cancelled
B13461,G00755,R0431,2024-11-30,2024-11-30,Checked Out
B13462,G01762,R0339,2025-02-21,2025-02-21,Cancelled
B13463,G01676,R0471,2024-06-18,2024-06-18,Confirmed
B13464,G01074,R0011,2024-01-14,2024-01-14,Checked In
B13465,G01555,R0625,2025-01-06,2025-01-06,Confirmed
B13466,G01820,R0568,2023-10-10,2023-10-10,Confirmed
B13467,G00529,R0161,2023-10-27,2023-10-27,Confirmed
B13468,G01070,R0530,2024-03-13,,Confirmed
B13469,G00913,R0637,2023-06-29,2023-06-29,Checked In
B13470,G01216,R0490,2025-02-18,2025-02-18,Checked In
B13471,G00031,R0173,2023-07-13,2023-07-13,Confirmed
B13472,G00926,R0584,2025-03-14,2025-03-14,Confirmed
B13473,G01317,R0910,2025-01-05,2025-01-05,Cancelled
B13474,G01240,R0776,2023-11-25,2023-11-25,Checked In
B13475,G00680,R0374,2024-12-02,,Cancelled
