serviceID,bookingID,serviceType,amount,date
S21922,B11097,Restaurant,380,2025-06-13
S21923,B12229,Laundry,282,2025-01-25
S21924,B11552,Transport,23,2023-07-31
S21925,B11735,Laundry,376,2024-09-05
S21926,B13434,Transport,426,2025-05-15
S21927,B13297,Laundry,283,2023-09-22
S21928,B13437,Transport,383,2025-03-13
S21929,B10389,Spa,301,2025-01-19
S21930,B11947,Spa,139,2024-12-30
S21931,B12193,Room Service,192,2024-03-27
S21932,B10804,Laundry,144,2024-04-21
S21933,B13763,Room Service,42,2024-02-05
S21934,B12673,Restaurant,361,2024-09-02
S21935,B13192,Spa,364,2025-03-14
S21936,B11699,Room Service,429,2023-12-15
S21937,B10284,Room Service,94,2024-07-26
S21938,B11452,Spa,417,2024-11-06
S21939,B12472,Transport,62,2024-07-23
S21940,B13483,Laundry,431,2023-08-16
S21941,B11798,Transport,287,2025-03-19
S21942,B10567,Spa,152,2025-01-27
S21943,B12697,Laundry,349,2024-07-04
S21944,B13904,Transport,404,2023-08-02
S21945,B12423,Room Service,132,2024-01-30
S21946,B11739,Laundry,106,2024-11-29
S21947,B12649,Restaurant,237,2024-05-08
S21948,B12659,Restaurant,331,2025-05-20
S21949,B13585,Transport,466,2025-03-01
S21950,B12681,Transport,87,2025-03-10
S21951,B11427,Spa,363,2025-05-08
S21952,B12357,Spa,489,2023-12-18
S21953,B10361,Spa,136,2025-04-21
S21954,B10993,Spa,79,2024-10-04
S21955,B11133,Transport,461,2025-02-03
S21956,B11141,Transport,199,2024-04-28
S21957,B13105,Transport,361,2023-09-02
S21958,B12371,Room Service,437,2024-09-19
S21959,B10861,Restaurant,165,2025-02-15
S21960,B11613,Laundry,305,2024-07-29
S21961,B13887,Laundry,44,2024-11-11
S21962,B13891,Restaurant,498,2025-02-16
S21963,B13478,Transport,334,2023-09-28
S21964,B13929,Room Service,197,2025-05-03
S21965,B12171,Spa,103,2024-07-05
S21966,B12748,Transport,242,2024-08-07
S21967,B11126,Transport,454,2024-02-27
S21968,B11783,Room Service,285,2023-09-25
S21969,B11478,Room Service,67,2023-12-01
S21970,B10004,Room Service,365,2023-07-11
S21971,B13560,Room Service,307,2024-08-18
S21972,B10218,Restaurant,436,2023-07-23
S21973,B10311,Room Service,369,2024-09-06
S21974,B13415,Restaurant,187,2023-07-13
S21975,B13902,Restaurant,89,2025-05-13
S21976,B13102,Spa,32,2024-08-16
S21977,B10820,Restaurant,231,2024-03-21
S21978,B10330,Laundry,462,2024-01-28
S21979,B13183,Laundry,87,2023-11-22
S21980,B12532,Room Service,158,2025-05-15
S21981,B13625,Room Service,110,2023-10-15
S21982,B12247,Room Service,259,2024-12-29
S21983,B11740,Transport,39,2025-06-04
S21984,B12923,Transport,129,2025-03-28
S21985,B10698,Laundry,173,2023-08-08
S21986,B12479,Transport,301,2023-07-25
S21987,B13051,Laundry,265,2025-03-04
S21988,B10576,Spa,399,2025-03-31
S21989,B13114,Room Service,275,2025-05-15
S21990,B12263,Laundry,12,2025-05-07
S21991,B11211,Spa,174,2024-03-07
S21992,B13398,Laundry,438,2024-03-27
S21993,B12871,Spa,372,2024-08-26
S21994,B11824,Laundry,24,2023-07-26
S21995,B10341,Transport,286,2024-05-24
S21996,B13933,Spa,169,2024-12-23
S21997,B11581,Room Service,325,2023-09-04
S21998,B11121,Spa,20,2024-06-07
S21999,B12264,Spa,85,2024-06-04
S22000,B13077,Restaurant,103,2025-03-22
S22001,B10817,Transport,259,2025-04-09
S22002,B13581,Transport,114,2025-03-10
S22003,B11391,Room Service,315,2025-06-05
S22004,B10357,Room Service,229,2023-11-18
S22005,B13253,Room Service,63,2025-04-30
S22006,B11952,Transport,274,2024-06-24
S22007,B11639,Laundry,78,2024-08-15
S22008,B13288,Restaurant,477,2023-12-31
S22009,B12580,Spa,178,2025-02-22
S22010,B13314,Laundry,448,2024-10-09
S22011,B10702,Laundry,303,2024-10-29
S22012,B13509,Transport,167,2025-03-17
S22013,B11399,Transport,60,2024-09-27
S22014,B11420,Spa,132,2024-01-06
S22015,B10327,Transport,302,2024-07-13
S22016,B10395,Room Service,249,2024-11-17
S22017,B13795,Room Service,185,2024-05-22
S22018,B12252,Spa,242,2023-10-27
S22019,B12251,Laundry,469,2024-11-02
S22020,B12502,Room Service,478,2024-12-31
S22021,B13276,Restaurant,386,2023-11-02
S22022,B11970,Laundry,164,2025-02-12
S22023,B12446,Room Service,236,2024-12-15
S22024,B12009,Restaurant,99,2024-02-21
S22025,B11314,Restaurant,395,2024-09-20
S22026,B11111,Transport,406,2023-10-11
S22027,B12553,Room Service,344,2025-05-12
S22028,B11532,Restaurant,289,2024-09-30
S22029,B11450,Room Service,155,2023-12-10
S22030,B10951,Transport,354,2023-10-26
S22031,B13441,Spa,328,2024-07-02
S22032,B10523,Room Service,212,2024-09-03
S22033,B13719,Laundry,288,2025-01-15
S22034,B10380,Restaurant,384,2024-11-04
S22035,B10146,Room Service,247,2024-12-27
S22036,B10115,Transport,435,2024-10-17
S22037,B11837,Laundry,103,2024-03-18
S22038,B10283,Restaurant,346,2025-02-12
S22039,B13100,Room Service,373,2023-10-19
S22040,B12153,Spa,492,2025-04-23
S22041,B10041,Transport,482,2025-03-21
S22042,B11873,Laundry,181,2025-05-27
S22043,B11124,Spa,385,2024-04-25
S22044,B10798,Laundry,394,2023-10-26
S22045,B10788,Laundry,239,2024-07-14
S22046,B11396,Laundry,71,2025-05-25
S22047,B10138,Laundry,305,2023-09-29
S22048,B13801,Transport,359,2023-09-08
S22049,B13554,Laundry,498,2024-05-27
S22050,B11081,Transport,87,2025-02-20
S22051,B11541,Transport,20,2024-05-23
S22052,B11594,Spa,86,2024-10-04
S22053,B11809,Room Service,457,2025-01-24
S22054,B10484,Laundry,37,2024-12-19
S22055,B13458,Laundry,231,2025-05-23
S22056,B11504,Room Service,415,2023-06-26
S22057,B12323,Spa,318,2024-05-27
S22058,B11369,Room Service,83,2025-04-30
S22059,B12000,Laundry,136,2023-12-11
S22060,B12068,Transport,142,2024-09-08
S22061,B10168,Restaurant,118,2023-08-17
S22062,B12180,Restaurant,466,2023-10-11
S22063,B12843,Spa,324,2023-10-09
S22064,B12648,Restaurant,230,2024-10-17
S22065,B12402,Laundry,382,2023-07-23
S22066,B12469,Spa,433,2023-12-09
S22067,B11592,Laundry,140,2024-01-04
S22068,B13606,Transport,320,2025-02-07
S22069,B12207,Laundry,246,2024-09-21
S22070,B13200,Restaurant,456,2024-10-04
S22071,B10325,Transport,172,2025-02-23
S22072,B13782,Spa,432,2025-01-06
S22073,B11786,Transport,453,2024-06-13
S22074,B13852,Restaurant,346,2024-03-01
S22075,B11811,Restaurant,175,2025-04-30
S22076,B10141,Restaurant,78,2024-01-04
S22077,B12518,Laundry,404,2023-08-09
S22078,B13991,Restaurant,437,2025-01-19
S22079,B13104,Spa,401,2023-12-29
S22080,B13162,Transport,394,2023-06-26
S22081,B13522,Spa,379,2025-05-23
S22082,B11536,Room Service,480,2024-03-09
S22083,B11704,Restaurant,464,2024-08-14
S22084,B13784,Room Service,300,2023-07-30
S22085,B13894,Room Service,186,2024-07-10
S22086,B11228,Room Service,116,2025-03-03
S22087,B11748,Spa,271,2023-06-30
S22088,B10292,Laundry,488,2025-03-24
S22089,B13548,Restaurant,119,2023-06-30
S22090,B10721,Transport,203,2023-08-18
S22091,B10002,Restaurant,311,2023-12-01
S22092,B13308,Spa,186,2023-11-25
S22093,B10696,Restaurant,452,2024-02-05
S22094,B10305,Restaurant,360,2025-02-25
S22095,B12119,Spa,177,2024-06-19
S22096,B12470,Transport,397,2023-10-05
S22097,B11242,Restaurant,181,2025-05-15
S22098,B13110,Restaurant,307,2024-12-22
S22099,B11898,Room Service,424,2023-06-29
S22100,B12799,Spa,263,2024-04-24
S22101,B12276,Laundry,302,2023-11-20
S22102,B13981,Spa,97,2024-04-09
S22103,B13847,Restaurant,395,2024-12-25
S22104,B13369,Spa,39,2024-01-01
S22105,B12599,Room Service,131,2024-11-20
S22106,B12698,Restaurant,494,2025-05-20
S22107,B11434,Laundry,170,2024-11-26
S22108,B10332,Room Service,460,2023-11-03
S22109,B10225,Laundry,175,2024-10-21
S22110,B12499,Transport,408,2024-04-16
S22111,B12930,Transport,203,2024-01-30
S22112,B13008,Spa,173,2025-01-31
S22113,B10967,Laundry,61,2023-11-20
S22114,B11076,Restaurant,104,2025-01-03
S22115,B11754,Restaurant,205,2025-02-17
S22116,B13156,Room Service,388,2023-11-06
S22117,B12607,Room Service,261,2024-10-24
S22118,B12139,Room Service,74,2025-06-10
S22119,B13420,Restaurant,22,2023-06-27
S22120,B12818,Spa,31,2025-06-02
S22121,B10430,Laundry,49,2024-05-24
S22122,B10569,Room Service,279,2024-08-12
S22123,B13874,Room Service,89,2024-03-02
S22124,B12133,Spa,147,2024-01-28
S22125,B11809,Transport,490,2024-10-08
S22126,B13031,Restaurant,396,2025-02-15
S22127,B13018,Spa,485,2024-10-01
S22128,B12594,Transport,73,2025-02-26
S22129,B10681,Restaurant,226,2024-07-16
S22130,B12001,Room Service,69,2023-09-04
S22131,B12386,Spa,360,2024-01-26
S22132,B13790,Laundry,287,2025-04-02
S22133,B12727,Spa,269,2023-08-05
S22134,B10436,Room Service,233,2025-01-04
S22135,B13749,Spa,107,2025-02-16
S22136,B10619,Transport,236,2024-05-26
S22137,B10792,Spa,261,2023-10-05
S22138,B11133,Spa,30,2024-10-29
S22139,B13698,Laundry,357,2025-02-08
S22140,B10487,Transport,137,2025-02-19
S22141,B12240,Restaurant,412,2024-07-19
S22142,B12974,Room Service,79,2023-12-05
S22143,B10599,Restaurant,78,2024-08-18
S22144,B10918,Transport,375,2023-08-24
S22145,B10306,Laundry,101,2023-10-10
S22146,B12674,Transport,232,2023-09-08
S22147,B12851,Laundry,231,2025-02-27
S22148,B12513,Restaurant,126,2024-05-18
S22149,B12677,Restaurant,450,2024-07-04
S22150,B13143,Transport,186,2024-05-17
S22151,B12745,Restaurant,303,2023-11-18
S22152,B10813,Room Service,413,2025-06-12
S22153,B12948,Transport,331,2024-09-02
S22154,B13581,Transport,424,2024-04-15
S22155,B13028,Spa,84,2024-02-05
S22156,B12491,Room Service,368,2024-11-19
S22157,B10840,Restaurant,25,2025-03-02
S22158,B10021,Spa,498,2024-10-02
S22159,B12983,Room Service,98,2025-02-17
S22160,B10409,Spa,49,2023-11-03
S22161,B11492,Room Service,89,2024-03-03
S22162,B12935,Transport,124,2025-03-28
S22163,B12764,Spa,341,2024-11-02
S22164,B13908,Restaurant,465,2024-09-06
S22165,B12139,Room Service,475,2023-11-23
S22166,B13601,Room Service,481,2025-06-11
S22167,B11850,Restaurant,121,2023-08-20
S22168,B11803,Room Service,206,2024-07-13
S22169,B13570,Transport,424,2025-05-16
S22170,B11502,Transport,32,2024-12-26
S22171,B13159,Laundry,293,2024-07-18
S22172,B11445,Laundry,403,2024-03-08
S22173,B11624,Restaurant,182,2025-05-24
S22174,B10081,Transport,276,2024-02-22
S22175,B10277,Spa,67,2025-05-21
S22176,B13065,Room Service,267,2023-08-05
S22177,B12462,Restaurant,343,2023-10-22
S22178,B12890,Room Service,110,2024-07-21
S22179,B12865,Room Service,100,2025-06-17
S22180,B13578,Laundry,374,2025-03-13
S22181,B12578,Transport,17,2024-11-26
S22182,B12098,Room Service,218,2023-11-22
S22183,B12304,Spa,40,2025-04-01
S22184,B11154,Laundry,482,2025-05-01
S22185,B12815,Laundry,32,2024-10-05
S22186,B12428,Spa,280,2023-09-27
S22187,B10742,Transport,347,2025-01-13
S22188,B12332,Room Service,489,2025-03-26
S22189,B11194,Restaurant,340,2025-01-16
S22190,B12180,Spa,63,2023-10-21
S22191,B13418,Spa,96,2024-07-08
S22192,B13035,Spa,274,2024-02-17
S22193,B10605,Room Service,315,2025-05-13
S22194,B11401,Restaurant,391,2025-02-21
S22195,B13039,Room Service,221,2024-04-15
S22196,B10814,Restaurant,26,2023-06-29
S22197,B11727,Restaurant,364,2024-01-30
S22198,B12721,Restaurant,310,2024-11-30
S22199,B12405,Restaurant,105,2025-06-18
S22200,B13821,Transport,377,2025-06-06
S22201,B12532,Spa,261,2024-05-04
S22202,B10119,Spa,136,2024-01-02
S22203,B13555,Room Service,388,2023-07-12
S22204,B12034,Restaurant,320,2023-08-29
S22205,B13257,Spa,403,2024-09-27
S22206,B12746,Transport,39,2024-10-10
S22207,B13577,Spa,34,2024-05-25
S22208,B11985,Laundry,329,2024-11-14
S22209,B13919,Room Service,420,2024-08-25
S22210,B13078,Spa,145,2024-07-12
S22211,B11476,Spa,84,2024-11-24
S22212,B13956,Restaurant,416,2025-05-05
S22213,B11854,Spa,187,2024-07-12
S22214,B10076,Transport,263,2023-07-15
S22215,B13324,Restaurant,278,2024-08-09
S22216,B13044,Spa,247,2024-01-28
S22217,B10262,Spa,41,2023-11-01
S22218,B13844,Transport,106,2025-06-09
S22219,B11985,Restaurant,426,2023-11-14
S22220,B11347,Restaurant,19,2024-01-02
S22221,B11143,Restaurant,48,2023-07-21
S22222,B12278,Transport,270,2025-02-01
S22223,B10925,Restaurant,238,2023-10-30
S22224,B12584,Restaurant,475,2024-07-03
S22225,B10181,Restaurant,460,2024-04-12
S22226,B12103,Laundry,434,2024-12-09
S22227,B12138,Restaurant,111,2024-01-09
S22228,B13489,Laundry,348,2024-12-02
S22229,B11089,Laundry,446,2023-10-06
S22230,B11576,Room Service,397,2025-04-15
S22231,B13526,Restaurant,53,2025-05-17
S22232,B12952,Spa,135,2024-07-27
S22233,B13191,Transport,449,2024-07-21
S22234,B12875,Transport,185,2023-09-11
S22235,B13656,Spa,386,2024-01-06
S22236,B11815,Laundry,219,2024-09-23
S22237,B13971,Room Service,171,2024-01-13
S22238,B13249,Room Service,274,2025-05-01
S22239,B12420,Laundry,316,2023-12-05
S22240,B11544,Spa,325,2024-03-22
S22241,B11242,Transport,280,2024-05-22
S22242,B12418,Transport,281,2024-09-09
S22243,B13014,Spa,60,2023-08-21
S22244,B12300,Room Service,236,2024-10-12
S22245,B12688,Restaurant,162,2025-02-16
S22246,B10505,Spa,168,2024-03-23
S22247,B12759,Spa,358,2024-04-18
S22248,B12801,Transport,320,2023-12-09
S22249,B13009,Spa,67,2024-02-29
S22250,B13812,Restaurant,270,2025-04-24
S22251,B10099,Spa,416,2025-05-21
S22252,B10725,Transport,242,2024-07-09
S22253,B12524,Restaurant,268,2024-07-20
S22254,B13135,Transport,35,2023-07-24
S22255,B13534,Room Service,434,2023-08-30
S22256,B13641,Restaurant,187,2024-08-30
S22257,B10092,Room Service,117,2025-02-04
S22258,B11523,Restaurant,489,2025-06-17
S22259,B10990,Spa,328,2023-11-13
S22260,B10603,Laundry,180,2023-09-03
S22261,B12409,Transport,136,2024-07-11
S22262,B11041,Laundry,422,2023-11-18
S22263,B10620,Transport,415,2025-05-14
S22264,B12855,Restaurant,201,2025-03-30
S22265,B10591,Transport,261,2023-08-05
S22266,B12107,Transport,85,2024-01-04
S22267,B10554,Room Service,500,2024-01-23
S22268,B12406,Transport,125,2023-10-19
S22269,B11720,Transport,304,2024-04-12
S22270,B11226,Spa,25,2025-03-29
S22271,B10672,Transport,84,2024-01-31
S22272,B10595,Laundry,281,2023-08-29
S22273,B11143,Restaurant,147,2024-03-15
S22274,B10596,Room Service,454,2024-02-11
S22275,B12466,Transport,353,2025-03-20
S22276,B11642,Room Service,452,2024-11-29
S22277,B10681,Transport,257,2025-03-25
S22278,B10181,Restaurant,39,2023-09-15
S22279,B10748,Restaurant,26,2024-06-26
S22280,B12388,Laundry,258,2025-01-18
S22281,B13733,Transport,298,2024-08-24
S22282,B11775,Transport,384,2025-04-13
S22283,B12304,Transport,357,2024-02-22
S22284,B10246,Laundry,448,2024-10-20
S22285,B11013,Transport,196,2025-02-16
S22286,B12179,Room Service,379,2024-04-21
S22287,B10677,Laundry,455,2023-08-23
S22288,B13202,Spa,131,2025-01-03
S22289,B10972,Restaurant,491,2025-03-22
S22290,B12075,Laundry,78,2025-02-09
S22291,B10809,Room Service,37,2025-03-08
S22292,B10760,Laundry,63,2024-12-23
S22293,B13102,Transport,65,2024-01-23
S22294,B11363,Laundry,186,2024-05-08
S22295,B13481,Room Service,44,2023-06-29
S22296,B11051,Spa,177,2024-01-23
S22297,B12149,Transport,76,2025-01-29
S22298,B10432,Restaurant,483,2025-01-15
S22299,B13985,Laundry,194,2023-11-22
S22300,B11377,Transport,131,2025-05-08
S22301,B13297,Room Service,488,2024-03-18
S22302,B13039,Laundry,39,2023-06-24
S22303,B10967,Restaurant,492,2024-07-09
S22304,B12435,Laundry,405,2023-08-28
S22305,B12343,Laundry,138,2024-12-18
S22306,B13435,Laundry,394,2025-03-01
S22307,B13633,Room Service,405,2025-03-27
S22308,B12469,Laundry,263,2024-02-29
S22309,B11712,Transport,140,2024-12-24
S22310,B13465,Transport,319,2025-02-25
S22311,B13133,Transport,163,2023-12-27
S22312,B13323,Laundry,398,2025-01-01
S22313,B12058,Room Service,314,2024-12-29
S22314,B10275,Restaurant,345,2023-09-19
S22315,B12314,Laundry,105,2025-04-26
S22316,B13249,Transport,225,2023-09-04
S22317,B13096,Spa,26,2025-02-14
S22318,B11438,Restaurant,205,2024-10-09
S22319,B13131,Restaurant,340,2024-12-11
S22320,B13032,Laundry,33,2023-09-17
S22321,B12058,Transport,60,2025-06-10
S22322,B11863,Transport,198,2024-10-04
S22323,B12358,Room Service,369,2023-10-31
S22324,B12095,Room Service,144,2024-03-28
S22325,B13849,Room Service,392,2025-05-23
S22326,B11925,Restaurant,289,2025-05-04
S22327,B10235,Room Service,443,2024-06-23
S22328,B11976,Restaurant,374,2024-09-25
S22329,B10390,Laundry,484,2024-01-14
S22330,B10124,Room Service,442,2023-07-13
S22331,B12480,Transport,238,2024-12-14
S22332,B12965,Laundry,492,2024-03-06
S22333,B10392,Transport,112,2024-03-13
S22334,B13190,Transport,297,2024-04-13
S22335,B12985,Spa,358,2024-08-26
S22336,B13005,Room Service,280,2025-02-28
S22337,B11658,Room Service,177,2025-05-05
S22338,B13125,Spa,149,2024-10-16
S22339,B13966,Room Service,31,2024-11-23
S22340,B12983,Transport,110,2024-08-10
S22341,B13624,Transport,445,2024-04-27
S22342,B12847,Laundry,48,2023-12-29
S22343,B12052,Room Service,26,2025-04-28
S22344,B10976,Restaurant,456,2025-05-22
S22345,B12073,Restaurant,181,2024-05-09
S22346,B11240,Restaurant,435,2023-07-18
S22347,B10399,Room Service,101,2024-11-14
S22348,B11959,Laundry,102,2023-12-02
S22349,B11575,Room Service,422,2024-12-29
S22350,B12879,Room Service,222,2023-11-10
S22351,B11222,Spa,146,2023-07-28
S22352,B12058,Restaurant,441,2023-11-05
S22353,B12378,Transport,85,2023-12-31
S22354,B11760,Laundry,217,2023-08-09
S22355,B10256,Restaurant,405,2023-08-03
S22356,B13488,Transport,169,2024-06-18
S22357,B13311,Spa,302,2024-08-07
S22358,B12915,Transport,288,2023-12-27
S22359,B11528,Restaurant,190,2023-09-25
S22360,B11336,Transport,387,2025-02-09
S22361,B12739,Transport,437,2024-06-04
S22362,B12226,Spa,370,2024-03-09
S22363,B11093,Spa,95,2025-03-22
S22364,B13090,Spa,207,2025-02-26
S22365,B11885,Spa,136,2025-03-15
S22366,B10045,Transport,337,2024-08-19
S22367,B13592,Spa,296,2024-02-14
S22368,B11009,Laundry,465,2024-07-09
S22369,B10784,Restaurant,112,2025-05-20
S22370,B13511,Restaurant,12,2023-11-21
S22371,B12710,Restaurant,443,2023-07-23
S22372,B11533,Restaurant,253,2024-05-24
S22373,B12949,Restaurant,70,2025-06-12
S22374,B12859,Room Service,283,2024-03-24
S22375,B10532,Transport,223,2024-05-20
S22376,B13500,Room Service,194,2024-07-17
S22377,B10049,Transport,428,2023-10-15
S22378,B12551,Room Service,71,2024-08-11
S22379,B10597,Restaurant,416,2025-02-04
S22380,B13937,Restaurant,203,2024-09-12
S22381,B13625,Laundry,480,2023-06-20
S22382,B11587,Room Service,129,2023-10-04
S22383,B10076,Room Service,289,2024-01-31
S22384,B11157,Room Service,261,2024-02-02
S22385,B12210,Room Service,400,2025-05-22
S22386,B12251,Spa,25,2025-01-12
S22387,B10866,Spa,383,2024-01-17
S22388,B13157,Transport,84,2024-07-26
S22389,B11250,Transport,369,2024-09-23
S22390,B11930,Transport,318,2025-06-16
S22391,B13007,Transport,66,2025-01-08
S22392,B11586,Spa,446,2024-08-05
S22393,B11687,Laundry,290,2023-09-13
S22394,B12127,Spa,18,2023-11-10
S22395,B13006,Room Service,209,2025-06-08
S22396,B10331,Room Service,325,2024-03-22
S22397,B12252,Laundry,124,2024-01-24
S22398,B13066,Spa,32,2024-05-27
S22399,B11856,Laundry,144,2023-07-12
S22400,B12328,Spa,24,2024-01-12
S22401,B10927,Spa,343,2024-09-12
S22402,B12270,Room Service,307,2024-08-24
S22403,B10762,Room Service,223,2024-01-04
S22404,B13569,Laundry,69,2024-11-07
S22405,B12217,Transport,381,2024-05-05
S22406,B12746,Laundry,175,2024-12-24
S22407,B13548,Transport,195,2025-01-23
S22408,B12804,Restaurant,428,2023-12-24
S22409,B10019,Laundry,198,2024-02-18
S22410,B10664,Spa,76,2024-12-22
S22411,B12833,Spa,101,2023-11-08
S22412,B11091,Restaurant,55,2024-04-12
S22413,B13752,Spa,364,2025-01-16
S22414,B12846,Room Service,386,2024-09-04
S22415,B13341,Transport,155,2024-06-08
S22416,B13034,Room Service,467,2024-03-22
S22417,B13439,Laundry,261,2023-07-09
S22418,B11148,Room Service,297,2024-12-21
S22419,B10396,Spa,484,2024-06-07
S22420,B11827,Restaurant,341,2025-02-16
S22421,B12578,Room Service,255,2023-08-28
S22422,B11011,Room Service,219,2024-01-27
S22423,B12725,Transport,388,2024-06-09
S22424,B11405,Spa,485,2024-03-01
S22425,B12803,Room Service,107,2024-12-19
S22426,B10962,Restaurant,277,2023-09-10
S22427,B10065,Room Service,172,2023-11-08
S22428,B13984,Transport,447,2023-10-14
S22429,B11604,Spa,204,2024-09-01
S22430,B13446,Transport,482,2025-05-31
S22431,B13531,Transport,236,2024-07-23
S22432,B10019,Transport,407,2024-08-27
S22433,B13750,Spa,115,2024-07-03
S22434,B10656,Restaurant,191,2024-12-20
S22435,B10998,Laundry,396,2023-11-08
S22436,B10011,Transport,125,2023-11-08
S22437,B10915,Laundry,152,2024-04-14
S22438,B13865,Spa,147,2023-06-19
S22439,B12199,Spa,405,2023-09-01
S22440,B12328,Room Service,43,2023-11-19
S22441,B13038,Restaurant,480,2024-01-11
S22442,B11219,Restaurant,373,2024-07-30
S22443,B11257,Spa,99,2023-06-29
S22444,B10655,Spa,97,2024-01-08
S22445,B11191,Transport,239,2024-02-06
S22446,B13661,Room Service,99,2024-04-17
S22447,B10546,Restaurant,419,2023-08-10
S22448,B12901,Room Service,447,2024-07-25
S22449,B13905,Laundry,218,2023-11-19
S22450,B12597,Room Service,164,2024-03-24
S22451,B10371,Spa,178,2025-06-15
S22452,B11642,Laundry,58,2024-11-19
S22453,B12924,Restaurant,287,2023-11-23
S22454,B12657,Restaurant,387,2025-05-19
S22455,B13502,Transport,335,2025-04-12
S22456,B11123,Restaurant,36,2024-04-03
S22457,B10504,Spa,208,2024-01-11
S22458,B11145,Spa,109,2023-10-20
S22459,B10805,Restaurant,67,2024-04-06
S22460,B13627,Laundry,423,2024-07-09
S22461,B13250,Spa,456,2023-12-01
S22462,B12125,Laundry,412,2024-07-01
S22463,B11025,Transport,457,2025-05-09
S22464,B10627,Room Service,280,2024-02-10
S22465,B10537,Room Service,342,2024-09-01
S22466,B10075,Laundry,407,2025-02-10
S22467,B10737,Restaurant,433,2024-12-03
S22468,B12038,Room Service,129,2024-10-01
S22469,B12721,Transport,408,2024-07-29
S22470,B12515,Restaurant,420,2024-10-26
S22471,B12635,Laundry,356,2024-03-16
S22472,B12296,Transport,326,2024-03-14
S22473,B11361,Laundry,436,2023-11-21
S22474,B10744,Spa,352,2024-04-06
S22475,B10925,Laundry,230,2025-06-09
S22476,B12861,Restaurant,31,2023-09-09
S22477,B11446,Room Service,278,2024-05-23
S22478,B10551,Transport,165,2024-07-18
S22479,B13511,Restaurant,386,2024-08-10
S22480,B10412,Laundry,283,2025-06-13
S22481,B11064,Spa,340,2023-12-21
S22482,B12669,Spa,370,2024-04-03
S22483,B11317,Spa,431,2024-07-01
S22484,B13896,Restaurant,282,2024-02-15
S22485,B12897,Room Service,212,2023-10-09
S22486,B12290,Restaurant,332,2025-02-02
S22487,B13397,Transport,411,2024-03-10
S22488,B12262,Restaurant,39,2024-06-15
S22489,B12342,Laundry,165,2024-05-09
S22490,B11796,Transport,405,2025-04-27
S22491,B11085,Restaurant,390,2023-09-23
S22492,B10667,Spa,467,2024-08-13
S22493,B10869,Spa,177,2024-10-08
S22494,B12028,Restaurant,443,2024-01-06
S22495,B10096,Spa,216,2024-01-29
S22496,B10530,Spa,347,2024-07-09
S22497,B13913,Transport,417,2024-05-25
S22498,B11942,Restaurant,420,2024-01-20
S22499,B13317,Room Service,423,2023-08-07
S22500,B13155,Transport,403,2023-12-21
S22501,B11519,Spa,291,2023-07-08
S22502,B13353,Room Service,227,2024-06-07
S22503,B12048,Spa,78,2023-07-14
S22504,B12869,Transport,337,2023-07-02
S22505,B13959,Transport,221,2023-08-09
S22506,B10737,Transport,165,2024-04-09
S22507,B12011,Spa,121,2023-11-01
S22508,B11498,Laundry,252,2024-03-28
S22509,B13991,Laundry,243,2024-04-13
S22510,B11333,Room Service,203,2023-09-22
S22511,B12719,Laundry,18,2024-07-26
S22512,B13730,Laundry,164,2024-02-21
S22513,B11143,Spa,296,2024-01-24
S22514,B11329,Laundry,94,2025-06-11
S22515,B11185,Spa,437,2024-11-26
S22516,B11949,Spa,433,2025-05-09
S22517,B13642,Restaurant,492,2024-10-13
S22518,B10159,Transport,197,2025-02-26
S22519,B11465,Room Service,209,2024-03-01
S22520,B11957,Laundry,457,2024-01-23
S22521,B12117,Transport,295,2024-03-12
S22522,B11099,Restaurant,361,2024-12-15
S22523,B10826,Transport,380,2025-05-30
S22524,B12946,Restaurant,467,2023-08-31
S22525,B10537,Transport,148,2024-04-10
S22526,B10863,Laundry,256,2023-07-30
S22527,B12085,Spa,270,2025-04-24
S22528,B13316,Spa,64,2024-07-10
S22529,B12964,Room Service,125,2023-09-19
S22530,B11390,Transport,150,2024-08-03
S22531,B11754,Restaurant,77,2023-10-03
S22532,B13168,Room Service,350,2024-12-10
S22533,B12403,Laundry,241,2024-03-26
S22534,B11566,Laundry,336,2025-02-27
S22535,B12164,Restaurant,246,2023-10-12
S22536,B10931,Transport,293,2025-03-24
S22537,B11601,Transport,157,2024-12-05
S22538,B13842,Restaurant,310,2024-02-24
S22539,B12124,Transport,291,2024-01-04
S22540,B11667,Restaurant,463,2023-08-26
S22541,B13309,Laundry,338,2024-06-22
S22542,B12466,Laundry,487,2024-09-23
S22543,B13192,Room Service,91,2023-11-27
S22544,B13023,Room Service,351,2023-06-28
S22545,B12306,Spa,243,2023-08-30
S22546,B12642,Room Service,396,2024-05-04
S22547,B12634,Laundry,22,2023-08-14
S22548,B11795,Laundry,35,2024-10-14
S22549,B12391,Restaurant,358,2024-07-20
S22550,B12578,Restaurant,463,2024-02-21
S22551,B10674,Transport,166,2024-11-23
S22552,B12407,Laundry,476,2024-11-12
S22553,B12427,Spa,369,2025-02-15
S22554,B13298,Spa,253,2025-05-02
S22555,B12325,Restaurant,233,2023-12-09
S22556,B11601,Room Service,351,2025-03-05
S22557,B11826,Restaurant,477,2023-12-05
S22558,B10416,Room Service,114,2025-04-21
S22559,B11349,Restaurant,152,2024-07-18
S22560,B12598,Transport,190,2024-09-20
S22561,B12656,Spa,152,2024-06-07
S22562,B10640,Room Service,416,2024-10-13
