shipmentID,vehicleID,driverID,routeID,date,status
SH13009,V0359,DR0235,R107,2025-01-16,In Transit
SH13010,V0167,DR0183,R002,2024-09-20,Delivered
SH13011,V0251,DR0221,R046,2024-11-13,Delayed
SH13012,V0220,DR0079,R126,2025-05-01,Delayed
SH13013,V0094,DR0164,R072,2025-01-16,Delayed
SH13014,V0288,DR0018,R069,2025-05-15,In Transit
SH13015,V0209,DR0006,R134,2024-04-02,In Transit
SH13016,V0368,DR0074,R068,2024-08-30,Cancelled
SH13017,V0164,DR0158,R128,2023-06-27,Delayed
SH13018,V0109,DR0257,R176,2025-03-26,Cancelled
SH13019,V0019,DR0213,R198,2024-12-25,Cancelled
SH13020,V0460,DR0232,R053,2025-06-18,Cancelled
SH13021,V0033,DR0110,R003,2023-08-13,Delivered
SH13022,V0163,DR0069,R172,2024-09-16,Cancelled
SH13023,V0283,DR0015,R139,2024-11-20,Cancelled
SH13024,V0103,DR0153,R163,2024-01-01,In Transit
SH13025,V0355,DR0274,R128,2023-11-04,Delivered
SH13026,V0230,DR0194,R184,2024-01-31,In Transit
SH13027,V0210,DR0185,R182,2024-10-01,Delayed
SH13028,V0200,DR0072,R013,2024-10-24,Delayed
SH13029,V0275,DR0099,R026,2025-01-19,Delayed
SH13030,V0477,DR0238,R177,2023-10-11,Delayed
SH13031,V0106,DR0109,R186,2023-09-26,Delivered
SH13032,V0362,DR0209,R104,2024-06-19,Delayed
SH13033,V0004,DR0296,R065,2024-12-01,Cancelled
SH13034,V0391,DR0149,R182,2023-09-08,Delayed
SH13035,V0253,DR0059,R074,2024-03-26,Delayed
SH13036,V0356,DR0125,R105,2023-07-14,Delayed
SH13037,V0456,DR0076,R063,2024-06-24,Cancelled
SH13038,V0247,DR0277,R171,2023-09-17,In Transit
SH13039,V0178,DR0214,R150,2024-01-11,Delivered
SH13040,V0161,DR0201,R005,2025-01-23,Delayed
SH13041,V0487,DR0255,R143,2024-04-15,Delayed
SH13042,V0452,DR0278,R112,2024-01-22,Delayed
SH13043,V0026,DR0262,R121,2023-11-06,In Transit
SH13044,V0306,DR0127,R023,2024-02-14,In Transit
SH13045,V0210,DR0027,R121,2023-09-26,In Transit
SH13046,V0374,DR0292,R089,2023-10-05,Delayed
SH13047,V0286,DR0070,R050,2024-04-15,Delayed
SH13048,V0022,DR0093,R057,2024-11-27,In Transit
SH13049,V0174,DR0199,R102,2024-08-29,Delivered
SH13050,V0103,DR0162,R036,2024-01-03,Cancelled
SH13051,V0288,DR0216,R087,2025-06-11,Delivered
SH13052,V0492,DR0171,R153,2025-03-31,In Transit
SH13053,V0136,DR0101,R185,2025-01-28,In Transit
SH13054,V0016,DR0189,R040,2024-01-06,Cancelled
SH13055,V0136,DR0081,R044,2023-07-19,Cancelled
SH13056,V0490,DR0016,R058,2024-05-11,In Transit
SH13057,V0129,DR0251,R005,2025-05-20,Cancelled
SH13058,V0181,DR0279,R094,2024-07-15,Delivered
SH13059,V0386,DR0189,R165,2024-12-04,Delayed
SH13060,V0423,DR0094,R193,2023-11-10,Cancelled
SH13061,V0342,DR0026,R017,2024-04-28,Delayed
SH13062,V0386,DR0140,R137,2025-05-30,Cancelled
SH13063,V0056,DR0172,R157,2024-06-14,In Transit
SH13064,V0048,DR0177,R033,2024-10-10,Delayed
SH13065,V0344,DR0014,R101,2023-06-27,Delivered
SH13066,V0317,DR0131,R030,2024-10-12,Delivered
SH13067,V0212,DR0293,R104,2023-12-19,Delivered
SH13068,V0338,DR0165,R164,2025-04-10,Cancelled
SH13069,V0387,DR0204,R195,2025-04-29,In Transit
SH13070,V0437,DR0200,R104,2024-01-21,Delayed
SH13071,V0247,DR0143,R055,2025-01-29,Delayed
SH13072,V0286,DR0032,R041,2024-10-29,Delayed
SH13073,V0137,DR0167,R176,2025-04-12,Cancelled
SH13074,V0010,DR0074,R097,2023-11-15,Delayed
SH13075,V0431,DR0047,R164,2024-09-26,Delayed
SH13076,V0219,DR0294,R011,2024-12-07,In Transit
SH13077,V0306,DR0210,R143,2024-02-15,In Transit
SH13078,V0009,DR0039,R120,2023-08-21,Delivered
SH13079,V0036,DR0223,R004,2024-06-16,In Transit
SH13080,V0397,DR0040,R102,2024-03-10,Delivered
SH13081,V0345,DR0104,R089,2024-11-23,In Transit
SH13082,V0162,DR0172,R008,2024-12-16,Delivered
SH13083,V0040,DR0014,R142,2025-04-27,Delayed
SH13084,V0011,DR0052,R104,2025-06-16,Delivered
SH13085,V0289,DR0056,R026,2023-10-28,Delivered
SH13086,V0103,DR0163,R015,2025-06-11,Delayed
SH13087,V0281,DR0103,R070,2025-01-03,In Transit
SH13088,V0434,DR0248,R015,2023-10-24,Delivered
SH13089,V0294,DR0153,R065,2025-06-03,In Transit
SH13090,V0414,DR0070,R144,2024-02-28,In Transit
SH13091,V0469,DR0044,R123,2024-01-07,Delivered
SH13092,V0084,DR0055,R099,2024-10-27,Cancelled
SH13093,V0451,DR0263,R191,2024-11-06,Cancelled
SH13094,V0482,DR0171,R133,2025-04-04,In Transit
SH13095,V0022,DR0065,R144,2024-04-18,Cancelled
SH13096,V0032,DR0091,R139,2024-02-05,Cancelled
SH13097,V0440,DR0163,R051,2024-10-17,Delivered
SH13098,V0474,DR0085,R129,2025-03-26,In Transit
SH13099,V0230,DR0297,R183,2023-08-08,Cancelled
SH13100,V0097,DR0149,R002,2024-03-01,Delivered
SH13101,V0338,DR0133,R199,2024-04-08,In Transit
SH13102,V0206,DR0089,R041,2025-02-19,In Transit
SH13103,V0178,DR0074,R051,2024-08-13,Delivered
SH13104,V0497,DR0017,R131,2025-03-21,Delivered
SH13105,V0391,DR0239,R007,2025-04-22,In Transit
SH13106,V0394,DR0161,R128,2023-09-08,In Transit
SH13107,V0224,DR0009,R072,2024-02-24,Delivered
SH13108,V0466,DR0269,R186,2025-02-17,Delivered
SH13109,V0342,DR0057,R017,2024-04-17,Delivered
SH13110,V0388,DR0220,R171,2023-08-20,In Transit
SH13111,V0111,DR0277,R075,2023-11-23,In Transit
SH13112,V0014,DR0138,R169,2023-10-12,Cancelled
SH13113,V0253,DR0138,R141,2023-09-11,Delivered
SH13114,V0293,DR0209,R096,2024-06-05,Cancelled
SH13115,V0240,DR0082,R035,2024-10-18,Delivered
SH13116,V0384,DR0072,R030,2024-08-27,Cancelled
SH13117,V0264,DR0026,R036,2024-06-15,Delivered
SH13118,V0056,DR0034,R049,2025-05-02,Cancelled
SH13119,V0296,DR0228,R094,2024-02-06,Delayed
SH13120,V0185,DR0007,R079,2024-06-12,In Transit
SH13121,V0343,DR0200,R161,2025-06-14,Delayed
SH13122,V0367,DR0102,R096,2024-03-02,Delayed
SH13123,V0495,DR0098,R163,2025-06-13,Delivered
SH13124,V0337,DR0156,R074,2025-04-18,Cancelled
SH13125,V0345,DR0003,R009,2024-12-01,Delivered
SH13126,V0210,DR0075,R022,2023-07-31,Delivered
SH13127,V0226,DR0045,R164,2024-06-08,Delivered
SH13128,V0134,DR0155,R126,2023-12-15,Delayed
SH13129,V0276,DR0093,R163,2025-03-03,In Transit
SH13130,V0137,DR0076,R156,2024-04-03,Delayed
SH13131,V0386,DR0010,R048,2025-03-16,In Transit
SH13132,V0398,DR0036,R158,2024-02-02,Delivered
SH13133,V0210,DR0207,R032,2024-11-18,In Transit
SH13134,V0300,DR0247,R166,2024-05-10,Cancelled
SH13135,V0393,DR0255,R108,2025-04-16,In Transit
SH13136,V0470,DR0175,R089,2025-05-13,Delayed
SH13137,V0244,DR0193,R190,2024-08-20,In Transit
SH13138,V0054,DR0064,R066,2024-01-17,Delayed
SH13139,V0015,DR0025,R117,2024-02-01,Cancelled
SH13140,V0084,DR0145,R006,2025-02-12,Delivered
SH13141,V0309,DR0155,R170,2025-02-10,Cancelled
SH13142,V0489,DR0099,R119,2024-08-02,In Transit
SH13143,V0106,DR0225,R086,2025-01-18,In Transit
SH13144,V0469,DR0048,R018,2024-02-04,Cancelled
SH13145,V0133,DR0293,R074,2024-06-24,Delivered
SH13146,V0460,DR0182,R144,2024-04-15,In Transit
SH13147,V0497,DR0229,R038,2023-09-29,Cancelled
SH13148,V0342,DR0119,R036,2023-08-28,In Transit
SH13149,V0416,DR0015,R025,2025-01-17,Delayed
SH13150,V0251,DR0290,R021,2023-10-25,Cancelled
SH13151,V0481,DR0152,R156,2025-01-27,In Transit
SH13152,V0262,DR0022,R038,2025-01-10,Delayed
SH13153,V0361,DR0076,R119,2025-05-02,Delayed
SH13154,V0379,DR0286,R050,2025-01-03,In Transit
SH13155,V0371,DR0107,R021,2024-11-06,Delayed
SH13156,V0202,DR0150,R181,2023-08-02,Delayed
SH13157,V0132,DR0221,R024,2025-05-20,Delayed
SH13158,V0423,DR0004,R024,2024-02-12,Delivered
SH13159,V0260,DR0084,R149,2025-06-03,Delivered
SH13160,V0449,DR0095,R093,2025-03-23,In Transit
SH13161,V0279,DR0245,R184,2025-05-29,Delivered
SH13162,V0343,DR0238,R087,2023-12-27,In Transit
SH13163,V0318,DR0167,R143,2023-07-17,Delivered
SH13164,V0161,DR0130,R176,2024-01-25,In Transit
SH13165,V0277,DR0245,R028,2024-10-11,Cancelled
SH13166,V0232,DR0263,R155,2023-12-30,Cancelled
SH13167,V0032,DR0173,R151,2024-12-01,Delayed
SH13168,V0380,DR0108,R087,2024-03-12,Delayed
SH13169,V0380,DR0134,R034,2024-07-03,In Transit
SH13170,V0119,DR0188,R093,2025-04-03,Delayed
SH13171,V0090,DR0065,R036,2023-10-03,Delayed
SH13172,V0247,DR0084,R109,2025-01-25,Cancelled
SH13173,V0282,DR0068,R154,2024-08-25,Delivered
SH13174,V0215,DR0122,R149,2024-03-26,Delivered
SH13175,V0312,DR0157,R153,2023-10-09,Delayed
SH13176,V0239,DR0178,R093,2023-11-22,In Transit
SH13177,V0429,DR0242,R176,2024-04-04,Delivered
SH13178,V0220,DR0085,R094,2025-05-27,Delayed
SH13179,V0028,DR0240,R015,2023-07-16,Delayed
SH13180,V0272,DR0289,R042,2023-10-16,Delayed
SH13181,V0330,DR0068,R050,2024-08-11,Cancelled
SH13182,V0329,DR0216,R038,2024-04-22,Cancelled
SH13183,V0097,DR0196,R071,2025-01-08,Delivered
SH13184,V0038,DR0004,R082,2024-05-15,Delayed
SH13185,V0109,DR0267,R187,2024-01-06,In Transit
SH13186,V0165,DR0071,R200,2024-11-17,Delayed
SH13187,V0312,DR0099,R157,2024-05-17,Delayed
SH13188,V0482,DR0290,R118,2023-08-23,Delayed
SH13189,V0494,DR0259,R179,2023-12-18,Delivered
SH13190,V0255,DR0242,R047,2025-02-02,Delayed
SH13191,V0403,DR0003,R140,2024-06-19,Delayed
SH13192,V0222,DR0227,R053,2024-01-06,Cancelled
SH13193,V0165,DR0086,R196,2024-01-20,In Transit
SH13194,V0367,DR0181,R056,2024-04-28,Delayed
SH13195,V0217,DR0133,R168,2023-09-16,Delivered
SH13196,V0322,DR0087,R104,2023-07-12,Cancelled
SH13197,V0115,DR0282,R113,2024-09-25,Cancelled
SH13198,V0161,DR0062,R151,2025-03-17,In Transit
SH13199,V0139,DR0201,R120,2024-01-18,In Transit
SH13200,V0020,DR0055,R142,2024-06-25,Delayed
SH13201,V0414,DR0211,R158,2023-11-15,Delayed
SH13202,V0439,DR0152,R095,2024-10-11,In Transit
SH13203,V0484,DR0257,R106,2024-12-20,In Transit
SH13204,V0386,DR0136,R058,2024-10-24,Delivered
SH13205,V0115,DR0012,R142,2024-10-19,Delivered
SH13206,V0035,DR0078,R168,2024-03-06,Delayed
SH13207,V0308,DR0114,R123,2024-07-08,Cancelled
SH13208,V0140,DR0197,R063,2024-06-17,Delayed
SH13209,V0132,DR0235,R180,2024-02-18,In Transit
SH13210,V0500,DR0259,R199,2023-12-08,Delivered
SH13211,V0284,DR0212,R121,2024-10-13,In Transit
SH13212,V0291,DR0187,R026,2023-07-03,Delayed
SH13213,V0214,DR0062,R063,2025-05-27,Cancelled
SH13214,V0257,DR0183,R088,2025-04-17,Delayed
SH13215,V0435,DR0216,R043,2024-07-24,Cancelled
SH13216,V0425,DR0168,R063,2024-01-01,Cancelled
SH13217,V0175,DR0035,R083,2024-08-17,Delivered
SH13218,V0343,DR0233,R013,2024-05-25,Cancelled
SH13219,V0273,DR0267,R189,2024-11-25,Cancelled
SH13220,V0058,DR0077,R179,2024-06-08,Cancelled
SH13221,V0372,DR0135,R065,2024-11-05,In Transit
SH13222,V0394,DR0061,R196,2024-01-18,Delayed
SH13223,V0397,DR0093,R113,2025-03-13,Delivered
SH13224,V0235,DR0271,R012,2024-12-18,Delayed
SH13225,V0242,DR0269,R085,2023-10-30,Delivered
SH13226,V0142,DR0182,R178,2024-07-07,In Transit
SH13227,V0371,DR0258,R076,2025-03-18,Delayed
SH13228,V0295,DR0066,R059,2024-06-23,Cancelled
SH13229,V0286,DR0074,R172,2025-05-22,Delivered
SH13230,V0419,DR0133,R032,2023-12-25,In Transit
SH13231,V0344,DR0219,R010,2025-03-26,Delivered
SH13232,V0217,DR0122,R176,2025-01-26,Cancelled
SH13233,V0116,DR0126,R179,2025-03-16,Delayed
SH13234,V0420,DR0267,R191,2023-11-16,Delivered
SH13235,V0029,DR0109,R145,2025-02-20,Delivered
SH13236,V0183,DR0256,R189,2025-01-22,In Transit
SH13237,V0427,DR0258,R130,2023-08-13,Delayed
SH13238,V0387,DR0188,R023,2024-03-29,Cancelled
SH13239,V0211,DR0226,R155,2024-12-26,Cancelled
SH13240,V0482,DR0248,R062,2025-03-15,Cancelled
SH13241,V0107,DR0063,R182,2024-11-14,In Transit
SH13242,V0272,DR0242,R066,2023-12-01,Delayed
SH13243,V0033,DR0251,R195,2024-03-08,Delivered
SH13244,V0040,DR0243,R152,2023-06-22,In Transit
SH13245,V0493,DR0093,R007,2023-10-19,Cancelled
SH13246,V0370,DR0133,R123,2025-02-12,Cancelled
SH13247,V0003,DR0291,R022,2024-10-05,Delayed
SH13248,V0045,DR0259,R004,2024-01-06,Cancelled
SH13249,V0291,DR0072,R190,2025-05-11,In Transit
SH13250,V0297,DR0065,R064,2023-07-03,In Transit
SH13251,V0265,DR0206,R070,2024-10-24,Delivered
SH13252,V0450,DR0107,R104,2024-01-07,Cancelled
SH13253,V0259,DR0191,R079,2025-02-26,Delayed
SH13254,V0288,DR0235,R084,2024-01-26,Delayed
SH13255,V0057,DR0081,R193,2025-04-16,In Transit
SH13256,V0119,DR0148,R132,2024-10-29,Delivered
SH13257,V0319,DR0087,R022,2024-12-26,Delivered
SH13258,V0204,DR0245,R142,2024-05-08,Cancelled
SH13259,V0104,DR0057,R150,2023-09-23,Delayed
SH13260,V0056,DR0211,R124,2023-12-29,Cancelled
SH13261,V0359,DR0245,R016,2025-02-27,In Transit
SH13262,V0058,DR0048,R002,2023-11-26,Delayed
SH13263,V0067,DR0062,R033,2023-06-25,Cancelled
SH13264,V0207,DR0206,R140,2024-03-04,Delayed
SH13265,V0305,DR0210,R198,2024-04-11,Delivered
SH13266,V0468,DR0215,R177,2024-10-11,Delivered
SH13267,V0167,DR0078,R100,2024-02-13,Cancelled
SH13268,V0070,DR0198,R186,2024-07-26,Delivered
SH13269,V0059,DR0224,R070,2024-09-10,Delivered
SH13270,V0085,DR0027,R181,2024-02-23,In Transit
SH13271,V0227,DR0016,R089,2023-12-15,Cancelled
SH13272,V0495,DR0041,R106,2024-12-17,In Transit
SH13273,V0139,DR0012,R146,2023-07-13,Delivered
SH13274,V0038,DR0214,R132,2025-04-10,Delayed
SH13275,V0433,DR0123,R050,2025-05-03,In Transit
SH13276,V0052,DR0186,R081,2024-06-05,Delayed
SH13277,V0189,DR0116,R006,2024-08-05,Delayed
SH13278,V0057,DR0043,R189,2023-11-02,In Transit
SH13279,V0201,DR0187,R132,2025-01-17,In Transit
SH13280,V0341,DR0284,R143,2025-04-13,Cancelled
SH13281,V0215,DR0153,R168,2025-03-07,Delivered
SH13282,V0289,DR0106,R178,2025-01-06,Delivered
SH13283,V0358,DR0257,R108,2023-09-13,In Transit
SH13284,V0249,DR0239,R192,2023-07-03,Delivered
SH13285,V0294,DR0185,R016,2023-08-06,Delayed
SH13286,V0494,DR0242,R132,2023-09-06,Delivered
SH13287,V0123,DR0158,R076,2024-02-05,Cancelled
SH13288,V0197,DR0218,R179,2024-09-13,Cancelled
SH13289,V0367,DR0222,R071,2023-11-02,Cancelled
SH13290,V0015,DR0143,R092,2024-05-16,Cancelled
SH13291,V0033,DR0236,R046,2024-09-06,Delayed
SH13292,V0317,DR0024,R178,2024-09-08,Cancelled
SH13293,V0334,DR0297,R018,2025-04-24,Delivered
SH13294,V0445,DR0128,R180,2024-04-20,Delivered
SH13295,V0009,DR0224,R076,2025-04-20,In Transit
SH13296,V0190,DR0144,R187,2024-10-11,Cancelled
SH13297,V0241,DR0055,R175,2025-01-14,Cancelled
SH13298,V0059,DR0187,R077,2025-01-30,Delivered
SH13299,V0423,DR0207,R117,2024-04-16,Cancelled
SH13300,V0458,DR0175,R076,2024-09-04,Delayed
SH13301,V0205,DR0228,R190,2023-09-14,In Transit
SH13302,V0317,DR0238,R147,2023-07-29,Delivered
SH13303,V0206,DR0252,R023,2023-11-09,Cancelled
SH13304,V0076,DR0108,R197,2024-02-24,Cancelled
SH13305,V0420,DR0210,R127,2023-10-10,In Transit
SH13306,V0315,DR0229,R088,2024-11-05,In Transit
SH13307,V0083,DR0272,R192,2024-01-15,Delivered
SH13308,V0115,DR0246,R065,2023-12-01,Delayed
SH13309,V0081,DR0197,R070,2024-12-21,In Transit
SH13310,V0408,DR0127,R143,2023-11-30,Delivered
SH13311,V0205,DR0199,R068,2024-06-06,Delivered
SH13312,V0186,DR0225,R174,2025-03-03,Cancelled
SH13313,V0446,DR0021,R153,2024-12-17,Delayed
SH13314,V0324,DR0021,R061,2024-12-29,Delayed
SH13315,V0253,DR0074,R137,2025-01-06,In Transit
SH13316,V0080,DR0153,R003,2023-06-30,Delayed
SH13317,V0146,DR0106,R048,2023-09-27,Delayed
SH13318,V0118,DR0117,R004,2024-08-26,In Transit
SH13319,V0140,DR0166,R174,2023-12-22,Delivered
SH13320,V0302,DR0241,R054,2024-03-14,In Transit
SH13321,V0418,DR0014,R039,2023-10-17,In Transit
SH13322,V0368,DR0026,R060,2025-01-28,Delivered
SH13323,V0464,DR0133,R145,2024-04-20,In Transit
SH13324,V0082,DR0053,R091,2024-12-10,In Transit
SH13325,V0091,DR0174,R099,2023-12-06,Delivered
SH13326,V0390,DR0185,R198,2024-12-18,Cancelled
SH13327,V0251,DR0162,R183,2024-06-14,Delayed
SH13328,V0041,DR0250,R093,2025-02-10,Delayed
SH13329,V0420,DR0037,R062,2023-11-18,In Transit
SH13330,V0314,DR0017,R187,2024-06-23,Cancelled
SH13331,V0444,DR0247,R157,2023-09-11,In Transit
SH13332,V0227,DR0260,R051,2024-01-23,In Transit
SH13333,V0337,DR0180,R185,2025-01-05,Delayed
SH13334,V0138,DR0177,R027,2024-08-24,In Transit
SH13335,V0186,DR0147,R040,2023-08-18,Cancelled
SH13336,V0169,DR0155,R110,2025-05-29,In Transit
SH13337,V0002,DR0081,R091,2025-05-15,Delivered
SH13338,V0188,DR0154,R037,2025-02-02,Delayed
SH13339,V0222,DR0057,R046,2024-05-06,Delayed
SH13340,V0155,DR0101,R043,2024-03-14,Delivered
SH13341,V0070,DR0044,R071,2024-12-14,Cancelled
SH13342,V0273,DR0001,R033,2024-03-14,In Transit
SH13343,V0312,DR0300,R156,2023-06-26,Cancelled
SH13344,V0387,DR0059,R140,2025-06-02,Cancelled
SH13345,V0214,DR0122,R033,2023-11-08,Delivered
SH13346,V0030,DR0106,R034,2025-02-05,Delivered
SH13347,V0091,DR0145,R102,2023-07-11,Cancelled
SH13348,V0218,DR0248,R020,2023-08-14,Cancelled
SH13349,V0092,DR0101,R091,2023-12-04,Delivered
SH13350,V0366,DR0013,R165,2025-02-08,Delivered
SH13351,V0357,DR0242,R009,2024-06-16,In Transit
SH13352,V0189,DR0220,R114,2023-10-07,Cancelled
SH13353,V0024,DR0214,R022,2025-01-19,Cancelled
SH13354,V0161,DR0103,R107,2023-08-02,In Transit
SH13355,V0373,DR0246,R128,2024-12-22,Cancelled
SH13356,V0034,DR0272,R111,2023-08-21,Delivered
SH13357,V0005,DR0256,R122,2023-11-16,Delivered
SH13358,V0271,DR0047,R069,2024-07-11,Delivered
SH13359,V0432,DR0148,R172,2024-06-25,Delayed
SH13360,V0378,DR0134,R025,2025-06-17,Delayed
SH13361,V0070,DR0208,R009,2025-02-23,Delayed
SH13362,V0144,DR0082,R142,2023-07-17,Cancelled
SH13363,V0405,DR0084,R184,2023-12-24,In Transit
SH13364,V0100,DR0051,R187,2024-11-15,Delivered
SH13365,V0068,DR0261,R026,2024-05-25,Delayed
SH13366,V0284,DR0010,R087,2025-05-20,Delivered
SH13367,V0230,DR0269,R028,2025-06-04,Delayed
SH13368,V0057,DR0206,R149,2023-07-08,Cancelled
SH13369,V0456,DR0098,R191,2024-12-02,Delayed
SH13370,V0161,DR0250,R184,2024-09-21,Delivered
SH13371,V0470,DR0040,R027,2024-11-30,In Transit
SH13372,V0025,DR0069,R170,2024-04-10,Delayed
SH13373,V0371,DR0230,R050,2024-01-09,Delivered
SH13374,V0045,DR0064,R135,2024-01-11,In Transit
SH13375,V0250,DR0058,R016,2024-02-07,Delayed
SH13376,V0441,DR0116,R114,2023-06-20,Delivered
SH13377,V0259,DR0084,R166,2025-01-10,Delayed
SH13378,V0450,DR0069,R144,2025-02-07,Delayed
SH13379,V0229,DR0075,R116,2024-01-24,Delayed
SH13380,V0208,DR0146,R187,2024-05-01,In Transit
SH13381,V0417,DR0251,R100,2023-10-22,Delayed
SH13382,V0439,DR0180,R162,2025-03-21,In Transit
SH13383,V0421,DR0133,R172,2024-03-16,Cancelled
SH13384,V0136,DR0112,R175,2023-10-12,In Transit
SH13385,V0467,DR0289,R171,2024-04-12,In Transit
SH13386,V0217,DR0163,R129,2023-12-20,In Transit
SH13387,V0340,DR0266,R178,2023-08-30,In Transit
SH13388,V0052,DR0148,R052,2025-05-15,In Transit
SH13389,V0335,DR0149,R074,2024-08-08,Cancelled
SH13390,V0457,DR0052,R108,2023-07-21,In Transit
SH13391,V0476,DR0160,R136,2023-08-08,Cancelled
SH13392,V0357,DR0096,R055,2023-08-08,Delivered
SH13393,V0104,DR0200,R051,2023-09-22,Cancelled
SH13394,V0458,DR0138,R090,2024-11-01,In Transit
SH13395,V0035,DR0188,R143,2024-09-30,In Transit
SH13396,V0265,DR0183,R160,2025-01-19,Delivered
SH13397,V0217,DR0121,R095,2024-08-17,Cancelled
SH13398,V0058,DR0278,R125,2024-10-13,In Transit
SH13399,V0038,DR0087,R040,2024-09-22,In Transit
SH13400,V0126,DR0170,R083,2023-12-25,Delivered
SH13401,V0051,DR0069,R022,2023-11-12,Delivered
SH13402,V0084,DR0295,R038,2023-06-20,Delivered
SH13403,V0321,DR0234,R052,2025-05-25,Cancelled
SH13404,V0079,DR0063,R181,2024-01-16,In Transit
SH13405,V0314,DR0036,R066,2023-07-18,Delayed
SH13406,V0204,DR0109,R116,2025-01-09,In Transit
SH13407,V0437,DR0201,R045,2025-01-08,Delivered
SH13408,V0370,DR0152,R136,2024-09-23,Delivered
SH13409,V0098,DR0193,R153,2024-11-06,Cancelled
SH13410,V0377,DR0286,R079,2025-04-04,Delayed
SH13411,V0311,DR0043,R080,2024-12-11,Delayed
SH13412,V0135,DR0153,R126,2025-03-05,Delayed
SH13413,V0161,DR0184,R010,2023-10-04,Cancelled
SH13414,V0417,DR0039,R126,2023-08-07,Cancelled
SH13415,V0380,DR0092,R022,2025-02-02,Cancelled
SH13416,V0483,DR0290,R179,2025-06-18,Cancelled
SH13417,V0191,DR0169,R177,2024-01-05,Cancelled
SH13418,V0066,DR0229,R014,2024-08-22,Delayed
SH13419,V0434,DR0067,R044,2024-08-15,Delivered
SH13420,V0443,DR0203,R015,2023-09-23,Cancelled
SH13421,V0187,DR0018,R077,2025-02-23,Delivered
SH13422,V0299,DR0114,R076,2023-12-14,Cancelled
SH13423,V0161,DR0257,R177,2024-08-25,In Transit
SH13424,V0232,DR0202,R178,2024-02-22,Cancelled
SH13425,V0289,DR0283,R122,2024-11-23,Cancelled
SH13426,V0293,DR0290,R177,2025-06-18,Delayed
SH13427,V0304,DR0289,R117,2024-11-26,Delayed
SH13428,V0452,DR0146,R187,2024-01-29,Cancelled
SH13429,V0329,DR0282,R183,2025-01-23,In Transit
SH13430,V0487,DR0117,R046,2024-04-02,Cancelled
SH13431,V0081,DR0069,R088,2025-05-18,Delivered
SH13432,V0128,DR0083,R039,2023-12-30,In Transit
SH13433,V0079,DR0195,R016,2023-12-24,Delivered
SH13434,V0163,DR0050,R142,2024-04-19,In Transit
SH13435,V0475,DR0259,R142,2024-07-13,Cancelled
SH13436,V0198,DR0261,R143,2024-04-23,Cancelled
SH13437,V0182,DR0234,R006,2023-08-28,Delivered
SH13438,V0053,DR0131,R165,2023-11-19,Delivered
SH13439,V0498,DR0275,R198,2023-08-25,Cancelled
SH13440,V0204,DR0050,R021,2025-05-15,Cancelled
SH13441,V0125,DR0137,R042,2024-06-30,Cancelled
SH13442,V0428,DR0025,R092,2024-03-26,Delivered
SH13443,V0132,DR0090,R024,2024-10-01,Delayed
SH13444,V0362,DR0058,R181,2024-12-12,Delivered
SH13445,V0388,DR0019,R113,2024-08-05,Delivered
SH13446,V0485,DR0260,R167,2024-11-18,Cancelled
SH13447,V0290,DR0009,R055,2025-04-29,Delivered
SH13448,V0172,DR0044,R061,2024-06-18,Delivered
SH13449,V0143,DR0074,R148,2023-12-07,Delayed
SH13450,V0120,DR0055,R006,2025-02-19,Cancelled
SH13451,V0226,DR0156,R112,2024-11-17,Delivered
SH13452,V0488,DR0218,R082,2025-04-15,Cancelled
SH13453,V0069,DR0020,R013,2024-05-10,Delayed
SH13454,V0375,DR0044,R146,2024-09-26,Delivered
SH13455,V0041,DR0260,R184,2024-05-20,Delayed
SH13456,V0379,DR0211,R159,2023-08-13,Delayed
SH13457,V0122,DR0084,R192,2023-07-10,In Transit
SH13458,V0115,DR0159,R134,2025-04-11,Delivered
SH13459,V0278,DR0049,R062,2025-05-11,Cancelled
SH13460,V0479,DR0176,R155,2024-12-13,Delivered
SH13461,V0440,DR0218,R103,2024-05-22,In Transit
SH13462,V0336,DR0008,R104,2023-06-26,Delayed
SH13463,V0235,DR0027,R185,2023-10-30,Delivered
SH13464,V0374,DR0042,R145,2024-08-10,Cancelled
SH13465,V0357,DR0238,R119,2025-01-18,Delivered
SH13466,V0044,DR0278,R064,2024-09-27,Delayed
SH13467,V0207,DR0054,R069,2025-03-10,Delivered
SH13468,V0132,DR0236,R039,2023-07-26,In Transit
SH13469,V0315,DR0082,R106,2023-11-26,In Transit
SH13470,V0440,DR0142,R041,2024-08-09,Cancelled
SH13471,V0044,DR0050,R071,2025-04-20,Delivered
SH13472,V0268,DR0042,R133,2024-02-25,In Transit
SH13473,V0479,DR0278,R084,2023-10-22,Cancelled
SH13474,V0108,DR0140,R136,2025-03-25,In Transit
SH13475,V0372,DR0071,R012,2024-11-03,Cancelled
SH13476,V0328,DR0179,R067,2024-08-10,Delivered
SH13477,V0414,DR0093,R182,2023-07-16,In Transit
SH13478,V0260,DR0080,R073,2025-01-19,Delayed
SH13479,V0122,DR0042,R005,2024-12-14,Delivered
SH13480,V0266,DR0230,R141,2023-07-13,Delivered
SH13481,V0018,DR0287,R134,2023-11-15,Cancelled
SH13482,V0219,DR0058,R076,2025-05-15,In Transit
SH13483,V0347,DR0002,R027,2024-07-28,Cancelled
SH13484,V0072,DR0157,R048,2024-05-03,In Transit
SH13485,V0097,DR0259,R017,2024-07-04,Cancelled
