callID,customerID,planID,callDate,durationMin,callType
CA18935,C2165,PL0578,2023-12-08,30,ISD
CA18936,C2070,PL0363,2024-08-16,48,ISD
CA18937,C1069,PL0611,2024-06-14,4,ISD
CA18938,C2236,PL0088,2025-01-10,30,Local
CA18939,C2755,PL0473,2023-09-15,29,Local
CA18940,C0438,PL0184,2023-12-06,13,Local
CA18941,C0423,PL0415,2025-04-02,3,STD
CA18942,C1001,PL0064,2024-08-08,8,STD
CA18943,C1343,PL0334,2023-08-09,54,ISD
CA18944,C0715,PL0373,2023-08-04,50,STD
CA18945,C0664,PL0041,2024-06-23,36,STD
CA18946,C0617,PL0089,2025-01-29,20,Local
CA18947,C2399,PL0226,2023-12-01,34,ISD
CA18948,C1608,PL0286,2023-10-21,58,ISD
CA18949,C1888,PL0415,2025-01-27,50,Local
CA18950,C2191,PL0638,2023-10-25,6,STD
CA18951,C0376,PL0142,2023-12-30,51,ISD
CA18952,C1872,PL0567,2023-12-11,41,ISD
CA18953,C3324,PL0315,2024-09-22,44,STD
CA18954,C1968,PL0793,2025-05-13,24,ISD
CA18955,C3186,PL0358,2023-10-10,20,Local
CA18956,C1081,PL0966,2025-05-09,40,ISD
CA18957,C2222,PL0626,2024-02-01,54,ISD
CA18958,C1564,PL0429,2025-03-18,24,Local
CA18959,C2595,PL0752,2024-12-19,12,ISD
CA18960,C2828,PL0424,2023-09-08,9,Local
CA18961,C1750,PL0172,2024-11-19,27,STD
CA18962,C0871,PL0925,2025-06-07,27,ISD
CA18963,C2395,PL0469,2025-05-21,42,ISD
CA18964,C2248,PL0325,2023-11-14,41,Local
CA18965,C3459,PL0646,2024-05-18,56,Local
CA18966,C2600,PL0305,2024-03-16,52,Local
CA18967,C2014,PL0701,2024-02-15,54,ISD
CA18968,C2075,PL0991,2023-09-22,10,Local
CA18969,C0371,PL0809,2025-03-05,26,STD
CA18970,C2394,PL0092,2024-04-20,22,STD
CA18971,C3329,PL0808,2023-10-10,2,STD
CA18972,C3060,PL0629,2025-04-01,54,STD
CA18973,C1094,PL0583,2023-08-06,38,ISD
CA18974,C3026,PL0594,2024-07-04,51,STD
CA18975,C3491,PL0943,2024-05-10,44,Local
CA18976,C2039,PL0739,2024-06-02,48,ISD
CA18977,C1162,PL0441,2024-10-06,4,ISD
CA18978,C1681,PL0273,2025-01-17,39,ISD
CA18979,C0730,PL0291,2024-07-22,11,Local
CA18980,C3332,PL0353,2023-06-23,19,Local
CA18981,C3102,PL0521,2023-06-27,18,Local
CA18982,C0142,PL0779,2024-02-02,25,STD
CA18983,C0158,PL0864,2025-05-20,13,STD
CA18984,C2307,PL0036,2024-06-11,20,Local
CA18985,C3339,PL0595,2024-02-03,40,STD
CA18986,C3182,PL0009,2024-09-06,56,Local
CA18987,C2713,PL0623,2024-05-10,60,Local
CA18988,C0176,PL0817,2023-08-31,57,STD
CA18989,C0298,PL0880,2025-05-11,32,ISD
CA18990,C2382,PL0024,2024-10-19,5,ISD
CA18991,C2201,PL0687,2025-02-09,36,ISD
CA18992,C2513,PL0215,2024-06-09,29,Local
CA18993,C1272,PL0875,2024-09-14,10,ISD
CA18994,C0067,PL0024,2025-02-10,55,ISD
CA18995,C0523,PL0638,2023-09-15,7,ISD
CA18996,C1640,PL0072,2025-06-13,12,Local
CA18997,C2814,PL0160,2024-02-01,59,STD
CA18998,C3343,PL0349,2024-05-16,13,ISD
CA18999,C2057,PL0531,2024-09-21,48,STD
CA19000,C3011,PL0087,2024-06-10,1,Local
CA19001,C2948,PL0504,2023-11-10,52,Local
CA19002,C3008,PL0649,2024-10-10,47,STD
CA19003,C2656,PL0655,2024-01-19,59,Local
CA19004,C0457,PL0874,2023-12-26,10,Local
CA19005,C3007,PL0016,2023-08-20,19,STD
CA19006,C0952,PL0938,2023-07-13,7,Local
CA19007,C2957,PL0504,2024-04-20,33,Local
CA19008,C1005,PL0914,2025-04-23,32,Local
CA19009,C2927,PL0789,2024-11-30,37,STD
CA19010,C1874,PL0012,2024-06-04,9,Local
CA19011,C2298,PL0295,2024-08-28,10,ISD
CA19012,C1111,PL0111,2023-11-23,11,ISD
CA19013,C0163,PL0721,2024-08-24,47,STD
CA19014,C0956,PL0817,2025-02-23,58,Local
CA19015,C2225,PL0307,2024-07-23,39,STD
CA19016,C2195,PL0586,2024-10-14,8,Local
CA19017,C2080,PL0423,2024-12-07,8,STD
CA19018,C3147,PL0526,2025-05-14,23,ISD
CA19019,C0021,PL0028,2024-09-09,31,STD
CA19020,C1925,PL0855,2024-04-20,54,Local
CA19021,C2043,PL0447,2024-10-30,48,STD
CA19022,C3472,PL0916,2024-03-02,53,Local
CA19023,C1687,PL0960,2025-05-18,9,Local
CA19024,C1504,PL0200,2025-01-28,38,ISD
CA19025,C1369,PL0849,2024-06-23,6,Local
CA19026,C1035,PL0061,2024-10-21,46,ISD
CA19027,C0203,PL0710,2023-09-16,14,STD
CA19028,C0006,PL0861,2024-08-31,57,ISD
CA19029,C2751,PL0065,2024-04-20,10,STD
CA19030,C0691,PL0303,2025-04-20,3,ISD
CA19031,C2174,PL0066,2024-11-09,59,STD
CA19032,C2505,PL0704,2024-03-20,45,Local
CA19033,C2794,PL0811,2023-06-24,9,STD
CA19034,C3445,PL0465,2023-09-01,40,STD
CA19035,C0043,PL0009,2023-07-08,52,ISD
CA19036,C2282,PL0813,2024-05-28,57,STD
CA19037,C0118,PL0217,2025-03-22,40,STD
CA19038,C0301,PL0614,2024-01-13,21,ISD
CA19039,C1799,PL0988,2025-02-10,54,ISD
CA19040,C1971,PL0271,2024-02-09,44,Local
CA19041,C2637,PL0307,2024-10-29,4,ISD
CA19042,C1522,PL0584,2024-09-20,10,ISD
CA19043,C0664,PL0967,2023-10-12,31,STD
CA19044,C1733,PL0050,2024-01-22,3,Local
CA19045,C0288,PL0353,2025-01-30,49,STD
CA19046,C1062,PL0364,2025-04-05,47,STD
CA19047,C1901,PL0186,2023-11-26,40,Local
CA19048,C2505,PL0121,2024-07-03,24,Local
CA19049,C1015,PL0842,2025-04-29,60,ISD
CA19050,C1195,PL0006,2023-09-11,12,ISD
CA19051,C0440,PL0891,2024-07-26,41,ISD
CA19052,C0113,PL0899,2023-09-25,43,ISD
CA19053,C1188,PL0387,2023-09-13,26,ISD
CA19054,C2517,PL0209,2024-05-15,27,Local
CA19055,C3484,PL0433,2025-02-02,30,Local
CA19056,C0590,PL0537,2024-02-16,26,STD
CA19057,C3028,PL0067,2025-05-01,60,Local
CA19058,C2425,PL0416,2023-09-07,60,STD
CA19059,C2508,PL0823,2024-09-24,58,Local
CA19060,C3224,PL0814,2025-06-07,9,Local
CA19061,C0716,PL0372,2024-12-27,54,ISD
CA19062,C2526,PL0701,2023-10-01,16,Local
CA19063,C3166,PL0085,2025-06-17,26,ISD
CA19064,C0550,PL0175,2024-06-25,58,ISD
CA19065,C0938,PL0769,2024-03-18,33,Local
CA19066,C0602,PL0145,2023-12-03,38,ISD
CA19067,C1309,PL0033,2024-10-23,43,STD
CA19068,C2589,PL0380,2024-10-22,13,STD
CA19069,C3283,PL0667,2025-06-15,55,ISD
CA19070,C3497,PL0866,2024-08-06,39,STD
CA19071,C0888,PL0995,2024-12-19,47,STD
CA19072,C0736,PL0788,2024-11-24,41,STD
CA19073,C1257,PL0956,2025-01-25,47,Local
CA19074,C1078,PL0953,2024-06-15,12,STD
CA19075,C0350,PL0783,2023-07-16,58,STD
CA19076,C3387,PL0466,2023-09-18,46,Local
CA19077,C2798,PL0363,2023-11-09,26,Local
CA19078,C3176,PL0306,2023-10-05,7,Local
CA19079,C2268,PL0655,2025-03-18,54,Local
CA19080,C0658,PL0777,2025-02-21,41,ISD
CA19081,C0453,PL0138,2024-04-19,60,Local
CA19082,C3253,PL0367,2024-07-23,8,Local
CA19083,C3183,PL0822,2025-06-16,17,ISD
CA19084,C3058,PL0530,2023-11-20,54,Local
CA19085,C0294,PL0282,2023-09-01,1,Local
CA19086,C1134,PL0631,2024-11-26,17,STD
CA19087,C2782,PL0662,2024-12-14,16,ISD
CA19088,C2863,PL0746,2025-04-26,50,Local
CA19089,C1366,PL0179,2023-12-17,29,ISD
CA19090,C0606,PL0395,2024-04-30,40,ISD
CA19091,C3066,PL0547,2024-11-28,40,Local
CA19092,C1276,PL0309,2024-08-28,4,ISD
CA19093,C1551,PL0896,2023-10-04,46,STD
CA19094,C0987,PL0200,2024-03-19,58,STD
CA19095,C2400,PL0570,2024-01-01,9,Local
CA19096,C1037,PL0530,2024-09-09,37,Local
CA19097,C0154,PL0706,2023-07-11,44,Local
CA19098,C2686,PL0113,2025-02-26,21,ISD
CA19099,C2383,PL0489,2024-05-22,9,Local
CA19100,C2847,PL0118,2025-03-11,55,ISD
CA19101,C1132,PL0593,2025-04-01,21,Local
CA19102,C0058,PL0440,2025-05-24,40,STD
CA19103,C0887,PL0828,2023-07-16,40,ISD
CA19104,C1446,PL0601,2023-11-14,22,STD
CA19105,C1109,PL0700,2024-10-01,45,STD
CA19106,C2945,PL0705,2023-10-13,33,ISD
CA19107,C0656,PL0251,2025-02-15,14,Local
CA19108,C2752,PL0359,2024-10-20,41,Local
CA19109,C3451,PL0444,2024-01-23,15,ISD
CA19110,C2482,PL0479,2024-09-02,20,Local
CA19111,C1641,PL0798,2024-07-12,34,Local
CA19112,C0720,PL0420,2023-10-05,38,ISD
CA19113,C2997,PL0758,2024-12-19,23,ISD
CA19114,C1631,PL0861,2023-10-31,35,ISD
CA19115,C3117,PL0594,2024-03-21,54,STD
CA19116,C2543,PL0287,2024-12-05,28,STD
CA19117,C3399,PL0692,2024-03-30,16,ISD
CA19118,C0552,PL0319,2023-09-24,51,ISD
CA19119,C2265,PL0072,2025-01-06,5,STD
CA19120,C2657,PL0501,2023-09-17,50,STD
CA19121,C2702,PL0848,2024-07-08,12,Local
CA19122,C2019,PL0219,2024-12-28,14,ISD
CA19123,C1008,PL0524,2023-06-25,24,ISD
CA19124,C3104,PL0030,2023-11-28,28,Local
CA19125,C3175,PL0519,2023-11-02,14,STD
CA19126,C0347,PL0141,2024-12-22,45,Local
CA19127,C1517,PL0530,2025-04-12,52,Local
CA19128,C2724,PL0515,2023-07-21,45,STD
CA19129,C3311,PL0178,2024-02-14,1,Local
CA19130,C1351,PL0086,2024-04-16,18,Local
CA19131,C2371,PL0899,2023-07-03,52,STD
CA19132,C0417,PL0651,2023-06-29,2,Local
CA19133,C0631,PL0293,2023-12-04,2,ISD
CA19134,C1641,PL0800,2023-11-28,49,ISD
CA19135,C2501,PL0913,2023-07-21,11,Local
CA19136,C2079,PL0152,2024-04-16,15,STD
CA19137,C1340,PL0315,2023-11-25,10,Local
CA19138,C2465,PL0611,2025-05-07,57,Local
CA19139,C1377,PL0603,2024-06-05,15,Local
CA19140,C3499,PL0814,2024-01-07,19,Local
CA19141,C2985,PL0052,2025-02-28,58,Local
CA19142,C3031,PL0974,2024-10-30,23,ISD
CA19143,C1818,PL0523,2023-07-17,54,Local
CA19144,C1784,PL0584,2025-03-09,25,ISD
CA19145,C2059,PL0815,2025-02-18,43,ISD
CA19146,C2117,PL0850,2025-05-16,9,STD
CA19147,C1849,PL0517,2023-10-23,37,ISD
CA19148,C1129,PL0816,2024-09-09,19,STD
CA19149,C3055,PL0305,2024-10-18,12,Local
CA19150,C2703,PL0455,2024-02-25,26,STD
CA19151,C3180,PL0830,2024-10-24,52,STD
CA19152,C3357,PL0851,2024-12-13,53,STD
CA19153,C1115,PL0647,2024-04-27,34,ISD
CA19154,C1393,PL0516,2023-12-23,53,ISD
CA19155,C0998,PL0147,2025-02-17,12,STD
CA19156,C0028,PL0575,2025-06-04,45,ISD
CA19157,C0397,PL0130,2023-11-22,42,ISD
CA19158,C1744,PL0860,2023-10-29,43,STD
CA19159,C2475,PL0016,2025-01-12,43,Local
CA19160,C2672,PL0501,2023-06-19,51,Local
CA19161,C2900,PL0640,2024-03-18,42,Local
CA19162,C1893,PL0042,2023-09-29,53,Local
CA19163,C0263,PL0489,2025-01-16,11,STD
CA19164,C0634,PL0409,2025-02-12,3,ISD
CA19165,C0930,PL0718,2024-12-22,18,ISD
CA19166,C2123,PL0723,2024-11-25,44,ISD
CA19167,C3400,PL0866,2025-05-26,52,ISD
CA19168,C1475,PL0038,2025-04-13,10,STD
CA19169,C1669,PL0158,2024-12-03,58,STD
CA19170,C1754,PL0633,2024-05-17,13,Local
CA19171,C2501,PL0967,2024-10-30,5,ISD
CA19172,C1820,PL0372,2023-10-27,6,STD
CA19173,C1202,PL0482,2025-04-30,16,STD
CA19174,C2354,PL0096,2024-11-15,2,STD
CA19175,C0787,PL0216,2025-04-18,52,STD
CA19176,C1401,PL0442,2023-12-25,22,ISD
CA19177,C0770,PL0926,2024-09-13,26,STD
CA19178,C1044,PL0950,2025-04-03,42,ISD
CA19179,C0496,PL0901,2024-11-07,58,Local
CA19180,C0678,PL0933,2025-06-05,54,ISD
CA19181,C0788,PL0755,2024-12-30,52,Local
CA19182,C1860,PL0450,2024-09-17,58,STD
CA19183,C2634,PL0400,2024-12-12,27,ISD
CA19184,C0229,PL0905,2024-05-01,32,STD
CA19185,C2536,PL0022,2024-09-12,35,Local
CA19186,C0692,PL0661,2023-08-16,4,Local
CA19187,C2775,PL0437,2024-12-04,31,STD
CA19188,C2568,PL0275,2025-05-25,25,ISD
CA19189,C1818,PL0335,2024-07-07,7,STD
CA19190,C1978,PL0502,2023-11-11,20,STD
CA19191,C0538,PL0909,2023-09-18,23,ISD
CA19192,C1117,PL0264,2023-10-29,41,STD
CA19193,C0571,PL0264,2025-01-25,46,STD
CA19194,C1682,PL0043,2024-02-26,38,ISD
CA19195,C1216,PL0861,2024-08-29,56,ISD
CA19196,C3409,PL0001,2023-07-10,9,ISD
CA19197,C0984,PL0206,2025-01-21,60,ISD
CA19198,C2486,PL0072,2024-06-09,32,Local
CA19199,C1910,PL0775,2024-03-31,41,STD
CA19200,C2526,PL0360,2024-03-19,30,ISD
CA19201,C2053,PL0214,2025-04-06,8,STD
CA19202,C1390,PL0430,2024-10-22,2,ISD
CA19203,C1866,PL0314,2023-09-05,42,STD
CA19204,C1694,PL0557,2023-12-26,33,STD
CA19205,C2422,PL0151,2024-12-03,39,ISD
CA19206,C1988,PL0735,2023-10-11,35,Local
CA19207,C1628,PL0332,2024-11-10,42,ISD
CA19208,C0319,PL0702,2024-05-12,16,Local
CA19209,C1224,PL0435,2025-04-05,27,Local
CA19210,C0416,PL0176,2023-11-30,58,STD
CA19211,C1566,PL0168,2024-10-20,22,ISD
CA19212,C1357,PL0231,2025-02-13,32,STD
CA19213,C0773,PL0018,2023-06-19,21,Local
CA19214,C2952,PL0280,2024-10-31,4,ISD
CA19215,C1830,PL0754,2023-12-21,3,Local
CA19216,C2085,PL0312,2024-06-25,33,STD
CA19217,C3216,PL0030,2024-07-06,46,Local
CA19218,C1015,PL0348,2023-12-08,59,Local
CA19219,C1218,PL0562,2025-02-17,59,ISD
CA19220,C2823,PL0247,2024-11-07,35,STD
CA19221,C0943,PL0774,2025-05-31,19,ISD
CA19222,C1452,PL0248,2025-06-01,58,ISD
CA19223,C2024,PL0032,2023-11-10,51,Local
CA19224,C1050,PL0803,2025-03-20,24,STD
CA19225,C2352,PL0422,2024-06-06,29,ISD
CA19226,C3374,PL0112,2024-05-05,29,Local
CA19227,C2428,PL0716,2024-11-20,57,Local
CA19228,C1204,PL0615,2024-12-19,55,Local
CA19229,C2765,PL0080,2024-08-02,29,STD
CA19230,C1541,PL0138,2024-04-20,41,STD
CA19231,C1242,PL0429,2025-05-19,54,STD
CA19232,C0717,PL0347,2024-07-24,25,STD
CA19233,C2681,PL0056,2024-07-01,6,Local
CA19234,C0444,PL0997,2023-11-28,34,STD
CA19235,C2434,PL0210,2024-07-13,33,Local
CA19236,C2379,PL0416,2025-03-10,50,Local
CA19237,C0740,PL0990,2023-09-09,32,ISD
CA19238,C2506,PL0905,2023-11-01,22,STD
CA19239,C0120,PL0897,2024-08-17,12,Local
CA19240,C1627,PL0805,2025-04-27,8,ISD
CA19241,C0388,PL0817,2024-03-15,29,Local
CA19242,C2269,PL0409,2023-08-18,7,ISD
CA19243,C0158,PL0507,2024-04-29,34,Local
CA19244,C1182,PL0200,2023-08-16,59,STD
CA19245,C2252,PL0899,2025-06-18,3,ISD
CA19246,C0189,PL0890,2025-06-03,14,ISD
CA19247,C0633,PL0935,2025-02-23,12,ISD
CA19248,C0352,PL0848,2024-05-04,13,STD
CA19249,C2452,PL0900,2024-12-08,8,ISD
CA19250,C0829,PL0143,2024-01-26,60,STD
CA19251,C2324,PL0379,2023-10-31,4,ISD
CA19252,C1523,PL0461,2024-12-16,6,ISD
CA19253,C2840,PL0478,2023-06-30,18,ISD
CA19254,C3333,PL0898,2024-07-11,50,Local
CA19255,C0647,PL0410,2023-06-29,55,ISD
CA19256,C1313,PL0213,2025-05-27,45,ISD
CA19257,C2923,PL0441,2025-03-30,43,Local
CA19258,C2060,PL0213,2024-06-30,53,Local
CA19259,C0314,PL0345,2025-04-18,31,Local
CA19260,C3446,PL0017,2024-01-10,5,ISD
CA19261,C2031,PL0457,2023-11-22,12,STD
CA19262,C1457,PL0309,2025-03-05,52,Local
CA19263,C2250,PL0492,2023-07-16,49,ISD
CA19264,C0066,PL0528,2024-08-09,10,STD
CA19265,C3009,PL0662,2024-03-05,33,ISD
CA19266,C0197,PL0828,2024-04-12,57,Local
CA19267,C0607,PL0380,2023-10-04,24,STD
CA19268,C3264,PL0045,2024-10-05,59,STD
CA19269,C0714,PL0580,2025-02-11,45,STD
CA19270,C3272,PL0864,2023-08-27,8,STD
CA19271,C1457,PL0329,2023-12-23,31,ISD
CA19272,C2150,PL0164,2024-01-07,58,STD
CA19273,C2734,PL0430,2024-12-12,31,ISD
CA19274,C1392,PL0412,2023-12-21,58,STD
CA19275,C1223,PL0868,2023-07-09,55,STD
CA19276,C1480,PL0863,2024-08-08,25,ISD
CA19277,C3106,PL0036,2024-06-26,46,Local
CA19278,C1731,PL0238,2023-11-26,37,Local
CA19279,C3032,PL0929,2024-11-14,44,Local
CA19280,C0211,PL0267,2024-08-07,20,ISD
CA19281,C1726,PL0616,2025-01-17,48,Local
CA19282,C3357,PL0353,2024-06-04,19,ISD
CA19283,C2351,PL0048,2025-04-08,25,ISD
CA19284,C1089,PL0309,2024-03-01,59,ISD
CA19285,C3430,PL0415,2024-02-03,60,ISD
CA19286,C2493,PL0472,2023-07-14,38,Local
CA19287,C0312,PL0069,2025-04-20,15,Local
CA19288,C2735,PL0308,2024-11-19,15,ISD
CA19289,C0243,PL0111,2025-02-16,16,Local
CA19290,C0437,PL0609,2024-11-10,31,STD
CA19291,C1662,PL0497,2025-05-11,3,STD
CA19292,C2791,PL0122,2023-08-18,26,STD
CA19293,C2723,PL0766,2023-10-05,43,ISD
CA19294,C0900,PL0984,2024-11-08,32,ISD
CA19295,C3289,PL0473,2024-04-26,6,ISD
CA19296,C3079,PL0296,2024-11-17,3,Local
CA19297,C2649,PL0351,2023-07-26,5,Local
CA19298,C0670,PL0547,2024-05-30,31,STD
CA19299,C0978,PL0334,2024-11-19,27,STD
CA19300,C0317,PL0924,2024-10-25,53,STD
CA19301,C3257,PL0984,2023-07-18,26,ISD
CA19302,C2687,PL0230,2024-10-04,57,ISD
CA19303,C3340,PL0434,2025-06-12,43,ISD
CA19304,C2219,PL0168,2023-12-30,43,STD
CA19305,C1047,PL0480,2023-12-15,43,ISD
CA19306,C1837,PL0035,2024-10-27,35,STD
CA19307,C1386,PL0473,2025-02-28,38,ISD
CA19308,C3125,PL0827,2023-10-19,60,Local
CA19309,C2378,PL0741,2023-12-29,22,Local
CA19310,C3310,PL0138,2024-05-02,4,Local
CA19311,C2789,PL0693,2024-02-11,4,STD
CA19312,C2284,PL0684,2025-04-15,56,STD
CA19313,C2343,PL0205,2024-10-20,47,ISD
CA19314,C0963,PL0778,2024-07-01,22,STD
CA19315,C0374,PL0986,2024-08-05,48,Local
CA19316,C2495,PL0089,2024-06-02,49,STD
CA19317,C2921,PL0845,2024-02-04,47,ISD
CA19318,C2421,PL0419,2024-10-07,31,STD
CA19319,C3384,PL0437,2024-09-07,39,ISD
CA19320,C1379,PL0671,2024-09-29,53,ISD
CA19321,C2117,PL0259,2025-04-01,25,Local
CA19322,C2935,PL0016,2023-09-25,16,ISD
CA19323,C3495,PL0012,2024-07-29,25,STD
CA19324,C0940,PL0707,2023-12-13,35,ISD
CA19325,C3432,PL0633,2023-12-20,41,ISD
CA19326,C2113,PL0088,2024-06-15,59,ISD
CA19327,C0241,PL0326,2025-03-15,56,STD
CA19328,C3215,PL0202,2024-03-19,13,STD
CA19329,C0945,PL0723,2024-01-08,23,STD
CA19330,C2657,PL0730,2024-04-24,59,Local
CA19331,C3120,PL0003,2025-03-06,17,STD
CA19332,C1296,PL0271,2023-11-29,52,ISD
CA19333,C2560,PL0544,2024-10-09,33,ISD
CA19334,C2012,PL0448,2024-08-23,16,STD
CA19335,C0639,PL0996,2025-04-14,44,ISD
CA19336,C0287,PL0427,2023-11-21,50,STD
CA19337,C3008,PL0574,2024-08-19,52,STD
CA19338,C1685,PL0055,2025-03-25,2,STD
CA19339,C1372,PL0012,2025-05-19,1,STD
CA19340,C1932,PL0785,2024-09-13,20,STD
CA19341,C2694,PL0509,2025-03-11,10,STD
CA19342,C1321,PL0549,2023-11-25,53,ISD
CA19343,C0524,PL0868,2024-07-12,2,Local
CA19344,C1453,PL0801,2025-01-10,48,ISD
CA19345,C2316,PL0693,2025-01-06,36,Local
CA19346,C1056,PL0777,2024-08-30,58,STD
CA19347,C1983,PL0850,2024-04-26,32,Local
CA19348,C1410,PL0496,2023-08-09,50,STD
CA19349,C0441,PL0237,2025-03-29,12,STD
CA19350,C3459,PL0054,2023-06-28,7,STD
CA19351,C2955,PL0299,2023-11-28,49,STD
CA19352,C0076,PL0812,2024-08-27,44,ISD
CA19353,C2427,PL0151,2023-07-16,53,STD
CA19354,C2503,PL0987,2023-08-09,35,ISD
CA19355,C1451,PL0403,2024-11-10,30,ISD
CA19356,C2080,PL0188,2024-06-13,52,STD
CA19357,C2890,PL0622,2025-02-10,22,ISD
CA19358,C2674,PL0749,2025-04-08,10,ISD
CA19359,C0585,PL0662,2025-02-20,57,Local
CA19360,C1006,PL0705,2025-04-07,19,STD
CA19361,C1832,PL0607,2024-01-12,9,STD
CA19362,C3195,PL0576,2025-04-19,38,ISD
CA19363,C2990,PL0293,2024-11-26,16,ISD
CA19364,C0602,PL0728,2025-03-30,46,Local
CA19365,C0027,PL0994,2023-11-30,28,Local
CA19366,C3093,PL0424,2024-04-28,1,Local
CA19367,C2214,PL0073,2024-08-03,13,ISD
CA19368,C2788,PL0578,2025-03-22,34,Local
CA19369,C1457,PL0545,2025-06-04,10,ISD
CA19370,C2501,PL0925,2023-11-19,26,Local
CA19371,C2461,PL0305,2023-11-09,6,ISD
CA19372,C0807,PL0227,2025-05-21,16,ISD
CA19373,C0830,PL0208,2024-05-31,22,ISD
CA19374,C2455,PL0733,2024-05-30,8,STD
CA19375,C2278,PL0022,2024-04-11,4,Local
CA19376,C1251,PL0796,2024-02-10,32,ISD
CA19377,C2896,PL0953,2025-05-29,27,ISD
CA19378,C2377,PL0866,2025-04-22,24,STD
CA19379,C2293,PL0862,2023-10-29,43,ISD
CA19380,C2073,PL0876,2024-06-22,46,ISD
CA19381,C2124,PL0433,2023-09-15,26,ISD
CA19382,C2428,PL0717,2023-09-28,9,STD
CA19383,C0779,PL0342,2025-06-16,54,Local
CA19384,C2526,PL0551,2023-08-05,28,STD
CA19385,C1190,PL0576,2023-08-26,34,STD
CA19386,C0729,PL0307,2024-11-16,51,STD
CA19387,C2413,PL0379,2024-11-30,8,ISD
CA19388,C2777,PL0562,2023-11-16,8,Local
CA19389,C0183,PL0789,2024-02-15,5,ISD
CA19390,C3207,PL0155,2025-03-07,19,ISD
CA19391,C1244,PL0468,2024-07-25,37,Local
CA19392,C0801,PL0263,2023-06-19,2,ISD
CA19393,C2033,PL0598,2024-01-28,51,Local
CA19394,C0638,PL0990,2025-03-22,53,STD
CA19395,C2142,PL0289,2023-12-12,51,ISD
CA19396,C3096,PL0066,2024-06-23,59,Local
CA19397,C2828,PL0238,2025-01-08,28,ISD
CA19398,C2575,PL0884,2024-01-30,22,Local
CA19399,C3240,PL0161,2023-09-14,44,STD
CA19400,C1712,PL0239,2023-12-26,10,ISD
CA19401,C1930,PL0042,2024-06-29,60,Local
CA19402,C2286,PL0494,2024-01-07,41,Local
CA19403,C0857,PL0462,2024-12-01,9,Local
CA19404,C1242,PL0308,2023-10-31,54,ISD
CA19405,C0283,PL0038,2024-05-12,19,Local
CA19406,C2758,PL0514,2024-08-01,54,ISD
CA19407,C3175,PL0523,2023-07-10,22,STD
CA19408,C0004,PL0130,2023-09-06,18,ISD
CA19409,C3350,PL0240,2024-06-20,14,STD
CA19410,C1087,PL0177,2025-04-13,4,ISD
CA19411,C2392,PL0464,2024-08-21,45,Local
CA19412,C0216,PL0209,2024-10-28,13,STD
CA19413,C3079,PL0595,2025-03-29,14,ISD
CA19414,C1952,PL0593,2023-07-08,23,ISD
CA19415,C3454,PL0866,2024-01-04,24,Local
CA19416,C2727,PL0936,2025-06-18,2,STD
CA19417,C0643,PL0601,2024-08-01,47,Local
CA19418,C2150,PL0515,2023-10-26,47,ISD
CA19419,C0232,PL0049,2024-02-14,28,ISD
CA19420,C2123,PL0203,2023-09-02,28,Local
CA19421,C0003,PL0701,2023-09-16,4,ISD
CA19422,C2605,PL0800,2024-04-25,35,Local
CA19423,C0431,PL0146,2024-08-20,32,Local
CA19424,C1198,PL0552,2024-04-05,59,Local
CA19425,C1618,PL0009,2025-02-21,19,STD
CA19426,C0152,PL0577,2024-12-28,36,ISD
CA19427,C2991,PL0496,2025-06-04,55,ISD
CA19428,C3321,PL0202,2024-10-25,9,ISD
CA19429,C1704,PL0363,2023-08-15,15,STD
CA19430,C0396,PL0276,2024-12-07,52,ISD
CA19431,C1579,PL0396,2024-01-11,20,STD
CA19432,C3442,PL0672,2023-09-18,8,ISD
CA19433,C0795,PL0227,2024-12-14,6,Local
CA19434,C3275,PL0618,2024-12-30,8,Local
CA19435,C1685,PL0234,2025-03-28,54,Local
CA19436,C2815,PL0240,2023-12-31,55,ISD
CA19437,C3409,PL0689,2025-03-01,59,ISD
CA19438,C1562,PL0346,2024-05-05,1,STD
CA19439,C0513,PL0339,2024-11-12,50,Local
CA19440,C2543,PL0236,2023-12-23,50,Local
CA19441,C2864,PL0358,2023-11-21,9,STD
CA19442,C1681,PL0700,2024-01-01,47,Local
CA19443,C3368,PL0509,2024-04-20,3,Local
CA19444,C2143,PL0583,2023-11-28,47,Local
CA19445,C1213,PL0803,2025-01-22,56,ISD
CA19446,C2924,PL0182,2024-08-10,39,Local
CA19447,C1580,PL0050,2024-11-23,8,Local
CA19448,C2704,PL0116,2023-12-19,16,ISD
CA19449,C3341,PL0543,2023-11-21,55,Local
CA19450,C0431,PL0787,2024-07-27,26,Local
CA19451,C1330,PL0944,2023-09-21,45,Local
CA19452,C2860,PL0549,2023-08-12,53,Local
CA19453,C0083,PL0135,2025-02-04,31,Local
CA19454,C3331,PL0713,2024-07-01,27,Local
CA19455,C0723,PL0383,2024-09-09,38,STD
CA19456,C1714,PL0111,2024-04-25,36,Local
CA19457,C1449,PL0400,2025-03-20,47,Local
CA19458,C0404,PL0694,2025-04-26,25,ISD
CA19459,C1634,PL0506,2023-09-05,30,Local
CA19460,C0164,PL0035,2024-01-11,41,STD
CA19461,C0129,PL0616,2023-09-27,3,Local
CA19462,C0641,PL0109,2023-11-13,33,ISD
CA19463,C2637,PL0383,2024-02-15,52,STD
CA19464,C1699,PL0002,2025-02-08,10,STD
